,index,0,1,2,3,4,Answer,Words
28,28.0,"When one gm of mass is converted into energy, it is equal to:",(a) 103 kWh,(b)109 kWh,(c) 1010 kWh,(d) 1011 kWh,(a) 103 kWh,dependent
29,,,,,,,,factor
30,,,,,,,,nuclear
31,,,,,,,,according
32,,,,,,,,unit
33,,,,,,,,temperature
34,,,,,,,,momentum
35,,,,,,,,ionization
36,,,,,,,,nuclei
37,,,,,,,,hatom
38,,,,,,,,break
39,,,,,,,,hydrogen
40,,,,,,,,applied
42,,,,,,,,substance
43,,,,,,,,exchange
44,,,,,,,,helium
45,,,,,,,,mean
46,,,,,,,,produce
47,,,,,,,,current
48,,,,,,,,radioactivity
49,,,,,,,,radius
50,,,,,,,,decrease
51,,,,,,,,alpha
52,,,,,,,,phenomenon
53,,,,,,,,electron
54,,,,,,,,half
55,,,,,,,,enough
56,,,,,,,,positron
57,,,,,,,,orbit
58,,,,,,,,left
59,,,,,,,,assumes
60,,,,,,,,emits
61,,,,,,,,contained
62,,,,,,,,kwh
64,,,,,,,,photoelectric
65,,,,,,,,minimum
66,,,,,,,,continuous
67,,,,,,,,predicts
69,,,,,,,,independent
70,,,,,,,,two
71,,,,,,,,photon
72,,,,,,,,radio
73,,,,,,,,quantized
74,,,,,,,,prize
75,,,,,,,,equivalent
77,,,,,,,,einsteins
78,,,,,,,,spectrum
79,,,,,,,,emission
80,,,,,,,,relation
81,,,,,,,,place
83,,,,,,,,ground
84,,,,,,,,curie
85,,,,,,,,yrays
86,,,,,,,,uranium
87,,,,,,,,time
88,,,,,,,,temp
89,,,,,,,,nucleus
90,,,,,,,,discovery
91,,,,,,,,equal
93,,,,,,,,six
94,,,,,,,,proton
95,,,,,,,,unchanged
96,,,,,,,,exothermic
97,,,,,,,,lithium
98,,,,,,,,decay
99,,,,,,,,following
100,,,,,,,,neutron
101,,,,,,,,life
102,,,,,,,,particle
103,,,,,,,,marie
104,,,,,,,,attractive
105,,,,,,,,cancer
106,,,,,,,,depend
107,,,,,,,,pressure
108,,,,,,,,order
109,,,,,,,,wavelength
110,,,,,,,,field
111,,,,,,,,potential
112,,,,,,,,discovered
113,,,,,,,,active
114,,,,,,,,theory
115,,,,,,,,contain
116,,,,,,,,energy
117,,,,,,,,repulsion
118,,,,,,,,atomic
119,,,,,,,,increase
120,,,,,,,,range
121,,,,,,,,force
122,,,,,,,,meson
123,,,,,,,,atom
124,,,,,,,,radioactive
126,,,,,,,,magnetic
127,,,,,,,,annihilate
128,,,,,,,,kinetic
129,,,,,,,,model
130,,,,,,,,state
131,,,,,,,,mev
132,,,,,,,,roengton
133,,,,,,,,material
134,,,,,,,,many
135,,,,,,,,percentage
136,,,,,,,,number
137,,,,,,,,bohr
138,,,,,,,,none
139,,,,,,,,physics
140,,,,,,,,molecules
141,,,,,,,,change
142,,,,,,,,type
143,,,,,,,,first
144,,,,,,,,isotope
145,,,,,,,,external
146,,,,,,,,density
147,,,,,,,,equation
148,,,,,,,,short
149,,,,,,,,generally
150,,,,,,,,strong
151,,,,,,,,due
152,,,,,,,,awarded
156,,,,,,,,sample
157,,,,,,,,nucleon
158,,,,,,,,remain
159,,,,,,,,becqueral
