,index,0,1,2,3,4,Answer,Words
28,28.0,What is the number of possible crystal systems?,(a) 5,(b) 7,(c) 14,(d) 16,(b) 7,manufacture
29,,,,,,,,charged
30,,,,,,,,amplifier
31,,,,,,,,sometimes
32,,,,,,,,metallic
33,,,,,,,,amplify
34,,,,,,,,iii
35,,,,,,,,filled
36,,,,,,,,ionic
37,,,,,,,,dope
38,,,,,,,,oscillation
40,,,,,,,,middle
41,,,,,,,,temperature
42,,,,,,,,rectifier
43,,,,,,,,frequency
44,,,,,,,,rectify
45,,,,,,,,germanium
46,,,,,,,,need
47,,,,,,,,gate
48,,,,,,,,majority
49,,,,,,,,common
50,,,,,,,,partially
51,,,,,,,,applying
52,,,,,,,,room
53,,,,,,,,impurity
54,,,,,,,,maximum
55,,,,,,,,produce
56,,,,,,,,barrier
57,,,,,,,,aluminium
58,,,,,,,,across
59,,,,,,,,current
60,,,,,,,,amount
61,,,,,,,,decrease
62,,,,,,,,paulis
63,,,,,,,,electron
64,,,,,,,,ohms
65,,,,,,,,bohrs
66,,,,,,,,possible
67,,,,,,,,stabilisation
68,,,,,,,,system
69,,,,,,,,law
70,,,,,,,,empty
71,,,,,,,,gap
72,,,,,,,,base
73,,,,,,,,ptype
74,,,,,,,,flow
75,,,,,,,,resistance
76,,,,,,,,pentavalent
77,,,,,,,,oscillator
78,,,,,,,,difference
79,,,,,,,,doped
80,,,,,,,,intrinsic
81,,,,,,,,emitter
82,,,,,,,,wave
83,,,,,,,,relation
85,,,,,,,,fall
86,,,,,,,,completely
87,,,,,,,,nonlinear
88,,,,,,,,unequal
89,,,,,,,,nand
90,,,,,,,,bias
91,,,,,,,,producing
92,,,,,,,,function
93,,,,,,,,negatively
94,,,,,,,,equal
95,,,,,,,,unchanged
96,,,,,,,,proton
97,,,,,,,,following
98,,,,,,,,crystal
99,,,,,,,,copper
100,,,,,,,,hole
101,,,,,,,,device
102,,,,,,,,minority
103,,,,,,,,valence
104,,,,,,,,transistor
106,,,,,,,,silicon
107,,,,,,,,conductor
108,,,,,,,,field
109,,,,,,,,potential
110,,,,,,,,band
111,,,,,,,,electric
112,,,,,,,,theory
113,,,,,,,,energy
114,,,,,,,,rectification
115,,,,,,,,amplifying
116,,,,,,,,fluctuating
117,,,,,,,,produced
118,,,,,,,,increase
119,,,,,,,,atom
120,,,,,,,,linear
121,,,,,,,,diode
122,,,,,,,,part
123,,,,,,,,monovalent
124,,,,,,,,collector
125,,,,,,,,exclusion
126,,,,,,,,molecular
127,,,,,,,,output
128,,,,,,,,signal
129,,,,,,,,state
130,,,,,,,,layer
131,,,,,,,,material
132,,,,,,,,phase
133,,,,,,,,binary
134,,,,,,,,bivalent
136,,,,,,,,biased
137,,,,,,,,voltage
138,,,,,,,,number
139,,,,,,,,heavily
140,,,,,,,,conduction
141,,,,,,,,given
142,,,,,,,,phosphorus
143,,,,,,,,principle
144,,,,,,,,responsible
145,,,,,,,,none
146,,,,,,,,carrier
147,,,,,,,,uncertainty
148,,,,,,,,solid
149,,,,,,,,pure
150,,,,,,,,first
151,,,,,,,,reverse
152,,,,,,,,full
153,,,,,,,,raise
154,,,,,,,,shell
155,,,,,,,,ntype
156,,,,,,,,oxygen
157,,,,,,,,modulator
158,,,,,,,,input
159,,,,,,,,mixed
160,,,,,,,,heisenbergs
161,,,,,,,,consequence
162,,,,,,,,covalent
163,,,,,,,,detector
