,index,0,1,2,3,4,Answer,Words
99,,,,,,,,radiation
100,,,,,,,,respectively
101,,,,,,,,radiated
102,,,,,,,,coalter
103,,,,,,,,body
104,,,,,,,,calcms
105,,,,,,,,ratio
106,,,,,,,,heat
107,,,,,,,,power
108,,,,,,,,approximately
109,,,,,,,,afmc
110,,,,,,,,polished
111,,,,,,,,cooling
112,,,,,,,,coefficient
113,,,,,,,,goodemitter
114,,,,,,,,charcoal
115,,,,,,,,heated
116,,,,,,,,conduction
117,,,,,,,,given
118,,,,,,,,sec
119,,,,,,,,constant
120,,,,,,,,convection
121,,,,,,,,sphere
122,,,,,,,,good
123,,,,,,,,full
124,,,,,,,,person
125,,,,,,,,inside
126,,,,,,,,due
127,,,,,,,,absolute
128,,,,,,,,transferred
129,,,,,,,,skin
132,,,,,,,,raised
133,,,,,,,,related
134,,,,,,,,intercept
135,,,,,,,,hollow
