,index,0,1,2,3,4,Answer,Words
19,19.0,The magnetic field of earth is due to:,(a) induction effect of the sun,(b) the presence of a large magnet at the centre of the earth,(c) interaction of cosmic rays with the current of earth,(d) motion and distribution of some material in an outside the earth,(d) motion and distribution of some material in an outside the earth,dimensional
20,20.0,"In a bar magnet, magnetic lines of force z :",(a) are produced only at north pole like rays of light from a bulb,(b) starts from north pole and ends at the south pole,(c) emerge in circular paths from the middle of the bar,(d) run continuously through the bar and outside,(b) starts from north pole and ends at the south pole,inertia
21,21.0,The Mariner’s compass is provided with Gimbals arrangement so as to :,(a) keep the needle always horizontal,(b) give a direct reading of declination,(c) give the direct value of dip,(d) all of the above,(c) give the direct value of dip,used
22,22.0,A wire of length I has a magnetic moment M. It is then bent into a semi-circular arc. The neyv magnetic moment is :,(a) M,(b) M.l.,(c) \(\frac{2M}{π}\),(d) \(\frac{M}{π}\),(c) \(\frac{2M}{π}\),solenoid
23,23.0,The relation between geometric length (L) and magnetic length (Lm) is:,(a) Lm = \(\frac{5}{6}\) Lg,(b) Lm = \(\frac{6}{5}\) Lg,(c) (a) Lm = Lg,(d) Lm = 2RY;UL Lg,(a) Lm = \(\frac{5}{6}\) Lg,effect
24,24.0,The radius of curvature of the path of charged particle in a uniform magnetic file is directly proportional to the,(a) charge on fie particle,(b) Momentum of particle,(c) energy of particle,(d) Strength of field,(b) Momentum of particle,speed
25,25.0,"The magnetic field at the centre of a current carrying circular loop is B. If the radius of the loop is doubled keeping the current unchanged, the magnetic field at the centre of loop will become:",(a) \(\frac{B}{2}\),(b) \(\frac{B}{4}\),(c) 2B,(d) 4B,(b) \(\frac{B}{4}\),horizontally
26,,,,,,,,use
27,,,,,,,,compass
28,,,,,,,,permeability
29,,,,,,,,carry
30,,,,,,,,large
31,,,,,,,,centre
32,,,,,,,,double
33,,,,,,,,provided
34,,,,,,,,charged
35,,,,,,,,logarithmic
36,,,,,,,,onefourth
37,,,,,,,,geometric
38,,,,,,,,npole
39,,,,,,,,outside
40,,,,,,,,interaction
41,,,,,,,,distribution
42,,,,,,,,oscillation
43,,,,,,,,directed
44,,,,,,,,scale
45,,,,,,,,middle
46,,,,,,,,unit
47,,,,,,,,momentum
48,,,,,,,,like
49,,,,,,,,frequency
50,,,,,,,,directly
51,,,,,,,,uniform
52,,,,,,,,perpendicular
53,,,,,,,,direct
54,,,,,,,,ferromagnetic
55,,,,,,,,sun
56,,,,,,,,apart
58,,,,,,,,bulb
59,,,,,,,,paramagnetic
60,,,,,,,,bent
61,,,,,,,,doubled
62,,,,,,,,vacuum
63,,,,,,,,emerge
64,,,,,,,,magnet
65,,,,,,,,fie
66,,,,,,,,current
67,,,,,,,,radius
68,,,,,,,,ferrite
69,,,,,,,,susceptibility
70,,,,,,,,half
71,,,,,,,,four
73,,,,,,,,declination
74,,,,,,,,ferrimagnetic
76,,,,,,,,law
77,,,,,,,,empty
78,,,,,,,,distance
79,,,,,,,,north
80,,,,,,,,conductivity
81,,,,,,,,moment
82,,,,,,,,path
83,,,,,,,,mariners
84,,,,,,,,mutually
85,,,,,,,,arc
86,,,,,,,,present
87,,,,,,,,applicable
88,,,,,,,,two
89,,,,,,,,ray
90,,,,,,,,area
91,,,,,,,,bar
94,,,,,,,,relation
95,,,,,,,,proportional
96,,,,,,,,place
97,,,,,,,,galvanometer
98,,,,,,,,acting
99,,,,,,,,coil
100,,,,,,,,space
101,,,,,,,,equatorial
102,,,,,,,,moving
103,,,,,,,,exist
104,,,,,,,,enclosed
105,,,,,,,,time
106,,,,,,,,torque
107,,,,,,,,needle
108,,,,,,,,dipole
109,,,,,,,,dip
110,,,,,,,,neutral
111,,,,,,,,per
112,,,,,,,,neyv
113,,,,,,,,equal
114,,,,,,,,infinity
115,,,,,,,,gimbals
116,,,,,,,,unchanged
117,,,,,,,,following
118,,,,,,,,quadrupling
119,,,,,,,,light
120,,,,,,,,point
121,,,,,,,,loop
122,,,,,,,,particle
123,,,,,,,,quantity
124,,,,,,,,algebraic
125,,,,,,,,circular
126,,,,,,,,keep
127,,,,,,,,start
128,,,,,,,,along
129,,,,,,,,field
131,,,,,,,,ryul
132,,,,,,,,earth
133,,,,,,,,vertical
134,,,,,,,,electric
135,,,,,,,,vector
136,,,,,,,,spole
137,,,,,,,,always
139,,,,,,,,energy
140,,,,,,,,south
141,,,,,,,,produced
142,,,,,,,,motion
143,,,,,,,,force
144,,,,,,,,linear
145,,,,,,,,parallel
146,,,,,,,,placed
147,,,,,,,,line
149,,,,,,,,angle
150,,,,,,,,magnetic
151,,,,,,,,reading
152,,,,,,,,value
153,,,,,,,,flowing
154,,,,,,,,become
155,,,,,,,,end
156,,,,,,,,run
157,,,,,,,,ohm
158,,,,,,,,presence
159,,,,,,,,east
161,,,,,,,,exponential
162,,,,,,,,similar
163,,,,,,,,power
164,,,,,,,,wire
165,,,,,,,,material
166,,,,,,,,crosssection
167,,,,,,,,radial
168,,,,,,,,component
169,,,,,,,,continuously
170,,,,,,,,none
171,,,,,,,,vecm
173,,,,,,,,representation
174,,,,,,,,higher
175,,,,,,,,density
176,,,,,,,,tesla
177,,,,,,,,short
178,,,,,,,,inside
179,,,,,,,,weber
180,,,,,,,,low
181,,,,,,,,toroidal
182,,,,,,,,due
183,,,,,,,,west
185,,,,,,,,diamagnetic
186,,,,,,,,cosmic
187,,,,,,,,strength
188,,,,,,,,depends
189,,,,,,,,may
