,index,0,1,2,3,4,Answer,Words
16,16.0,Following gases are kept at the same temperature. Which gas possesses maximum r.m.s. speed?,(a) Oxygen,(b) Nitrogen,(c) Hydrogen,(d) Carbon dioxide,(c) Hydrogen,kgcj
17,17.0,Which of the following is the unit of specific,(a) J kg/°c,(b) J/kg°c,(c) kg°c/J,(d) J kg/°c²,(b) J/kg°c,double
18,18.0,"According to kinetic theory of gases, at absolute zero of temperature",(a) Water freezes,(b) Liquid helium freezes,(c) Molecular motion stops,(d) Liquid hydrogen freezes,(c) Molecular motion stops,required
19,19.0,The average kinetic energy of the molecules of a gas at 27°C is 9 10-20 J. what is its average K.E. at 227°C?,(a) 5 10-20 J,(b) 10 10-20 J,(c) 15 10-20 J,(d) 20 10-20 J,(c) 15 10-20 J,solidification
20,,,,,,,,specific
21,,,,,,,,diatomic
22,,,,,,,,kcal
23,,,,,,,,mechanical
24,,,,,,,,unit
25,,,,,,,,temperature
26,,,,,,,,found
27,,,,,,,,square
28,,,,,,,,directly
29,,,,,,,,mixture
30,,,,,,,,hydrogen
31,,,,,,,,liquefied
32,,,,,,,,internal
33,,,,,,,,solidified
34,,,,,,,,carbon
35,,,,,,,,substance
37,,,,,,,,room
38,,,,,,,,water
39,,,,,,,,helium
40,,,,,,,,maximum
41,,,,,,,,convert
42,,,,,,,,melting
43,,,,,,,,work
44,,,,,,,,doubled
46,,,,,,,,escape
47,,,,,,,,cause
48,,,,,,,,stop
49,,,,,,,,half
50,,,,,,,,four
51,,,,,,,,msec
52,,,,,,,,surface
53,,,,,,,,system
55,,,,,,,,posse
56,,,,,,,,average
57,,,,,,,,atmosphere
58,,,,,,,,independent
59,,,,,,,,two
61,,,,,,,,equivalent
62,,,,,,,,proportional
63,,,,,,,,certain
64,,,,,,,,called
65,,,,,,,,ideal
67,,,,,,,,mono
68,,,,,,,,able
70,,,,,,,,time
72,,,,,,,,volume
73,,,,,,,,equal
74,,,,,,,,infinity
75,,,,,,,,following
76,,,,,,,,point
77,,,,,,,,deviation
78,,,,,,,,rms
79,,,,,,,,pressure
80,,,,,,,,freeze
81,,,,,,,,evaporation
83,,,,,,,,twice
84,,,,,,,,jkcal
85,,,,,,,,earth
86,,,,,,,,theory
87,,,,,,,,moon
88,,,,,,,,energy
89,,,,,,,,form
91,,,,,,,,atomic
92,,,,,,,,motion
93,,,,,,,,nitrogen
94,,,,,,,,root
95,,,,,,,,done
96,,,,,,,,value
97,,,,,,,,kinetic
98,,,,,,,,molecular
99,,,,,,,,state
100,,,,,,,,kgc
101,,,,,,,,heat
102,,,,,,,,behavior
103,,,,,,,,heated
104,,,,,,,,constant
105,,,,,,,,ice
106,,,,,,,,solid
107,,,,,,,,change
108,,,,,,,,inversely
109,,,,,,,,fission
110,,,,,,,,jkgc
111,,,,,,,,external
112,,,,,,,,mole
114,,,,,,,,fusion
115,,,,,,,,raise
116,,,,,,,,oxygen
117,,,,,,,,gas
118,,,,,,,,low
119,,,,,,,,absolute
121,,,,,,,,mixed
122,,,,,,,,away
123,,,,,,,,molecule
124,,,,,,,,show
125,,,,,,,,latent
