0;1;2;3;4;Answer
In Young’s double slit experiment the distance between the slit and the screen is doubled and the separation between the slit is reduced to half. The fringe width:;(a) is doubled;(b) become four time;(c) is halfed;(d) remain unchanged;(b) become four time
In a Young’s double slit experiment the distance between the slit is 1 mm and the distance of screen from the slit is 1 m. If light of wavelength 6000 A is used then the fringe width is:;(a) 0.4 mm;(b) 0.5 mm;(c) 0.6 mm;(d) 0.8 mm;(c) 0.6 mm
A person cannot see object clearly beyond 50 cm. The pow er of the lens to correct his vision is :;(a) +0.5 dioptre;(b) -0.5 dioptre;(c) -2 dioptre;(d) +2 dioptre;(c) -2 dioptre
A phase difference of 5π corresponds to a path difference (in terms of λ) of:;(a) 5λ;(b) 10λ.;(c) 5λ/2;(d) 2λ;(c) 5λ/2
A polaroid produces a strong beam of light which is :;(a) circularly polarised;(b) elliptically polarised;(c) plane polarised;(d) unpolarised;(c) plane polarised
Images of a distant lamp seen through a fire cloth rotate on rotating the cloth. This is due to the phenomenon of:;(a) interference;(b) diffraction;(c) polarisation;(d) scattering;(b) diffraction
A young’s double slit experiment uses a monochromatic source. The shape of interference fringes formed on a screen is :;(a) parabola;(b) straight line;(c) circle;(d) hyperbola;(b) straight line
A monochromatic light is refracted from air into a glass of refractive index µ. The ratio of the wavelengths of the incident and the refracted waves is:;(a) 1 : µ;(b) 1 : µ²;(c) µ : 1;(d) µ² : 1;(c) µ : 1
"The focal length of the lens is 50 cm; then its power is:";(a) +2D;(b) +1D;(c) -2D;(d) -1D;(a) +2D
In the above question, the number of the lens is:;(a) +2;(b) +1;(c) -2;(d) -1;(a) +2
The refractive index of diamond is about:;(a) 1;(b) 1.42;(c) 2.42;(d) 4.24;(c) 2.42
Two lenses having power +6 D and -4 D are placed in contact. The power of the combination is;(a) -2D;(b) -4D;(c) +4D;(d) +2 D;(d) +2 D
Diffraction was discovered by :;(a) Grimaldi;(b) Thomas Young;(c) Malus;(d) Huygens;(a) Grimaldi
The electromagnetic wave theory of light fails to explain :;(a) compton effect;(b) photoelectric effect;(c) neither (a) nor (b);(d) Both (a) and (b);(a) compton effect
