,index,0;1;2;3;4;Answer,Words
10,10.0,The best reagent to convert pent-3-en-2-ol into pent-3-en- 2-one is;(a) acidic permanganate;(b) acidic dichromate;(c) chromic anhydride in glacial acetic acid;(d) pyridiriium chlorochromate;(d) pyridiriium chlorochromate,takes
11,11.0,The reaction between phenol and chloroform in the presence of aqueous NaOH is;(a) nucleophilic substitution reaction;(b) electrophilic addition reaction;(c) electrophilic substitution reaction;(d) nucleophilic addition reaction;(b) Acetophenone,reagent’s
12,12.0,The most suitable reagent for the conversion of RCH2OH → RCHO is;(a) K2Cr2O7;(b) CrO3;(c) KMnO4;(d) PCC;(d) PCC,faster
13,13.0,The major product of acid catalysed dehydration of 2-methylcyclohexanol and butan-1-ol are respectively;(a) 1 -methylcyclohexene andbut-1-ene;(b) 2-methylcyclohexene and but-2-ene;(c) 2-methylcyclohexene and butane;(d) 1-methylcyclohexene and but-2-ene;(c) 2-methylpropan-2-ol,acidic
14,14.0,Tertiary butyl alcohol gives tertiary butyl chlorideon treatment with;(a) Conc HCl/anhydrous ZnCl3;(b) KCN;(c) NaOCl;(d) Cl2;(a) Conc HCl/anhydrous ZnCl3,alkyl
15,15.0,Which of the following alcohol is dehydrated most easily with cone. H2SO4?;(a) p-O2NC6H4CH(OH)CH3;(b) p-ClC6H4CH(OH)CH3;(c) p-CH3OC6H4CH(OH)CH3;(d) C6H5CH(OH)CH3;(c) p-CH3OC6H4CH(OH)CH3,dehydration
16,16.0,Conversion of phenol to salicyclic acid and to salicyaldehyde are known as (respectively);(a) Reimer-Tiemann reaction and Kolbe’s reaction;(b) Williamson’s synthesis and Hydrobration-oxidation;(c) Kolbe’s reaction and Williamson’s synthesis;(d) Kolbe’s reaction and Reimer-Tiemann reaction;(d) Kolbe’s reaction and Reimer-Tiemann reaction,permanganate
17,17.0,Which of the following is phenol?;(a) Cresol;(b) Catechol;(c)Benzenol;(d) All of these;(d) All of these,chromic
18,18.0,The major product obtained on interaction of phenol with sodium hydroxide and carbon dioxide is;(a) benzoic acid;(b) salicyaldehyde;(c) salicylic acid;(d) phthalic acid;(b),phenylethanol
19,,,catecholbenzenold
20,,,followed
21,,,rcho
22,,,esterification
23,,,methylpropanol
24,,,methylpropene
25,,,major
26,,,salicyaldehyde
27,,,grignard
28,,,chchohch
29,,,propanone
30,,,produce
31,,,easily
32,,,methylcyclohexene
33,,,dioxide
34,,,rearrangement
35,,,chloroform
36,,,interaction
37,,,another
38,,,convert
39,,,cresol
40,,,conversion
41,,,kcro
42,,,hso
43,,,carbon
44,,,propanol
45,,,treatment
46,,,chchcho
47,,,methylcyclohexanol
48,,,ol
49,,,methylbutanol
50,,,dehydrated
51,,,iodide
52,,,formula
53,,,butenc
54,,,place
55,,,higher
56,,,lialh
57,,,acidification
58,,,synthesis
59,,,copper
60,,,pyridiriium
61,,,nbutanol
62,,,conc
63,,,aluminium
64,,,addition
65,,,butanol
66,,,oxidised
67,,,hcl/anhydrous
68,,,substitution
69,,,product
70,,,following
71,,,alcohol
72,,,aqueous
73,,,hydroxide
74,,,sodium
75,,,may
76,,,methyl
77,,,cho
78,,,heated
79,,,propeneol
80,,,produces
81,,,hydrobrationoxidation
82,,,passed
83,,,formed
84,,,kolbe’s
85,,,acetate
86,,,cro
87,,,kmno
88,,,one
89,,,presence
90,,,point
91,,,rchoh
92,,,phthalic
93,,,excess
94,,,zncl
95,,,reagent
96,,,reimertiemann
97,,,salicylic
98,,,stable
99,,,electrophilic
100,,,dry
101,,,pchochchohch
102,,,best
103,,,suitable
104,,,pentalol
105,,,acetophenone
106,,,kcn
107,,,benzoic
108,,,chlorideon
109,,,give
110,,,tatment
111,,,respectively
112,,,butaneol
113,,,byconc
114,,,methylbuanol
115,,,known
116,,,anhydride
117,,,naoh
118,,,hydrolysis
119,,,benzaldehyde
120,,,none
121,,,reaction
122,,,formulae
123,,,butane
124,,,compound
125,,,chlorochromate
126,,,dichromate
127,,,subsequent
128,,,ethyl
129,,,molecular
130,,,phenol
131,,,whose
132,,,acetic
133,,,prepared
134,,,butyl
135,,,boiling
136,,,naocl
137,,,tertiary
138,,,obtained
139,,,cl
140,,,salicyclic
141,,,gives
142,,,°>
143,,,nucleophilic
144,,,happens
145,,,penten
146,,,moles
147,,,magnesium
148,,,primary
149,,,cone
150,,,glacial
151,,,ether
152,,,ponchchohch
153,,,°c
154,,,mole
155,,,pclchchohch
156,,,tbutanol
157,,,bromide
158,,,carbocation
159,,,williamson’s
160,,,order
161,,,andbutene
162,,,pentenol
163,,,chchoch
