,index,0;1;2;3;4;Answer,Words
24,24.0,Which among the following is not an antibiotic?;(a) Penicillin;(b) Oxytocin;(c) Erythromycin;(d) Tetracyclin;(b) Oxytocin,antidepressants
25,25.0,Which one is a broad spectrum antibiotic?;(a) Chloramphenicol;(b) Plasmoquin;(c) Xylocaine;(d) Antiseptic;(a) Chloramphenicol,difficult
26,26.0,What is tincture of iodine?;(a) 2-3% solution of iodine in alcohol-water mixture;(b) A mixture of iodine in chloroxylenol;(c) A mixture of 0.2% phenol and 2-3% iodine in water;(d) 2-3% solution of iodine in potassium iodide;(a) 2-3% solution of iodine in alcohol-water mixture,potassium
27,27.0,The use of aspartame is limited to cold foods and drinks because;(a) it is unstable to heat and decomposes at cooking temperature;(b) it is 500 times sweeter than cane sugar;(c) it becomes bitter at cooking temperature;(d) it reacts with the food at cooking temperature;(a) it is unstable to heat and decomposes at cooking temperature,wide
28,28.0,What is the problem faced while using alitame as artificial sweetener?;(a) It decomposes when added to the food items;(b) It provides a huge number of calories to the food;(c) It is difficult to control the sweetness of food while using it;(d) It increases the volume of the contents to a large extent;(c) It is difficult to control the sweetness of food while using it,‘broad
29,29.0,Name an artificial sweetner which is derivative of sucrose;(a) Saccharine;(b) Sucrolose;(c) Sucrobenzamide;(d) Aspartame;(b) Sucrolose,increase
30,,,dettol
31,,,acts
32,,,terfenadine
33,,,caused
34,,,glycerol
35,,,reacts
36,,,ofloxacin
37,,,site
38,,,substances
39,,,commonly
40,,,aspirin
41,,,antibiotic
42,,,toxic
43,,,certain
44,,,sweetener
45,,,level
46,,,narcotic
47,,,malaria
48,,,antiseptics
49,,,bind
50,,,heat
51,,,aspartame
52,,,receptor
53,,,causing
54,,,tetracyclin
55,,,decomposes
56,,,antifertility
57,,,derivative
58,,,cause
59,,,medium
60,,,curing
61,,,means
62,,,bacterial
63,,,heroin
64,,,increases
65,,,modification
66,,,constituents
67,,,drugs
68,,,temperature
69,,,analgesicibuprofenb
70,,,antihistamine
71,,,codeine
72,,,iodide
73,,,sucrobenzamide
74,,,body
75,,,addiction
76,,,tetracycline
77,,,helpful
78,,,extent
79,,,kill
80,,,cooking
81,,,decrease
82,,,drinks
83,,,chloroxylenol
84,,,chemicals
85,,,aluminium
86,,,prontosil
87,,,analgesics
88,,,derivatives
89,,,barbituric
90,,,natipyretic
91,,,lower
92,,,extra
93,,,using
94,,,alkaline
95,,,rashes
96,,,chemotherapy
97,,,following
98,,,alcohol
99,,,effective
100,,,metnal
101,,,volume
102,,,hydroxide
103,,,antihistamines
104,,,bring
105,,,called
106,,,antimicrobials
107,,,release
108,,,sodium
109,,,phenelzine
110,,,methyl
111,,,cold
112,,,food
113,,,ipronizaid
114,,,alcoholwater
115,,,chloramphenicol
116,,,quinine
117,,,given
118,,,ofthe
119,,,xylocaine
120,,,calories
121,,,chlorodiazeposide
122,,,benzoate
123,,,acetate
124,,,term
125,,,tincture
126,,,effect
127,,,one
128,,,limited
129,,,concentrations
130,,,strain
131,,,inhibit
132,,,nasal
133,,,without
134,,,range
135,,,antiseptic
136,,,pain
137,,,meprobamate
138,,,iodine
139,,,gram
140,,,indigestion
141,,,main
142,,,spectrum
143,,,allergies
144,,,acute
145,,,ester
146,,,cane
147,,,cancer
148,,,antagonists
149,,,concehtration
150,,,natural
151,,,antibiotics’
152,,,vancomycin
153,,,bile
154,,,types
155,,,ampicillin
156,,,alitame
157,,,sucrolose
158,,,chloroquin
159,,,beings
160,,,large
161,,,function
162,,,antacid
163,,,curring
164,,,control
165,,,provides
166,,,acidity
167,,,penicillin
168,,,known
169,,,analgin
170,,,synthetic
171,,,low
172,,,bactericidal
173,,,among
174,,,norethindrone
175,,,becomes
176,,,added
177,,,times
178,,,problem
179,,,salicylate
180,,,water
181,,,bringing
182,,,vasodilation
183,,,amoxycilin
184,,,used
185,,,anxiety
186,,,act
187,,,fever
188,,,sugar
189,,,paracetamol
190,,,sweetner
191,,,use
192,,,ethyl
193,,,dysidazirine
194,,,therapeutic
195,,,antibacterial
196,,,contents
197,,,tension
198,,,items
199,,,medicine
200,,,oxytocin
201,,,solution
202,,,juice
203,,,chemical
204,,,penicillium
205,,,sucrose
206,,,chlordiazepoxide
207,,,phenol
208,,,well
209,,,correct
210,,,allosteric
211,,,tranquilizer
212,,,stomach
213,,,huge
214,,,disinfectants
215,,,unstable
216,,,physiotherapy
217,,,faced
218,,,treating
219,,,magnesium
220,,,sweetness
221,,,salvarsan
222,,,patients
223,,,incorrect
224,,,plasmoquin
225,,,carbonate
226,,,bacteria
227,,,antipyretics
228,,,saccharine
229,,,itching
230,,,antibiotics
231,,,mixture
232,,,suffering
233,,,intestine
234,,,acetamidophenol
235,,,high
236,,,number
237,,,fungus
238,,,extracted
239,,,sweeter
240,,,polytherapy
241,,,erythromycin
242,,,tranquilizers
243,,,bacteriostatic
