,index,0;1;2;3;4;Answer,Words
28,28.0,Explanation:,ground
29,29.0,"The value of the principal quantum number (n) for the outermost shell or the valence shell indicates a period in the Modern periodic table.""",atoms
30,30.0,Explanation:,−s²s²ps²pds²p³
31,31.0,"33−1s²2s²2p63s²3p63d104s²4p³""",f−block
32,32.0,"The reduction in atomic size with increase in atomic number is a characteristic of elements of-;(a) d−block;(b) f−block;(c) Radioactive series;(d) High atomic masses;""(b) f−block",ns²np
33,33.0,Explanation:,sio
34,34.0,"The reduction in atomic size with increase in atomic number is a characteristic of elements of f- block. It is known as lanthanoid contraction and actinoid contraction. This is due to poor shielding of electrons present in f subshell.""",element
35,35.0,"The number of elements in the 5th period of the periodic table is;(a) 3;(b) 9;(c) 8;(d) 18;""(d) 18",valency
36,36.0,Explanation:,bound
37,37.0,"The electronic configuration of halogen is;(a) ns² np6;(b) ns² np3;(c) ns² np5;(d) ns²;""(c) ns² np5",incomplete
38,38.0,Explanation:,halogen
39,39.0,"Halogens has 7 electrons in his valance shell (ns²np5).""",tellurium
40,40.0,"Which of the following forms the most stable gaseous negative ion?;(a) F;(b) Cl;(c) Br;(d) I;""(b) Cl",masses
41,41.0,Explanation:,basic
42,42.0,"The element which forms the most stable gaseous negative ion is fluorine.""",atomic
43,43.0,"On the Paulings electro negativity scale the element next to F is;(a) N;(b) Cl;(c) O;(d) Ne.;""(c) O",alkali
44,44.0,Explanation:,though
45,45.0,"The element californium belongs to a family of :;(a) Alkali metal family;(b) Actinide series;(c) Alkaline earth family;(d) Lanthanide series;""(b) Actinide series",lanthanoid
46,46.0,Explanation:,metallic
47,47.0,Atomic number of californium is 98 and its electronic configuration is,outer
48,48.0,Rn86 7s² 5f10,metal
49,49.0,"Increasing order of electro negativity is;(a) Bi < P < S < Cl;(b) P < Bi < S < Cl;(c) S < Bi < P < Cl;(d) Cl < S < Bi < P;""(a) Bi < P < S < Cl",remove
50,50.0,Explanation:,br
51,51.0,"Increasing order of electro negativity is Bi < P < S < Cl.""",representative
52,,,different
53,,,phosphorus
54,,,indicates
55,,,character
56,,,gas
57,,,alkaline
58,,,following
59,,,required
60,,,modern
61,,,called
62,,,less
63,,,poor
64,,,configuration
65,,,co
66,,,outermost
67,,,orbitals
68,,,nearly
69,,,forms
70,,,density
71,,,groups
72,,,valence
73,,,characteristic
74,,,electronegativity
75,,,actinide
76,,,family
77,,,found
78,,,electronic
79,,,diagonal
80,,,valance
81,,,elements
82,,,periodic
83,,,shell
84,,,[ne]
85,,,s²
86,,,inner
87,,,inert
88,,,actinoid
89,,,stable
90,,,even
91,,,scale
92,,,shells
93,,,fully
94,,,radioactive
95,,,sno
96,,,subshell
97,,,affinity
98,,,present
99,,,state
100,,,contraction
101,,,oxides
102,,,ns²
103,,,ie
104,,,potential
105,,,s²p³
106,,,cao
107,,,next
108,,,ion
109,,,along
110,,,known
111,,,weakly
112,,,table
113,,,d−block
114,,,decreases
115,,,reduction
116,,,p³
117,,,ionisation
118,,,relationship
119,,,fluorine
120,,,paulings
121,,,ionization
122,,,partly
123,,,lanthanide
124,,,amphoteric
125,,,negativity
126,,,block
127,,,ne
128,,,charge
129,,,isolated
130,,,halogens
131,,,negative
132,,,lithium
133,,,californium
134,,,properties
135,,,correct
136,,,except
137,,,cl
138,,,s²p
139,,,reason
140,,,magnesium
141,,,due
142,,,similar
143,,,generally
144,,,group
145,,,order
146,,,increasing
147,,,number
148,,,high
149,,,principal
150,,,filled
151,,,chemistry
