,index,0;1;2;3;4;Answer,Words
28,28.0,-4 – (-10) = +6,explanation
29,29.0,"How many millilitres of 0.5 M H2SO4 are needed to dissolve 0.5 g of copper(II)carbonate?;(a) 6.01;(b) 4.5;(c) 8.1;(d) 11.1;""(c) 8.1",possible
30,30.0,Explanation:,reacts
31,31.0,The volume can be calculated :,slowly
32,32.0,N1V1 = N2V2,doesn’t
33,33.0,N1 = Normality of H2SO4 = 0.5 × 2 = 1 N,oxidation
34,34.0,V1 = Volume of H2SO4,colourless
35,35.0,Molar mass of copper(II) carbonate = 123.5 g,atom
36,36.0,N2 = Normality of copper (II) carbonate = (0.5×2)/(123.5) N,kio
37,37.0,V2 = Volume of copper (II) carbonate = 1000 mL,states
38,38.0,1 × V1 = (0.5×2)/(123.5)×1000,molar
39,39.0,"= approx. 8.1 mL""",equivalent
40,40.0,"The oxidation state of Cr in Cr (CO)6 is;(a) 0;(b) 2;(c) 2;(d) 6;""(a) 0",decolourisation
41,41.0,Explanation:,react
42,42.0,"Which of the following processes does not involve oxidation of iron?;(a) Formation of Fe(CO)5 from Fe.;(b) Liberation of H2 from steam by iron at high temperature.;(c) Rusting of iron sheets.;(d) Decolourisation of blue CuSO4 solution by iron.;""(a) Formation of Fe(CO)5 from Fe.",produce
43,43.0,Explanation:,hydrogen
44,44.0,Oxidation number of Fe in Fe(CO)5 is zero.,five
45,45.0,3Fe + 4H2O → Fe3O4 + 4H2,fifth
46,46.0,team,[o]
47,47.0,rusting,atoms
48,48.0,Fe → Fe2O3.xH2O,think
49,49.0,(+3),metals
50,50.0,CuSO4(aq) + Fe (s) → FeSO4(aq) + Cu(s),calculated
51,51.0,"(0) (+2)""",element
52,52.0,"The number of moles of KMnO4 reduced by one mole of KI in alkaline medium is;(a) One;(b) Two;(c) Five;(d) One fifth.;""(b) Two",×/×
53,53.0,Explanation:,case
54,54.0,In alkaline medium the reduction of KMnO4 with KI will takes place as,blue
55,55.0,2 KMnO4 + H2O → 2 KOH + 2 MnO2,medium
56,56.0,KI + 3[O] → KIO3,allowed
57,57.0,Hence the overall reaction is,ml
58,58.0,KI + 2KMnO4 + H2O → KIO3 + 2 KOH + 2 MnO2,kcro
59,59.0,"Which of the following reactions does not involve either oxidation or reduction?;(a) VO2+ → V2O3;(b) Na → Na+;(c) CrO2-4 → Cr2O2-7;(d) Zn2+ →Zn;""(c) CrO2-4 → Cr2O2-7",factor
60,60.0,Explanation:,determined
61,61.0,"KMnO4​ reacts with oxalic acid according to the equation 2MnO4–​ + 5C2​O4​2-​ + 16H+ → 2Mn2+​ +10CO2​ + 8H2​O Here 20 mL of 0.1 M KMnO4​ is equivalent to;(a) 50 mL of 0.5 M C2H2O4;(b) 20 mL of 0.1 M C2H2O4;(c) 20 mL of 0.5 M C2H2O4;(d) 50 mL of 0.1 M C2H2O4;""(d) 50 mL of 0.1 M C2H2O4",blende
62,62.0,Explanation:,hso
63,63.0,2MnO4– + 5C2O42- + 16H+ → 2Mn2+ + 10CO2 + 8H2O,mno
64,64.0,20 mL of 0.1 M KMnO4 = 2 moles of KMnO4,quick
65,65.0,Explanation:,→zn
66,66.0,First to find oxidation number of Nitrogen in N2H4,oxidising
67,67.0,Oxidation number of H = +1,oxalic
68,68.0,Let oxidation number of nitrogen be x,solutions
69,69.0,2x + 4(1) = 0,side
70,70.0,2x = -4,temperature
71,71.0,x = -2,thus
72,72.0,Each nitrogen atom has -2 oxidation number. So taken both nitrogen atoms in account gives oxidation number -4.,emf
73,73.0,Change in oxidation number of nitrogen on losing 10 mol of electrons (considering no change in oxidation number of hydrogen atoms),h/electropositive
74,74.0,-4 – (-10) = +6,sheets
75,75.0,"What is n-factor?;(a) Equal to product of Number of moles of electrons when Lost or gained by one mole of reductant or oxidant;(b) When Number of moles of electrons Lost or gained by one mole of reductant or oxidant is not same.;(c) Equal to Number of moles of electrons Lost or gained by one mole of reductant or oxidant;(d) None of the above;""(c) Equal to Number of moles of electrons Lost or gained by one mole of reductant or oxidant.",place
76,76.0,Explanation:,taken
77,77.0,"For redox reaction it is considered as change in their oxidation number or change in their reduction number in both side of a chemical reaction.""",higher
78,78.0,"The oxidation number of Mn is maximum in;(a) MnO2;(b) K2MnO4;(c) Mn3O4;(d) KMnO4.;""(d) KMnO4.",different
79,79.0,Explanation:,electronegative
80,80.0,The electronic configuration of Mn is:,copper
81,81.0,"The oxidation process involves;(a) Increase in oxidation number;(b) Decrease in oxidation number;(c) No change in oxidation number;(d) none of the above;""(a) Increase in oxidation number",oxidize
82,82.0,Explanation:,decrease
83,83.0,Oxidation process Involves:-,get
84,84.0,Addition of O2 or electronegative element,addition
85,85.0,Removal of H/electropositive element,liberation
86,86.0,Loss of electrons,oxidised
87,87.0,"Increase in oxidation number""",approx
88,88.0,"Metals generally react with dilute acids to produce hydrogen gas. Which one of the following metals does not react with dilute hydrochloric acid?;(a) Copper;(b) Magnesium;(c) Iron;(d) Silver;""(b) Magnesium",electrode
89,89.0,Explanation:,reactions
90,90.0,"Mg + 2HCl → MgCl2 + H2""",mol
91,91.0,"The oxidation number of Xe in BaXeO6 is;(a) 8;(b) 6;(c) 4;(d) 10;""(d) 10",equation
92,92.0,Explanation:,dissolution
93,93.0,Oxidation state of Ba in general = +2 and of O = −2,mass
94,94.0,Let oxidation state of Xe in BaXeO6 be x.,product
95,95.0,x = 10,alkaline
96,96.0,"But oxidation state 10 is not possible for Xe. In this case the oxidation state of Xe is equal to maximum possible oxidation state for Xe = +8.""",gas
97,97.0,"The colourless solution of silver nitrate slowly turns blue on adding copper chips to it because of;(a) Dissolution of Copper;(b) Oxidation of Ag+ → Ag;(c) Reduction of Cu2+ ions;(d) Oxidation of Cu atoms.;""(d) Oxidation of Cu atoms.",following
98,98.0,Explanation:,volume
99,99.0,Explanation:,removal
100,100.0,Reduction potential of D is minimum i.e. −0.402 V. Thus oxidation potential of D is maximum i.e. to +0.402 V. D can oxidise itself and reduce other.,aqueous
101,101.0,The aqueous solution A will be present in its ionic form and can be reduced by D as its reduction potential is higher than D.,considered
102,102.0,"Thus D can replace A from its Aqueous solution.""",answer
103,,,cho
104,,,→caoh
105,,,feco
106,,,configuration
107,,,first
108,,,co
109,,,or
110,,,slaked
111,,,autooxidation
112,,,redox
113,,,copperii
114,,,mno–
115,,,cuso
116,,,nitrate
117,,,fe
118,,,ionic
119,,,change
120,,,oxide
121,,,kmno
122,,,cro
123,,,electronic
124,,,small
125,,,one
126,,,baxeo
127,,,general
128,,,ne–
129,,,two
130,,,×/
131,,,nh
132,,,ions
133,,,chips
134,,,present
135,,,dilute
136,,,state
137,,,mercuric
138,,,minimum
139,,,either
140,,,potential
141,,,needed
142,,,manganese
143,,,ii
144,,,team
145,,,hydrochloric
146,,,ie
147,,,zero
148,,,cao
149,,,zinc
150,,,vacant
151,,,reduced
152,,,iron
153,,,gained
154,,,known
155,,,overall
156,,,equal
157,,,agents
158,,,nfactor
159,,,according
160,,,true
161,,,ho
162,,,reduction
163,,,none
164,,,account
165,,,reaction
166,,,silver
167,,,zn
168,,,normality
169,,,cu
170,,,maximum
171,,,mno–​
172,,,amount
173,,,rusting
174,,,reductant
175,,,oxidized
176,,,hence
177,,,solution
178,,,chemical
179,,,millilitres
180,,,oxidant
181,,,c​o​​
182,,,greater
183,,,mn
184,,,ag
185,,,cl
186,,,fesoaq
187,,,involve
188,,,gives
189,,,form
190,,,losing
191,,,co​
192,,,h​o
193,,,oxidise
194,,,tendency
195,,,reason
196,,,feo
197,,,nitrogen
198,,,moles
199,,,magnesium
200,,,​kcro
201,,,due
202,,,processes
203,,,carbonate
204,,,copperiicarbonate
205,,,generally
206,,,many
207,,,cannot
208,,,nv
209,,,mole
210,,,find
211,,,loss
212,,,adding
213,,,clo
214,,,lime
215,,,hcl
216,,,feoxho
217,,,number
218,,,high
219,,,vo
220,,,chloride
221,,,na
222,,,turns
223,,,reduce
224,,,show
