,index,0;1;2;3;4;Answer,Words
28,28.0,"The basic strength of which hydroxide is maximum;(a) LiOH;(b) NaOH;(c) Ca(OH)2;(d) KOH.;""(d) KOH.",makes
29,29.0,Explanation:,colourless
30,30.0,"The basic strength increases down the group and decreases along a period.""",eutectic
31,31.0,"The hydration energy of Mg2+ is larger than that of;(a) A13+;(b) Na+;(c) Be26;(d) Mg3+;""(b) Na+",doesnot
32,32.0,Explanation:,csoh
33,33.0,Explanation:,strength
34,34.0,Milk of lime reacts with chlorine to form bleaching powder.,monoxide
35,35.0,"2Ca(OH)2 + 2Cl2 → CaCl2 + Ca(OCl)2 + 2H2O""",cleaning
36,36.0,"What happens when Calcium carbonate is heated to 1200 K?;(a) Carbon Monoxide;(b) Calcium hydroxide;(c) Calcium Oxide;(d) Both (2) and (3) are correct;""(d) Both (2) and (3) are correct",hydrated
37,37.0,Explanation:,soda
38,38.0,Calcium carbonate is strongly heated until it undergoes thermal decomposition to form calcium oxide and carbon dioxide. The calcium oxide (unslaked lime) is dissolved in water to form calcium hydroxide (limewater).,metals
39,39.0,"CaCO3 → CaO + CO2""",oxoacids
40,40.0,"The salt that is added to table salt to make it flow freely in rainy season is;(a) KCl;(b) KI;(c) Ca3(PO4)2;(d) Na3PO4;""(c) Ca3(PO4)2",dioxide
41,41.0,Explanation:,hydration
42,42.0,"CsOH is;(a) Strongly basic;(b) Weakly basic;(c) Slightly acidic;(d) Amphoteric.;""(a) Strongly basic",extraction
43,43.0,Explanation:,calcined
44,44.0,"Which of the following metals is not manufactured by electrolysis?;(a) Na;(b) Mg;(c) Al;(d) Fe;""(d) Fe",caso
45,45.0,Explanation:,blue
46,46.0,"Method of extraction of a metal depends on the reactivity of the metal. Iron (Fe) is not manufacture by electrolysis. Moderately reactive metals like zinc and iron are extracted by reduction of their oxides using carbon.""",caoh
47,47.0,"The wire of flash bulb is made up of:;(a) Mg;(b) Ag;(c) Cu;(d) Ba;""(a) Mg",wire
48,48.0,Explanation:,basic
49,49.0,"Magnesium metal is used for the preparation of the wire of flash bulb.""",alkali
50,50.0,"Usually CaCl2 is preferred over NaCl for cleaning snow on roads particularly in very cold countries this is because;(a) NaCl makes the road slippery but CaCl2 doesnot;(b) CaCl2 is hygroscopic but NaCl is not;(c) CaCl2 is less soluble in H2O than NaCl;(d) eutectic mixtue of CaCl/H2O freezes at -55°C while that of NaCl/H2O freezes at -18°C;""(d) eutectic mixtue of CaCl/H2O freezes at -55°C while that of NaCl/H2O freezes at -18°C",carbon
51,51.0,Explanation:,increases
52,52.0,"Eutectic mixture of CaCl2/H2O freezes at -55°C while that of NaCl/H2O freezes at -18°C.""",melting
53,,,liquid
54,,,metal
55,,,hygroscopic
56,,,limewater
57,,,snow
58,,,gypsum
59,,,ca
60,,,needle
61,,,usually
62,,,dolomite
63,,,calcium
64,,,composition
65,,,carnallite
66,,,reactive
67,,,capo
68,,,freezes
69,,,reactions
70,,,preferred
71,,,mixtue
72,,,moderately
73,,,using
74,,,particularly
75,,,following
76,,,­like
77,,,freely
78,,,hydroxide
79,,,sodium
80,,,cold
81,,,called
82,,,less
83,,,heated
84,,,co
85,,,caocl
86,,,lioh
87,,,fe
88,,,change
89,,,caco
90,,,mgo
91,,,oxide
92,,,sulphur
93,,,naco
94,,,ba
95,,,point
96,,,nao
97,,,kco
98,,,depends
99,,,containing
100,,,reactivity
101,,,shells
102,,,thermal
103,,,xho
104,,,substance
105,,,make
106,,,road
107,,,method
108,,,bleaching
109,,,milk
110,,,oxides
111,,,give
112,,,flow
113,,,salt
114,,,flash
115,,,cs
116,,,roads
117,,,oh
118,,,gels
119,,,cao
120,,,zinc
121,,,aluminates
122,,,along
123,,,iron
124,,,solvays
125,,,weakly
126,,,slightly
127,,,dissolved
128,,,undergoes
129,,,table
130,,,naoh
131,,,likely
132,,,decreases
133,,,added
134,,,ho
135,,,reduction
136,,,cacl/ho
137,,,none
138,,,water
139,,,mineral
140,,,colour
141,,,used
142,,,cu
143,,,silicates
144,,,∙ho
145,,,maximum
146,,,amphoteric
147,,,contain
148,,,napo
149,,,bulb
150,,,electrolysis
151,,,solution
152,,,rb
153,,,strongly
154,,,al
155,,,manufacture
156,,,ag
157,,,correct
158,,,sorels
159,,,manufactured
160,,,cl
161,,,form
162,,,red
163,,,cacl
164,,,ki
165,,,colloidal
166,,,mgco
167,,,happens
168,,,soluble
169,,,magnesium
170,,,nacl
171,,,sea
172,,,deep
173,,,larger
174,,,carbonate
175,,,°c
176,,,marble
177,,,kcl
178,,,mixture
179,,,chlorine
180,,,group
181,,,develops
182,,,lime
183,,,powder
184,,,crystals
185,,,na
186,,,preparation
187,,,extracted
188,,,mgcl×
189,,,cement
