,index,0;1;2;3;4;Answer,Words
64,,,sulphate
65,,,reactive
66,,,copper
67,,,light
68,,,force
69,,,conc
70,,,angular
71,,,avoided
72,,,sulphuric
73,,,phosphorus
74,,,electric
75,,,lower
76,,,infrared
77,,,indicates
78,,,character
79,,,dark
80,,,condense
81,,,gas
82,,,repulsive
83,,,following
84,,,oxygen–oxygen
85,,,aqueous
86,,,metaborate
87,,,may
88,,,less
89,,,concentrated
90,,,behave
91,,,forms
92,,,passed
93,,,dissolving
94,,,disinfectant
95,,,formed
96,,,length
97,,,bonds
98,,,hydrolysed
99,,,cuso
100,,,polarisation
101,,,four
102,,,chemically
103,,,kmno
104,,,structures
105,,,excess
106,,,range
107,,,upper
108,,,nelsons
109,,,liberated
110,,,ultraviolet
111,,,depends
112,,,exhibits
113,,,inert
114,,,containing
115,,,bh
116,,,statement
117,,,oxygenoxygen
118,,,even
119,,,two
120,,,formal
121,,,bluish
122,,,amorphous
123,,,hbro
124,,,nh
125,,,gaint
126,,,c−cl
127,,,present
128,,,state
129,,,cul
130,,,cuprous
131,,,p−h
132,,,give
133,,,ii
134,,,respectively
135,,,lesser
136,,,lih
137,,,upto
138,,,boron
139,,,molecule
140,,,fire
141,,,atmosphere
142,,,diborane
143,,,low
144,,,attractive
145,,,naoh
146,,,k[hgl]
147,,,hydrides
148,,,added
149,,,layer
150,,,becomes
151,,,ho
152,,,bond
153,,,weak
154,,,none
155,,,reaction
156,,,colour
157,,,spontaneously
158,,,c−br
159,,,used
160,,,temperatures
161,,,ozone
162,,,gases
163,,,contain
164,,,libf
165,,,electrolysis
166,,,cl–
167,,,solution
168,,,oxidized
169,,,charge
170,,,structure
171,,,molecular
172,,,strongly
173,,,helium
174,,,exposure
175,,,action
176,,,rays
177,,,prepared
178,,,correct
179,,,ccl
180,,,crystalline
181,,,discharge
182,,,cl
183,,,rise
184,,,form
185,,,cell
186,,,gives
187,,,regarding
188,,,pressure
189,,,strong
190,,,red
191,,,cacl
192,,,ki
193,,,solid
194,,,dil
195,,,treating
196,,,nacl
197,,,due
198,,,hybrid
199,,,po
200,,,°c
201,,,shaken
202,,,drops
203,,,exhibit
204,,,mixture
205,,,kcl
206,,,distributed
207,,,hcl
208,,,lime
209,,,bf
210,,,shape
211,,,molecules
