,index,0;1;2;3;4;Answer,Words
134,,,mnochnh
135,,,identified
136,,,pnitroaminobenzene
137,,,organic
138,,,molecular
139,,,nitro
140,,,perkin
141,,,prepared
142,,,obtained
143,,,gabriclphthalmidie
144,,,boiling
145,,,paminoacetophenone
146,,,tertiary
147,,,polar
148,,,kekule
149,,,gives
150,,,form
151,,,br/roh
152,,,seen
153,,,nitrogen
154,,,primary
155,,,ether
156,,,amines
157,,,claisen
158,,,°c
159,,,prepare
160,,,cannot
161,,,amides
162,,,chconh
163,,,bromide
164,,,group
165,,,hcl
166,,,acetamidebenzamideb
167,,,hclo
168,,,chloride
169,,,lowest
170,,,acia
171,,,nitriles
172,,,isonitriles
173,,,carbylatnine
174,,,ch
