,index,0;1;2;3;4;Answer,Words
17,17.0,Which of the following compounds exhibits linkage isomerism?;(a) [Co(en)3]Cl3;(b) [Co(NH3)6] [Cr(en)3];(c) [Co(en)2(NO2)CI]Br;(d) [Co(NH3)5CI]Br2;(c) [Co(en)2(NO2)CI]Br,|cnhno|cl
18,18.0,Which of the following will not show geometrical isomerism?;(a) [Cr(NH3)4Cl2]Cl;(b) [Co(en)2Cl2]Cl;(c) [(Co(NH3)5NO2]Cl2;(d) [Pt(NH3)2Cl2];(c) (Co(NH3)5NO2]Cl2,electrons
19,19.0,Which of the following shows maximum number of isomers?;(a) [Cr(NH3)4Cl2];(b) [Ni(en)NH3]2+;(c) [Ni(C2O4] (en)2]2+;(d) [Cr(SCN)2(NH3)4]+;(d) [Cr(SCN)2(NH3)4]+,involved
20,20.0,The hybridisation involved in [Co(C2O4)3]3- is;(a) sp3d2;(b) sp3d3;(c) dsp3;(d) d2sp3;(d) d2sp3,potassium
21,,,oxalate
22,,,[pdcl]
23,,,acts
24,,,tetraaminechloronitroplatinum
25,,,[conhbr]so
26,,,oxidation
27,,,atom
28,,,no\{}{}\
29,,,pentaamminenitritocobalt
30,,,electron
31,,,shows
32,,,[fecn]
33,,,isothiocyanatopenta
34,,,ligands
35,,,[coen][coencl]d
36,,,werner’s
37,,,valency
38,,,central
39,,,[ptclononhso]
40,,,iii
41,,,tetrahedral
42,,,|nico|
43,,,[ptnh
44,,,sp
45,,,tetrachlorozincate
46,,,liquid
47,,,metal
48,,,tridentate
49,,,[cren]
50,,,[conhso]
51,,,[coencl]cl
52,,,edta
53,,,sulphate
54,,,written
55,,,|cunh||ptcl|
56,,,isothicocyanatezinc
57,,,conhno]cl
58,,,|ptnh|
59,,,white
60,,,cyanide
61,,,gas
62,,,following
63,,,[mno]–
64,,,[conhso]br
65,,,geometrical
66,,,hybridisation
67,,,ammonium
68,,,isable
69,,,co
70,,,en]
71,,,neither
72,,,k|fecnno|
73,,,|crnhncs||zncl|
74,,,chelate
75,,,amine
76,,,base
77,,,bidentate
78,,,acetate
79,,,isomers
80,,,[ptnhcl]
81,,,linkage
82,,,valencies
83,,,one
84,,,precipitate
85,,,pentaammonotrocobalt
86,,,dsp
87,,,isomerism
88,,,expected
89,,,exhibits
90,,,isa
91,,,[ptnhclno]
92,,,cl]so
93,,,two
94,,,dien
95,,,optical
96,,,compounds
97,,,[nicn]
98,,,nh
99,,,geometry
100,,,neutral
101,,,iv
102,,,penta
103,,,nh\{}{}\
104,,,state
105,,,chromate
106,,,[nico]
107,,,[crnhcl]cl
108,,,ii
109,,,give
110,,,lonisable
111,,,salt
112,,,[conhno]cl
113,,,iupac
114,,,species
115,,,zinc
116,,,ion
117,,,known
118,,,undergoes
119,,,isothiocyanato
120,,,spd
121,,,according
122,,,[coen
123,,,ho
124,,,[coco]
125,,,ionisation
126,,,unpaired
127,,,pentacyanonitrosylferrate
128,,,ionisable
129,,,formulae
130,,,compound
131,,,polymerisation
132,,,hybndisation
133,,,coo\{}{}\
134,,,no
135,,,maximum
136,,,nickel
137,,,double
138,,,pair
139,,,chromium
140,,,[pdcn]c
141,,,solution
142,,,hybridisatiort
143,,,[crscnnh]
144,,,[coen]cl
145,,,|cucl|
146,,,correct
147,,,[crnhcl]
148,,,form
149,,,nchchnh
150,,,[crho]
151,,,bacl
152,,,pentaaminenitrochloridecobaltate
153,,,[conhci]br
154,,,lone
155,,,coordination
156,,,primary
157,,,ono
158,,,a/an
159,,,ligand
160,,,theory
161,,,[conh]
162,,,pentanitrosoamminechlorocobaltateiii
163,,,exhibit
164,,,pentadentate
165,,,complexes
166,,,isothicoyanato
167,,,number
168,,,k[fecn]
169,,,chloride
170,,,good
171,,,show
