,index,0;1;2;3;4;Answer,Words
168,,,done
169,,,cl
170,,,molarity
171,,,standard
172,,,pressure
173,,,surroundings
174,,,\\frac
175,,,∆s
176,,,proportional
177,,,kcal
178,,,nitrogen
179,,,randomness
180,,,due
181,,,nacl
182,,,approximately
183,,,in
184,,,total
185,,,b
186,,,°c
187,,,salts
188,,,mole
189,,,neutralization
190,,,[/
191,,,hcl
192,,,molecules
193,,,minus
194,,,rises
195,,,oc
196,,,t∆s
