0;1;2;3;4;Answer
Which of the following alkali metals has the least melting point?;(a) Na;(b) K;(c) Rb;(d) Cs.;"(d) Cs.
Explanation:
Atomic size increases as we move down the alkali group. As a result, the binding energies of their atoms in the crystal lattice decrease. Also, the strength of metallic bonds decreases on moving down a group in the periodic table. This causes a decrease in the melting point. Among the given metals, Cs is the largest and has the least melting point."
The basic strength of which hydroxide is maximum;(a) LiOH;(b) NaOH;(c) Ca(OH)2;(d) KOH.;"(d) KOH.
Explanation:
The basic strength increases down the group and decreases along a period."
The hydration energy of Mg2+ is larger than that of;(a) A13+;(b) Na+;(c) Be26;(d) Mg3+;"(b) Na+
Explanation:
Hydration energy depends on charge of ion and ionic radius. Higher the charge, greater the hydration energy. On the other hand, smaller the size, greater the hydration energy. Charge is considered first for comparison. Hence, Mg2+ has higher hydration energy than Na+."
Milk of lime reacts with chlorine to form ________, a constituent of bleaching powder.;(a) Ca(OCI)2;(b) Ca(CIO2)2;(c) Ca(CIO3)2;(d) Ca(CIO4)2;"(a) Ca(OCI)2
Explanation:
Milk of lime reacts with chlorine to form bleaching powder.
2Ca(OH)2 + 2Cl2 → CaCl2 + Ca(OCl)2 + 2H2O"
What happens when Calcium carbonate is heated to 1200 K?;(a) Carbon Monoxide;(b) Calcium hydroxide;(c) Calcium Oxide;(d) Both (2) and (3) are correct;"(d) Both (2) and (3) are correct
Explanation:
Calcium carbonate is strongly heated until it undergoes thermal decomposition to form calcium oxide and carbon dioxide. The calcium oxide (unslaked lime) is dissolved in water to form calcium hydroxide (limewater).
CaCO3 → CaO + CO2"
The salt that is added to table salt to make it flow freely in rainy season is;(a) KCl;(b) KI;(c) Ca3(PO4)2;(d) Na3PO4;"(c) Ca3(PO4)2
Explanation:
Ca3(PO4)2. Both Ca and P are needed by human beings. Also they prevent moisture absorbing power of other components such as MgCl2, CaCl2, CaSO4 and MgSO4 present in commercial sodium chloride."
CsOH is;(a) Strongly basic;(b) Weakly basic;(c) Slightly acidic;(d) Amphoteric.;"(a) Strongly basic
Explanation:
Caesium hydroxide or cesium hydroxide (CsOH) is a chemical compound consisting of caesium ions and hydroxide ions. It is a strong base (pkb = -1.76), much like the other alkali metal hydroxides such as sodium hydroxide and potassium hydroxide."
Which of the following metals is not manufactured by electrolysis?;(a) Na;(b) Mg;(c) Al;(d) Fe;"(d) Fe
Explanation:
Method of extraction of a metal depends on the reactivity of the metal. Iron (Fe) is not manufacture by electrolysis. Moderately reactive metals like zinc and iron are extracted by reduction of their oxides using carbon."
The wire of flash bulb is made up of:;(a) Mg;(b) Ag;(c) Cu;(d) Ba;"(a) Mg
Explanation:
Magnesium metal is used for the preparation of the wire of flash bulb."
Usually CaCl2 is preferred over NaCl for cleaning snow on roads particularly in very cold countries this is because;(a) NaCl makes the road slippery but CaCl2 doesnot;(b) CaCl2 is hygroscopic but NaCl is not;(c) CaCl2 is less soluble in H2O than NaCl;(d) eutectic mixtue of CaCl/H2O freezes at -55°C while that of NaCl/H2O freezes at -18°C;"(d) eutectic mixtue of CaCl/H2O freezes at -55°C while that of NaCl/H2O freezes at -18°C
Explanation:
Eutectic mixture of CaCl2/H2O freezes at -55°C while that of NaCl/H2O freezes at -18°C."
