0;1;2;3;4;Answer
When a neutral atom undergoes oxidation, the atoms oxidation state;(a) Decreases as it gains electrons;(b) Decreases as it loses electrons;(c) Increases as it gains electrons;(d) Increases as it loses electrons;"(d) Increases as it loses electrons
Explanation:
The acronym “OILRIG” can be used to remember this: Oxidation is Losing electrons, Reduction is Gaining electrons. Therefore, when an atom undergoes oxidation, it loses electrons. This makes its net charge more positive, so its oxidation state increases."
Concentration of the Ag-4 ions in a saturated solution of Ag2C2O4 is 2.2 × (a) 10-4 mol L-1. Solubility product of Ag2C2O4 is;(b) 2.66 × 10-12;(c) 4.5 × 10-11;(d) 5.3 × 10-12;2.42 × 10-8;"(c) 4.5 × 10-11
Explanation:
[Ag+] = 2.2 × 10-4 mol L-1
[C2​O42-] = 0.5[Ag+] = 0.5 × 2.2 × 10-4 mol L-1 =1.1×10-4 mol L-1
Ksp ​= [Ag+]² [C2​O42-​] Ksp
= (2.2 × 10-4 mol L-1)² × 1.1 × 10-4 mol L-1
Ksp = 5.3 × 10-12"
Among the following the weakest Bronsted base is;(a) F–;(b) Cl–;(c) Br–;(d) I–;"(d) I–
Explanation:
According to this theory, an acid is a proton donor and a base is a proton acceptor. Every strong Bronsted acid has a weak conjugate base and every strong base has a weak conjugate acid. The acidity increases in halogen group atoms,
HF < HCl < HBr < HI.
So, HI is highly acidic and their conjugate bases decrease in order F– > Cl– > Br– > I–."
A certain buffer solution contains equal concentration of X– and HX. The ka for HX is 10-8. The pH of the buffer is;(a) 3;(b) 8;(c) 11;(d) 14;"(b) 8
Explanation:
ka kb = kw
kb = 10-8
ka × 10-8 = 10-14
ka = 10-6 = [H+]
pH = −log [H+]
pH = −log 10-6
= 6pH + pOH
= 14 pOH
= 14−6
= 8"
What is the pH of a 0.10 M solution of barium hydroxide, Ba (OH)2?;(a) 11.31;(b) 11.7;(c) 13.30;(d) None of these;"(c) 13.30
Explanation:
pH =13.30
Barium hydroxide is a strong base for both stages of dissociation:
Ba (OH)2(s) → Ba2+ + 2OH–
So the solution will have 0.20 M hydroxide ions. Now use the auto dissociation product for water:
[H+][OH–] = 1.0×10-14M
[OH–] = 2.0 × 10-1M
[H+] = 5.0 × 10-14M
And then pH = −log10 ([H+] = 5.0 × 10-14)
= 13.30."
Solubility of M2S salt is 3.5 × 10-6 then find out solubility product.;(a) 1.7 × 10-6;(b) 1.7 × 10-16;(c) 1.7 × 10-18;(d) 1.7 × 10-12;"(b) 1.7 × 10-16
Explanation:
Let ”s“ be the solubility of salt M2​S which undergoes dissociation as follows :-
M2​S ⇌ 2M+ +S-2
Initial concentration 1 0 0
Concentration at equilibrium 1-s 2s s
Hence, the solubility product (Ksp) = (s) × (2s)²
Therefore, Ksp = 4 × s³
Or Ksp​​ = 4× (3.5×10-6)³
⇒ Ksp​
= 1.7 × 10-16"
Among the following hydroxides, the one which has the lowest value of Ksp at ordinary temperature (about 25°C ) is;(a) Mg (OH)2;(b) Ca(OH)2;(c) Ba(OH)2;(d) Be(OH)2;"(d) Be(OH)2
Explanation:
Be(OH)2 ​has the lowest value of Ksp at ordinary temperature because Be2+ ion is smaller than the other metal ions in the group, which results in a tighter bond with the 0H– ions, thus much lower solubility."
Which of the following mixtures in aqueous solution of equimolar concentration acts as a buffer solution?;(a) HNO3 and NaOH;(b) H2SO4 and KOH;(c) NH4OH(excess) + HCl;(d) CH3COOH and NaOH(excess);"(c) NH4OH(excess) + HCl
Explanation:
A mixture of ammonium hydroxide and HCl react to form ammonium chloride. This also contains unreacted ammonium hydroxide.
NH4​ OH + HCl → NH4Cl + H2O
Thus, the resulting mixture of (NH4OH+NH4Cl) is a basic buffer solution. It contains a mixture of weak base ammonium hydroxide and its salt (ammonium chloride) with strong acid (HCl).
It is used in a qualitative analysis of group III radicals.
A mixture of HNO3 and NaOH is a mixture of strong acid and strong base similarly a mixture of
H2​SO4 and KOH is also a mixture of strong acid and strong base, thus they do not form buffer solution.
Similarly, in option 4 mixture will form a strong base and salt of strong base weak acid hence it will not form a buffer solution."
Which of the following aqueous solutions will have highest pH?;(a) NaCl;(b) CH3COONa;(c) Na2CO3;(d) NH4Cl;"(c) Na2CO3
Explanation:
NaCl is salt of strong acid and strong base so it has pH of about 7.
NH4​Cl is salt of strong acid and weak base so it has pH is much less than 7.
CH3COONH4 is salt of weak acid and weak base so it has pH of about 7.
Na2​CO3 is salt of weak acid and strong base so it has pH is much greater than 7."
Amines behave as;(a) Lewis Acids;(b) Lewis Base;(c) Aprotic Acid;(d) Neutral Compound;"(b) Lewis Base
Explanation:
R−NH2 (Amines) behaves as a Lewis base because it is capable of donating a lone pair of electron."
