0;1;2;3;4;Answer
The electrons of the same orbitals can be distinguished by;(a) Principal quantum number;(b) Azimuthal quantum number;(c) Spin quantum number;(d) Magnetic quantum number;"(c) Spin quantum number
Explanation:
Electrons occupying the same orbital are distinguished by Spin quantum number.
For spin Quantum number it has two values +1/2 or -1/2,
Hence the value of n, l , m are same for the two electrons occupying in the same orbitals, but only the is different, which is
Therefore, Spin quantum number explains the direction through which the electron spins in an orbital. so obviously there are only 2 possible directions. Which is either clockwise or anticlockwise.
So the electron which are available in the same orbitals, must have opposite spins. Hence spin quantum number distinguished b/w the two electrons."
Consider the ground state of Cr atom (Z = 24). The numbers of electrons with the azimuthal quantum numbers, l = 1 and 2 are, respectively:;(a) 12 and 4;(b) 12 and 5;(c) 16 and 4;(d) 16 and 5;"(b) 12 and 5
Explanation:
24Cr → 1s2 2s22p6 3s2 3p6 3d5 4s1
As we know for p, l = 1 and d, l = 2
For l = 1, total number of electrons = 12 [2p6 and 3p6]
For l = 2, total number of electrons = 5 [3d5]"
A body of mass 10 mg is moving with a velocity of 100 ms-1. The wavelength of de-Broglie wave associated with it would be (Note: h = 6.63 × 10-34 Js);(a) 6.63 × 10-37 m;(b) 6.63 × 10-31 m;(c) 6.63 × 10-34 m;(d) 6.63 × 10-35 m;"(b) 6.63 × 10-31 m
Explanation:
m = 10 mg
= 10 × 10-6 kg
v = 100 ms-1
λ = \(\frac {(h)}{(mv)}\)
= (6.63×10-34)/ (10 × 10-6 × 100)
= 6.63 × 10-31 m"
The ionization enthalpy of hydrogen atom is 1.312 × 106 J mol-1. The energy required to excite the electron in the atom from n = 1 to n = 2 is;(a) 8.51 × 105 J mol-1;(b) 6.56 × 105 J mol-1;(c) 7.56 × 105 J mol-1;(d) 9.84 × 105 J mol-1;"(d) 9.84 × 105 J mol-1
Explanation:
Energy required when an electron makes transition from n = 1 to n = 2
E2 = −(1.312 × 106 × (1)²)/(2²)
= −3.28 × 105 J mol-1
E1 = −1.312 × 106 J mol-1
ΔE = E2 − E1
= −3.28 × 105−(−13.2 × 106)
ΔE = 9.84 × 105 J mol-1"
In Hydrogen atom, energy of first excited state is – 3.4 eV. Then find out KE of same orbit of Hydrogen atom;(a) 3.4 eV;(b) 6.8 eV;(c) -13.6 eV;(d) +13.6 eV;"(a) 3.4 eV
Explanation:
For hydrogen atom,
The kinetic energy is equal to the negative of the total energy.
And the potential energy is equal to the twice of the total energy.
The first excited state energy of orbital = -3.4 eV
and The kinetic energy of same orbital = -(-3.4 eV) = 3.4 eV
Therefore, the kinetic energy of same orbit of hydrogen atom is 3.4 eV."
Which of the following sets of quantum numbers represents the highest energy of an atom?;(a) n = 3, l = 0, m = 0, s = + \(\frac {1}{2}\);(b) n = 3, l = 1, m = 1, s = + \(\frac {1}{2}\);(c) n = 3, l = 2, m = 1, s = + \(\frac {1}{2}\);(d) n = 4, l = 0, m = 0, s = + \(\frac {1}{2}\);"(c) n = 3, l = 2, m = 1, s = + \(\frac {1}{2}\)
Explanation:
n = 3, l = 0 represents 3s orbital n = 3, l = 1 represents 3p orbital n = 3, l = 2 represents 3d orbital n = 4, l = 0 represents 4s orbital The order of increasing energy of the orbitals is 3s < 3p < 4s < 3d."
In the Bohrs model of the hydrogen atom, the ratio of the kinetic energy to the total energy of the electron in a quantum state n is:;(a) 1;(b) 2;(c) -1;(d) -2;"(c) -1
Explanation:
As we know, in Bohr model KE of an electron in an orbit = + (\(\frac {1}{2}\)) (\(\frac {e^2}{r_n}\))
Total energy of electron in an orbit = -(\(\frac {e^2}{2r_n}\))
Therefore, \(\frac {(KE)}{(TE)}\) = -1"
Which of the following statements does not form a part of Bohrs model of hydrogen atom?;(a) Energy of the electrons in the orbit is quantised;(b) The electron in the orbit nearest the nucleus has the lowest energy;(c) Electrons revolve in different orbits around the nucleus;(d) The position and velocity of the electrons in the orbit cannot be determined simultaneously;"(d) The position and velocity of the electrons in the orbit cannot be determined simultaneously
Explanation:
The position and velocity of electrons cannot be determined simultaneously does not fit in with the Bohrs model of H atom. It is a part of Heisenbergs uncertainty principle"
Which of the following statements in relation to the hydrogen atom is correct?;(a) 3s orbital is lower in energy than 3p orbital;(b) 3p orbital is lower in energy than 3d orbital;(c) 3s and 3p orbitals are of lower energy than 3d orbital;(d) 3s, 3p and 3d orbitals all have the same energy;"(d) 3s, 3p and 3d orbitals all have the same energy
Explanation:
A hydrogen atom has 1s1 configuration and these its, 3p and 3d orbitals will have same energy wrt 1s orbital."
A sub-shell with n = 6 , l = 2 can accommodate a maximum of;(a) 12 electrons;(b) 36 electrons;(c) 10 electrons;(d) 72 electrons;"(c) 10 electrons
Explanation:
n = 6, ℓ = 2 means 6d → will have 5 orbitals.
Therefore max 10 electrons can be accommodated as each orbital can have maximum of 2 electrons."
