0;1;2;3;4;Answer
Arrange S, O and Se in ascending order of electron affinity;(a) Se < S < O;(b) Se < O < S;(c) S < O < Se;(d) S < Se < O;"(a) Se < S < O
Explanation:
Correct order of electron affinity is Se < S < O. In a group electron affinity decreases with increase in atomic number."
In the modern periodic table , the period indicates the value of:;(a) Atomic Number;(b) Atomic Mass;(c) Principal Quantum Number;(d) Azimuthal Quantum Number;"(c) Principal Quantum Number
Explanation:
The periodic table is a tabular arrangement of the chemical elements, organized on the basis of their atomic number (number of protons in the nucleus), electron configurations, and recurring chemical properties.
The value of the principal quantum number (n) for the outermost shell or the valence shell indicates a period in the Modern periodic table."
The electronic configuration of an element is 1s², 2s² 2p6, 3s² 3p³. What is the atomic number of the element which is just below the above element in the periodic table;(a) 31;(b) 34;(c) 33;(d) 49;"(c) 33
Explanation:
33−1s²2s²2p63s²3p63d104s²4p³"
The reduction in atomic size with increase in atomic number is a characteristic of elements of-;(a) d−block;(b) f−block;(c) Radioactive series;(d) High atomic masses;"(b) f−block
Explanation:
The reduction in atomic size with increase in atomic number is a characteristic of elements of f- block. It is known as lanthanoid contraction and actinoid contraction. This is due to poor shielding of electrons present in f subshell."
The number of elements in the 5th period of the periodic table is;(a) 3;(b) 9;(c) 8;(d) 18;"(d) 18
Explanation:
While filling 5th shell according to Aufbau principle 5s, 5p, 4d filled so 2 + 6 + 10 = 18 electrons or elements are present in 5th shell. Further we start filling the 4d orbital which can take 10 electrons. So in the 4th principal quantum energy states, we can fill 18 electrons. Thus 5th period has 18 elements."
The electronic configuration of halogen is;(a) ns² np6;(b) ns² np3;(c) ns² np5;(d) ns²;"(c) ns² np5
Explanation:
Halogens has 7 electrons in his valance shell (ns²np5)."
Which of the following forms the most stable gaseous negative ion?;(a) F;(b) Cl;(c) Br;(d) I;"(b) Cl
Explanation:
The element which forms the most stable gaseous negative ion is fluorine."
On the Paulings electro negativity scale the element next to F is;(a) N;(b) Cl;(c) O;(d) Ne.;"(c) O
Explanation:
Pauling explained electro negativity as the power of an atom in a molecule to attract electrons towards it. When we analyse the trend in periodic table, we can see that the degree of electro negativity decreases while going down the groups, while it increases across the periods. In the case of a covalent bond, based on the bond energies, Pauling calculated the differences in electro negativity between atoms in the bond and assigned a value of 4 to fluorine, which is the most electro negative element, and others were calculated with respect to that value. Hence, on paulings scale, the element next to fluorine is Oxygen."
The element californium belongs to a family of :;(a) Alkali metal family;(b) Actinide series;(c) Alkaline earth family;(d) Lanthanide series;"(b) Actinide series
Explanation:
Atomic number of californium is 98 and its electronic configuration is
Rn86 7s² 5f10
so it is a f-block element and as it is in 7th period, it is a part of actinide series."
Increasing order of electro negativity is;(a) Bi < P < S < Cl;(b) P < Bi < S < Cl;(c) S < Bi < P < Cl;(d) Cl < S < Bi < P;"(a) Bi < P < S < Cl
Explanation:
Increasing order of electro negativity is Bi < P < S < Cl."
