0;1;2;3;4;Answer
To convert galvanometer into voltmeter one should connect :;(a) high resistance in series with galvanometer;(b) low resistance in series with galvanometer;(c) high resistance in parallel with galvanometer;(d) low resistance in parallel with galvanometer;(a) high resistance in series with galvanometer
A charge q moves in a region, where electric field E and magnetic field B both exist, then force on it is :;(a) \(\vec{F}\) = q(\(\vec{v}\)×\(\vec{B}\));(b) \(\vec{F}\) = q{\(\vec{E}\)×(\(\vec{v}\) × \(\vec{B}\))};(c) \(\vec{F}\) = q(\(\vec{E}\) + (\(\vec{B}\) × \(\vec{v}\));(d) \(\vec{F}\) = q(\(\vec{B}\) + (\(\vec{E}\) ×\(\vec{v}\));(b) \(\vec{F}\) = q{\(\vec{E}\)×(\(\vec{v}\) × \(\vec{B}\))}
Isoclinic lines are the lines joining places with :;(a) equal dip;(b) equal declination;(cj equal dip and declination;(d) None of these;(a) equal dip
The most suitable metal for making permanent magnets is :;(a) iron;(b) steel;(c) copper;(d) aluminium;(a) √2 p
The SI unit of magnetic dipole moment is’;(a) Ampere;(b) Ampere metre²;(c) Tesla;(d) None of these;(b) Ampere metre²
Earth’s magnetism was discovered by:;(a) Gauss;(b) Oersted;(c) Ampere;(d) Gilbert;(d) Gilbert
According to Gauss’s theorem in magnetism, surface integral of magnetic field intensity over a surface (closed or open) is always:;(a) -1;(b) 1;(c) 0;(d) infinity;(c) 0
Tesla is a unit of:;(a) electric flux;(b) magnetic flux;(c) magnetic field;(d) electric field;(c) magnetic field
10 eV electron is circulating in a plane at right angle to a uniform field of magnetic induction 10-1 Wb/m² (1G). The orbital radius of electron is:;(a) 12 cm;(b) 16 cm;(c) 11 cm;(d) 18 cm;(c) 11 cm
A cyclotron can be used to produce high energy:;(a) neutrons;(b) deutrons;(c) β particles;(d) α partifcles;(d) α partifcles
The radius of the trajectory of a charged particle in a uniform magnetic field is proportional to the:;(a) charge on the particle;(b) energy of the particle;(c) momentum of the particle;(d) all the above;(c) momentum of the particle
The force \(\vec{F}\) experienced by a particle of charge q moving with velocity \(\vec{v}\) in a magnetic field \(\vec{B}\) is given by,;(a) \(\vec{F}\) = q(\(\vec{F}\) × \(\vec{B}\));(b) \(\vec{F}\) = q(\(\vec{B}\) × (\(\vec{b}\));(c) \(\vec{F}\) = q(\(\vec{v}\) × (\(\vec{B}\));(d) \(\vec{F}\) = q(\(\vec{v}\) × \(\vec{B}\));(a) \(\vec{F}\) = q(\(\vec{F}\) × \(\vec{B}\))
The torque acting on a magnetic dipole of moment \(\vec{p_m}\) when placed in a magnetic field \(\vec{B}\) is:;(a) pmB;(b) \(\vec{p_m}\) × \(\vec{B}\);(c) \(\vec{p_m}\)\(\vec{B}\);(d) \(\frac{p_m}{B}\);(b) \(\vec{p_m}\) × \(\vec{B}\)
In thomson spectrograph \(\vec{E}\) ⊥ \(\vec{B}\), then velocity of electron beam will be:;(a) |\(\vec{E}\)|/|\(\vec{B}\)|;(b) \(\vec{E}\) × \(\vec{B}\);(c) |\(\vec{B}\)|/|\(\vec{E}\)|;(d) E² / B²;(a) |\(\vec{E}\)|/|\(\vec{B}\)|
