,index,0,1,2,3,4,Answer,Words
10,10.0,"Arrange S, O and Se in ascending order of electron affinity",(a) Se < S < O,(b) Se < O < S,(c) S < O < Se,(d) S < Se < O,"(a) Se < S < O
Explanation:
Correct order of electron affinity is Se < S < O. In a group electron affinity decreases with increase in atomic number.",valence
11,11.0,"In the modern periodic table , the period indicates the value of:",(a) Atomic Number,(b) Atomic Mass,(c) Principal Quantum Number,(d) Azimuthal Quantum Number,"(c) Principal Quantum Number
Explanation:
The periodic table is a tabular arrangement of the chemical elements, organized on the basis of their atomic number (number of protons in the nucleus), electron configurations, and recurring chemical properties.
The value of the principal quantum number (n) for the outermost shell or the valence shell indicates a period in the Modern periodic table.",orbitals
12,12.0,"The electronic configuration of an element is 1s², 2s² 2p6, 3s² 3p³. What is the atomic number of the element which is just below the above element in the periodic table",(a) 31,(b) 34,(c) 33,(d) 49,"(c) 33
Explanation:
33−1s²2s²2p63s²3p63d104s²4p³",energy
13,13.0,The reduction in atomic size with increase in atomic number is a characteristic of elements of-,(a) d−block,(b) f−block,(c) Radioactive series,(d) High atomic masses,"(b) f−block
Explanation:
The reduction in atomic size with increase in atomic number is a characteristic of elements of f- block. It is known as lanthanoid contraction and actinoid contraction. This is due to poor shielding of electrons present in f subshell.",arrangement
14,14.0,The number of elements in the 5th period of the periodic table is,(a) 3,(b) 9,(c) 8,(d) 18,"(d) 18
Explanation:
While filling 5th shell according to Aufbau principle 5s, 5p, 4d filled so 2 + 6 + 10 = 18 electrons or elements are present in 5th shell. Further we start filling the 4d orbital which can take 10 electrons. So in the 4th principal quantum energy states, we can fill 18 electrons. Thus 5th period has 18 elements.",halogen
15,15.0,The electronic configuration of halogen is,(a) ns² np6,(b) ns² np3,(c) ns² np5,(d) ns²,"(c) ns² np5
Explanation:
Halogens has 7 electrons in his valance shell (ns²np5).",high
16,16.0,Which of the following forms the most stable gaseous negative ion?,(a) F,(b) Cl,(c) Br,(d) I,"(b) Cl
Explanation:
The element which forms the most stable gaseous negative ion is fluorine.",though
17,17.0,On the Paulings electro negativity scale the element next to F is,(a) N,(b) Cl,(c) O,(d) Ne.,"(c) O
Explanation:
Pauling explained electro negativity as the power of an atom in a molecule to attract electrons towards it. When we analyse the trend in periodic table, we can see that the degree of electro negativity decreases while going down the groups, while it increases across the periods. In the case of a covalent bond, based on the bond energies, Pauling calculated the differences in electro negativity between atoms in the bond and assigned a value of 4 to fluorine, which is the most electro negative element, and others were calculated with respect to that value. Hence, on paulings scale, the element next to fluorine is Oxygen.",respect
18,18.0,The element californium belongs to a family of :,(a) Alkali metal family,(b) Actinide series,(c) Alkaline earth family,(d) Lanthanide series,"(b) Actinide series
Explanation:
Atomic number of californium is 98 and its electronic configuration is
Rn86 7s² 5f10
so it is a f-block element and as it is in 7th period, it is a part of actinide series.",different
19,19.0,Increasing order of electro negativity is,(a) Bi < P < S < Cl,(b) P < Bi < S < Cl,(c) S < Bi < P < Cl,(d) Cl < S < Bi < P,"(a) Bi < P < S < Cl
Explanation:
Increasing order of electro negativity is Bi < P < S < Cl.",samenexplanationnthe
20,,,,,,,,indicates
21,,,,,,,,actinide
22,,,,,,,,valency
23,,,,,,,,earth
25,,,,,,,,principle
26,,,,,,,,analyse
27,,,,,,,,paulings
28,,,,,,,,snonexplanationncao
29,,,,,,,,value
30,,,,,,,,npnexplanationnhalogens
31,,,,,,,,tabular
34,,,,,,,,initially
35,,,,,,,,element
36,,,,,,,,electronegative
37,,,,,,,,part
38,,,,,,,,ground
39,,,,,,,,chemistry
40,,,,,,,,block
41,,,,,,,,alkaline
42,,,,,,,,towards
43,,,,,,,,trend
45,,,,,,,,decrease
46,,,,,,,,charge
47,,,,,,,,generally
48,,,,,,,,bound
49,,,,,,,,thus
50,,,,,,,,propertiesnthe
51,,,,,,,,ionisation
53,,,,,,,,bond
54,,,,,,,,hence
55,,,,,,,,reduction
56,,,,,,,,quantum
57,,,,,,,,fnso
58,,,,,,,,nexplanationnsspspdsp
59,,,,,,,,lanthanide
60,,,,,,,,remove
61,,,,,,,,period
62,,,,,,,,radioactive
63,,,,,,,,metal
64,,,,,,,,potential
65,,,,,,,,lithium
66,,,,,,,,property
67,,,,,,,,nucleus
68,,,,,,,,shielding
69,,,,,,,,difference
70,,,,,,,,poor
71,,,,,,,,see
72,,,,,,,,negative
73,,,,,,,,across
74,,,,,,,,series
75,,,,,,,,electro
76,,,,,,,,together
77,,,,,,,,fully
78,,,,,,,,correct
79,,,,,,,,oxygen
80,,,,,,,,according
81,,,,,,,,order
82,,,,,,,,calculated
83,,,,,,,,shell
84,,,,,,,,table
85,,,,,,,,based
86,,,,,,,,assigned
87,,,,,,,,organized
88,,,,,,,,nsnp
89,,,,,,,,belong
90,,,,,,,,covalent
91,,,,,,,,belongs
92,,,,,,,,therefore
93,,,,,,,,pauling
94,,,,,,,,placed
95,,,,,,,,californium
96,,,,,,,,isnrn
97,,,,,,,,scale
98,,,,,,,,found
99,,,,,,,,gaseous
100,,,,,,,,acidic
101,,,,,,,,reason
103,,,,,,,,azimuthal
104,,,,,,,,nexplanationntellurium
105,,,,,,,,even
106,,,,,,,,called
107,,,,,,,,sio
108,,,,,,,,amphoteric
109,,,,,,,,along
110,,,,,,,,nnexplanationnthe
111,,,,,,,,aufbau
113,,,,,,,,loosely
114,,,,,,,,character
115,,,,,,,,density
116,,,,,,,,inert
117,,,,,,,,outermost
118,,,,,,,,nature
119,,,,,,,,relationship
120,,,,,,,,blocknexplanationnthe
121,,,,,,,,oxide
122,,,,,,,,dblock
123,,,,,,,,respectively
124,,,,,,,,start
125,,,,,,,,proton
126,,,,,,,,numbernexplanationnthe
127,,,,,,,,principal
128,,,,,,,,attract
129,,,,,,,,onexplanationncorrect
130,,,,,,,,basis
131,,,,,,,,fluorine
132,,,,,,,,electron
133,,,,,,,,atom
134,,,,,,,,going
135,,,,,,,,groupnnumber
138,,,,,,,,nearly
140,,,,,,,,sno
141,,,,,,,,electronegativity
142,,,,,,,,stable
143,,,,,,,,present
144,,,,,,,,clnexplanationnthe
145,,,,,,,,complete
146,,,,,,,,metallic
147,,,,,,,,valance
148,,,,,,,,inner
149,,,,,,,,modern
150,,,,,,,,magnesium
152,,,,,,,,required
153,,,,,,,,blocknexplanationnelements
154,,,,,,,,characternexplanationnthe
155,,,,,,,,pblock
156,,,,,,,,onexplanationnpauling
157,,,,,,,,fblock
158,,,,,,,,due
159,,,,,,,,representativens
160,,,,,,,,electronic
161,,,,,,,,incomplete
162,,,,,,,,family
163,,,,,,,,seriesnexplanationnatomic
164,,,,,,,,fblocknexplanationnthe
165,,,,,,,,ratio
166,,,,,,,,atomic
167,,,,,,,,similar
168,,,,,,,,outer
169,,,,,,,,alkali
170,,,,,,,,isolated
171,,,,,,,,long
173,,,,,,,,periodic
174,,,,,,,,configuration
175,,,,,,,,others
176,,,,,,,,explained
177,,,,,,,,affinity
179,,,,,,,,partly
180,,,,,,,,take
181,,,,,,,,ionization
182,,,,,,,,next
183,,,,,,,,characteristic
184,,,,,,,,known
185,,,,,,,,contraction
186,,,,,,,,number
187,,,,,,,,case
189,,,,,,,,filling
190,,,,,,,,recurring
191,,,,,,,,representative
192,,,,,,,,atoms
194,,,,,,,,nexplanationnwhile
195,,,,,,,,orbital
196,,,,,,,,power
197,,,,,,,,pnphosphorus
198,,,,,,,,form
199,,,,,,,,basic
200,,,,,,,,clnexplanationnincreasing
201,,,,,,,,molecule
202,,,,,,,,gas
204,,,,,,,,chemical
205,,,,,,,,state
206,,,,,,,,degree
207,,,,,,,,weakly
208,,,,,,,,ion
209,,,,,,,,cao
210,,,,,,,,lanthanoid
211,,,,,,,,corresponds
212,,,,,,,,negativity
213,,,,,,,,diagonal
214,,,,,,,,except
215,,,,,,,,increase
217,,,,,,,,following
218,,,,,,,,first
219,,,,,,,,subshell
