,index,0,1,2,3,4,Answer,Words
16,16.0,"Ortho-nitrophenol is less soluble in water than, p- and m- nitrophenols because",(a) o-nitrophenol shows intramolecular H-bonding,(b) o-nitrophenol shows intermolecular H-bonding,(c) melting point of o-nitrophenol is lower than those of m- and p-isomers,(d) o-nitrophenol is more volatile in steam than those of m- and p-isomers,(a) o-nitrophenol shows intramolecular H-bonding,dioxide
17,17.0,The best reagent to convert pent-3-en-2-ol into pent-3-en- 2-one is,(a) acidic permanganate,(b) acidic dichromate,(c) chromic anhydride in glacial acetic acid,(d) pyridiriium chlorochromate,(d) pyridiriium chlorochromate,oxidise
18,18.0,The reaction between phenol and chloroform in the presence of aqueous NaOH is,(a) nucleophilic substitution reaction,(b) electrophilic addition reaction,(c) electrophilic substitution reaction,(d) nucleophilic addition reaction,(b) Acetophenone,naoh
19,19.0,The most suitable reagent for the conversion of RCH2OH → RCHO is,(a) K2Cr2O7,(b) CrO3,(c) KMnO4,(d) PCC,(d) PCC,aqueous
20,20.0,The major product of acid catalysed dehydration of 2-methylcyclohexanol and butan-1-ol are respectively,(a) 1 -methylcyclohexene andbut-1-ene,(b) 2-methylcyclohexene and but-2-ene,(c) 2-methylcyclohexene and butane,(d) 1-methylcyclohexene and but-2-ene,(c) 2-methylpropan-2-ol,show
21,21.0,Tertiary butyl alcohol gives tertiary butyl chlorideon treatment with,(a) Conc HCl/anhydrous ZnCl3,(b) KCN,(c) NaOCl,(d) Cl2,(a) Conc HCl/anhydrous ZnCl3,white
22,22.0,Which of the following alcohol is dehydrated most easily with cone. H2SO4?,(a) p-O2NC6H4CH(OH)CH3,(b) p-ClC6H4CH(OH)CH3,(c) p-CH3OC6H4CH(OH)CH3,(d) C6H5CH(OH)CH3,(c) p-CH3OC6H4CH(OH)CH3,molecular
23,23.0,Conversion of phenol to salicyclic acid and to salicyaldehyde are known as (respectively),(a) Reimer-Tiemann reaction and Kolbe’s reaction,(b) Williamson’s synthesis and Hydrobration-oxidation,(c) Kolbe’s reaction and Williamson’s synthesis,(d) Kolbe’s reaction and Reimer-Tiemann reaction,(d) Kolbe’s reaction and Reimer-Tiemann reaction,oxidised
24,24.0,Which of the following is phenol?,(a) Cresol,(b) Catechol,(c)Benzenol,(d) All of these,(d) All of these,butenc
25,25.0,Benzoquinone is prepared by reaction of phenol with,"(a) Na2Cr2O7, H2SO4","(b) KMnO4, H2SO4","(c) Na2CrO4,HCl","(d) K2MnO4, H2SO4","(a) Na2Cr2O7, H2SO4",determine
26,26.0,The major product obtained on interaction of phenol with sodium hydroxide and carbon dioxide is,(a) benzoic acid,(b) salicyaldehyde,(c) salicylic acid,(d) phthalic acid,(b),catalysed
27,,,,,,,,glacial
28,,,,,,,,treated
29,,,,,,,,melting
30,,,,,,,,water
31,,,,,,,,pcc
32,,,,,,,,byconc
33,,,,,,,,butyl
34,,,,,,,,precipitate
35,,,,,,,,pisomers
36,,,,,,,,rearrangement
37,,,,,,,,cresol
38,,,,,,,,phthalic
39,,,,,,,,formed
40,,,,,,,,compound
41,,,,,,,,methylbuanol
42,,,,,,,,conc
43,,,,,,,,prepared
44,,,,,,,,anhydrous
45,,,,,,,,acid
46,,,,,,,,methylcyclohexene
47,,,,,,,,carbon
48,,,,,,,,anhydride
50,,,,,,,,andbutene
51,,,,,,,,dihydric
52,,,,,,,,salicylic
53,,,,,,,,chchchoh
54,,,,,,,,butane
55,,,,,,,,nacro
56,,,,,,,,addition
57,,,,,,,,benzenol
58,,,,,,,,methylpropanol
59,,,,,,,,excess
60,,,,,,,,soluble
61,,,,,,,,pchochchohch
62,,,,,,,,rcho
63,,,,,,,,happens
64,,,,,,,,chromic
65,,,,,,,,place
66,,,,,,,,none
67,,,,,,,,volatile
68,,,,,,,,mole
69,,,,,,,,primary
70,,,,,,,,butene
71,,,,,,,,methylcyclohexanol
72,,,,,,,,zncl
73,,,,,,,,reaction
74,,,,,,,,another
75,,,,,,,,yellow
76,,,,,,,,order
77,,,,,,,,fastest
78,,,,,,,,aldehyde
79,,,,,,,,hso
80,,,,,,,,presence
81,,,,,,,,electrophilic
82,,,,,,,,dehydration
83,,,,,,,,mnitrobenzoic
84,,,,,,,,faster
85,,,,,,,,penten
86,,,,,,,,acidic
87,,,,,,,,aluminium
88,,,,,,,,convert
89,,,,,,,,kcro
90,,,,,,,,naocl
91,,,,,,,,ethyl
92,,,,,,,,pnitrophenol
93,,,,,,,,unknown
94,,,,,,,,iodide
95,,,,,,,,conversion
96,,,,,,,,chchcho
97,,,,,,,,benzoic
98,,,,,,,,produce
99,,,,,,,,chlorochromate
100,,,,,,,,product
101,,,,,,,,salicyaldehyde
102,,,,,,,,hydroxide
103,,,,,,,,heat
104,,,,,,,,grignard
105,,,,,,,,secondary
106,,,,,,,,medium
107,,,,,,,,respectively
108,,,,,,,,interaction
109,,,,,,,,trinitropheriol
110,,,,,,,,nbutanol
111,,,,,,,,steam
113,,,,,,,,higher
114,,,,,,,,acetate
115,,,,,,,,chlorideon
116,,,,,,,,tertiary
117,,,,,,,,copper
118,,,,,,,,esterification
119,,,,,,,,dehydrated
120,,,,,,,,pentenol
121,,,,,,,,reduced
122,,,,,,,,give
123,,,,,,,,cone
124,,,,,,,,stable
125,,,,,,,,carbocation
126,,,,,,,,mechanism
127,,,,,,,,coloured
128,,,,,,,,easily
129,,,,,,,,decreasing
130,,,,,,,,magnesium
131,,,,,,,,carboxylic
132,,,,,,,,sodium
133,,,,,,,,methylpropene
134,,,,,,,,onitrophenol
135,,,,,,,,nacrohcl
136,,,,,,,,subsequent
137,,,,,,,,lialh
138,,,,,,,,cro
139,,,,,,,,dichromate
140,,,,,,,,tbutanol
141,,,,,,,,chloroform
142,,,,,,,,alkene
143,,,,,,,,suitable
144,,,,,,,,one
145,,,,,,,,formula
146,,,,,,,,may
147,,,,,,,,rchoh
148,,,,,,,,pclchchohch
149,,,,,,,,alkyl
150,,,,,,,,acetic
151,,,,,,,,dimethylbutynaloi
152,,,,,,,,nitrophenols
153,,,,,,,,intermolecular
154,,,,,,,,obromophenol
155,,,,,,,,phenol
156,,,,,,,,williamsons
157,,,,,,,,followed
158,,,,,,,,acetophenone
159,,,,,,,,whose
160,,,,,,,,nucleophilic
161,,,,,,,,propeneol
162,,,,,,,,tatment
164,,,,,,,,butaneol
165,,,,,,,,take
166,,,,,,,,ponchchohch
167,,,,,,,,bromine
168,,,,,,,,dry
169,,,,,,,,benzaldehyde
170,,,,,,,,pyridinium
171,,,,,,,,salicyclic
172,,,,,,,,known
173,,,,,,,,ether
175,,,,,,,,whether
176,,,,,,,,kolbes
178,,,,,,,,acidification
179,,,,,,,,hot
180,,,,,,,,passed
181,,,,,,,,name
182,,,,,,,,best
183,,,,,,,,boiling
184,,,,,,,,kmno
185,,,,,,,,hydrobrationoxidation
186,,,,,,,,methyl
187,,,,,,,,cho
188,,,,,,,,reacts
189,,,,,,,,pentanol
190,,,,,,,,ozonolysis
191,,,,,,,,permanganate
194,,,,,,,,chemical
195,,,,,,,,lower
196,,,,,,,,propanol
197,,,,,,,,intramolecular
199,,,,,,,,single
200,,,,,,,,bromide
201,,,,,,,,tribromophenol
202,,,,,,,,lucas
203,,,,,,,,pyridiriium
204,,,,,,,,methylbutanol
205,,,,,,,,gave
207,,,,,,,,hclanhydrous
208,,,,,,,,point
209,,,,,,,,treatment
210,,,,,,,,butanol
211,,,,,,,,following
212,,,,,,,,bromobenzene
213,,,,,,,,substitution
214,,,,,,,,synthesis
