,index,0,1,2,3,4,Answer,Words
15,15.0,Which of the following reagents are not correctly matched with the reaction?,(a) CH3CH = CHCHO → CH3CH = CHCOOH : Ammoniacal AgNO3,(b) CH3CH = CHCHO → CH3CH = CHCH2OH : H2/Pt,(c) R-COOH → R-CH2CH : NaBH4,(d) CH3CH2COCl → CH3CH2CHO : H2Pd/BaSO4,(d) sodium salt of carboxylic acid,chchcocl
16,16.0,Which among the following is most reactive to give nucleophilic addition?,(a) FCH2CHO,(b) ClCH2CHO,(c) BrCH2CHO,(d) ICH2CHO,(a) FCH2CHO,fehlings
17,17.0,"When propanal reacts with 2-methylpropanal in presence of NaOH, four different products are formed. The reaction is known as",(a) Aldol condensation,(b) Cross aldol condensation,(c) Cannizzaro reaction,(d) HVZ condensation,(c),salt
18,18.0,Which of the following does not answer iodoform test?,(a) n-Butyl alcohol,(b) sec-Butyl alcohol,(c) Acetophenone,(d) Acetaldehyde,(a) n-Butyl alcohol,step
19,19.0,To differentiate between pentan-2-one and penta-3-one a test is carried out. Which of the following is the correct answer?,(a) Pentan-2-one will give silver mirror test,(b) Pentan-2-one will give iodoform test,(c) Pentan-3-one will give iodoform test,(d) None of these,(a),molecular
20,20.0,Which compound is obtained when acetaldehydes are treated with dilute solution of caustic soda?,(a) Sodium acetate,(b) Resinous mass,(c) Aldol,(d) Ethyl acetate,(a),different
21,21.0,Which of the following compound will undergo self aldol condensation in the presence of cold dilute alkali?,(a) CH ≡ C-CHO,(b) CH2 = CHCHO,(c) C6H5CHO,(d) CH3CH2CHO,"(a) X = Acetophenone, Y = m-N itroacetophone",cannizzaro
22,,,,,,,,self
23,,,,,,,,amalgamated
24,,,,,,,,treated
25,,,,,,,,water
26,,,,,,,,toluene
27,,,,,,,,propanone
28,,,,,,,,chloride
29,,,,,,,,hcho
30,,,,,,,,iii
31,,,,,,,,formed
32,,,,,,,,compound
33,,,,,,,,itroacetophone
34,,,,,,,,bonding
35,,,,,,,,conc
36,,,,,,,,prepared
37,,,,,,,,correctly
38,,,,,,,,zinc
39,,,,,,,,rosenmund
40,,,,,,,,acid
41,,,,,,,,mirror
42,,,,,,,,dimethylpropanal
43,,,,,,,,methylpentanal
44,,,,,,,,solution
45,,,,,,,,chcoch
46,,,,,,,,treating
47,,,,,,,,reduction
48,,,,,,,,react
49,,,,,,,,iodoform
50,,,,,,,,cannizzaros
51,,,,,,,,clchcho
52,,,,,,,,chcho
53,,,,,,,,hpt
54,,,,,,,,addition
55,,,,,,,,aldol
56,,,,,,,,ichcho
57,,,,,,,,wolffkishner
58,,,,,,,,wurtz
59,,,,,,,,difference
60,,,,,,,,rchch
61,,,,,,,,test
62,,,,,,,,none
63,,,,,,,,butene
64,,,,,,,,primary
65,,,,,,,,free
66,,,,,,,,reaction
67,,,,,,,,phenylpropanone
68,,,,,,,,correct
69,,,,,,,,order
70,,,,,,,,answer
71,,,,,,,,formaldehyde
72,,,,,,,,hso
73,,,,,,,,aldehyde
74,,,,,,,,hvz
75,,,,,,,,ketone
76,,,,,,,,presence
77,,,,,,,,secbutyl
78,,,,,,,,large
79,,,,,,,,reacted
80,,,,,,,,fchcho
81,,,,,,,,nahso
82,,,,,,,,passing
83,,,,,,,,acidic
84,,,,,,,,undergo
85,,,,,,,,kcro
86,,,,,,,,called
87,,,,,,,,ethyl
88,,,,,,,,ammoniacal
89,,,,,,,,ethanol
90,,,,,,,,radical
91,,,,,,,,matched
92,,,,,,,,brchcho
93,,,,,,,,resinous
94,,,,,,,,ozonide
95,,,,,,,,sulphuric
96,,,,,,,,chchcho
97,,,,,,,,benzoic
98,,,,,,,,produce
99,,,,,,,,product
100,,,,,,,,benedicts
101,,,,,,,,hgso
102,,,,,,,,chchoh
103,,,,,,,,catalyst
104,,,,,,,,secondary
105,,,,,,,,pmethoxybenzaldehyde
106,,,,,,,,oxidation
107,,,,,,,,naco
108,,,,,,,,given
109,,,,,,,,preapred
110,,,,,,,,cold
111,,,,,,,,steam
112,,,,,,,,higher
113,,,,,,,,acetate
114,,,,,,,,tertiary
115,,,,,,,,riemertiemann
116,,,,,,,,nabh
117,,,,,,,,example
118,,,,,,,,give
119,,,,,,,,undergocannizzarros
120,,,,,,,,hcn
121,,,,,,,,nbutyl
122,,,,,,,,ethyne
123,,,,,,,,silver
124,,,,,,,,magnesium
125,,,,,,,,carboxylic
126,,,,,,,,sodium
127,,,,,,,,shown
128,,,,,,,,hcl
129,,,,,,,,propanal
130,,,,,,,,condensation
131,,,,,,,,resonance
132,,,,,,,,benzoyl
133,,,,,,,,grignards
134,,,,,,,,intermolecular
135,,,,,,,,caustic
136,,,,,,,,followed
137,,,,,,,,acetophenone
138,,,,,,,,alkali
139,,,,,,,,rcooh
140,,,,,,,,hpdbaso
141,,,,,,,,nucleophilic
142,,,,,,,,carried
143,,,,,,,,pentanone
144,,,,,,,,electromeric
145,,,,,,,,cross
146,,,,,,,,benzaldehyde
147,,,,,,,,etard
148,,,,,,,,dilute
149,,,,,,,,known
150,,,,,,,,hydrogen
151,,,,,,,,alochol
153,,,,,,,,butanal
154,,,,,,,,methanal
155,,,,,,,,acetaldehyde
156,,,,,,,,chromite
157,,,,,,,,agno
158,,,,,,,,boiling
159,,,,,,,,ethanal
160,,,,,,,,treat
161,,,,,,,,reacts
163,,,,,,,,iodine
164,,,,,,,,butanaloldueto
166,,,,,,,,ccho
167,,,,,,,,chch
169,,,,,,,,benzyl
170,,,,,,,,reactivity
171,,,,,,,,mixture
172,,,,,,,,chcooh
173,,,,,,,,sequence
174,,,,,,,,chmgcl
175,,,,,,,,point
176,,,,,,,,phenyl
177,,,,,,,,butanol
178,,,,,,,,chromyl
179,,,,,,,,following
180,,,,,,,,methylpropanal
181,,,,,,,,electrophilic
