,index,0,1,2,3,4,Answer,Words
11,11.0,What is the concentration of nitrate ions if equal volumes of 0.1 MAgNO3 and 0.1 M NaCl are mixed together,(a) 0.1 M,(b) 0.2 M,(c) 0.05 M,(d) 0.25 M,"(c) 0.05 M
Explanation:
0.1M AgNO3 will react with 0.1M NaCl to form 0.1M NaNO3.
But as the volume doubled, conc. of NO–2
= 0.12
= 0.05 M",atomsn
12,12.0,The number of moles present in 6 gms of carbon is:,(a) 2,(b) 0.5,(c) 5,(d) 1,"(b) 0.5
Explanation:
The molar mass of
12C is 12.0 gmol-1.
NA (Avogadros number = 6.022 × 1023)
12C atoms have a mass of 12.0 g.
Given that: – 6.0 g.
Thus (6.0 g)/ (12.0 gmol-1) = 0.50 mol.",sulphate
13,13.0,Which of the following contains same number of carbon atoms as are in 6.0 g of carbon (C – 12)?,(a) 6.0 g Ethane,(b) 8.0 g Methane,(c) 21.0 g Propane,(d) 28.0 g CO,"(b) 8.0 g Methane
Explanation:
6g carbon
Moles of carbon = (6/12) = 0.5 mol
Number of carbon atoms
= 0.5 × NA =0.5NA (NA is Avogadro number)
6g ethane (C2H6 two atoms of C per mole)
Moles = (6/30) = 0.2 mol
Number of carbon atoms = 0.2 × 2 × NA = 0.4 NA
(Number of carbon atoms = moles of compound × number of C atoms per mol × Avogadro number)
8g methane (CH4)
Moles = (8/16) = 0.5 mol
Number of carbon atoms = 0.5 × 1 × NA = 0.5 NA
21g propane (C3H8)
Moles = (21/44) =0.48 mol
Number of carbon atoms = 0.48 × 3 × NA = 1.44 NA
28g CO
Moles = (28/28) =1 mol
Number of carbon atoms = 1 × 1 × NA = NA",anionnexplanationna
14,14.0,The significant figures in 3400 are,(a) 2,(b) 5,(c) 6,(d) 4,"(b) 5
Explanation:
As we know that all non-zero unit are significant number.",got
15,15.0,A symbol not only represents the name of the element but also represents,(a) Atomic Mass,(b) Atomic Number,(c) Atomicity,(d) Atomic Volume,"(c) Atomicity
Explanation:
Symbol of an element represents the name along with the number of same atoms in room condition, which is its atomicity, of that element.",mass
16,16.0,What is the normality of a 1 M solution of H3PO4,(a) 0.5 N,(b) 1.0 N,(c) 2.0 N,(d) 3.0 N,"(d) 3.0 N
Explanation:
H3PO4 is tribasic
So N = 3M
= 3 × 1 = 3.",oxidise
17,17.0,Which of the following weighs the most?,(a) One g – atom of nitrogen,(b) One mole of water,(c) One mole of sodium,(d) One molecule of H2SO4,(c) One mole of sodium,become
18,18.0,The sulphate of a metal M contains 9.87% of M. This sulphate is isomorphous with ZnSO4.7H2O. The atomic weight of M is,(a) 40.3,(b) 36.3,(c) 24.3,(d) 11.3,"(c) 24.3
Explanation:
As the given sulphate is isomorphous with ZnSO4.7H2O its formula would be MSO4.7H2O.m is the atomic weight of M, molecular weight of MSO4.7H2O
= (m + 32 + 64 + 126) = (m + 222)
Hence % of M= [(m)/ (m+222)] × 100 = 9.87(given)
Or
100 m = (9.87 m + 222 × 9.87)
Or 90.13 m = (222 × 9.87)
Or m = (222 × 9.87)/(90.13)
= 24.3.",gmolnions
19,19.0,The S.I unit of temperature is :,(a) Kelvin,(b) Celsius,(c) Fahrenheit,(d) Centigrade,"(a) Kelvin
Explanation:
The SI unit of temperature is the Kelvin. Although the Celsius temperature scale is also used, it is considered a derived SI unit and is generally used to measure everyday temperatures.",centigrade
20,,,,,,,,lost
21,,,,,,,,molenmoles
22,,,,,,,,molecular
23,,,,,,,,ammonia
24,,,,,,,,different
25,,,,,,,,area
27,,,,,,,,nhclnt
28,,,,,,,,nannumber
29,,,,,,,,othernthe
30,,,,,,,,conmoles
31,,,,,,,,chnmoles
32,,,,,,,,water
33,,,,,,,,nhence
34,,,,,,,,chloride
35,,,,,,,,also
36,,,,,,,,propane
37,,,,,,,,charged
38,,,,,,,,ionsnnow
39,,,,,,,,represents
40,,,,,,,,element
41,,,,,,,,atomicitynexplanationnsymbol
42,,,,,,,,chonexplanationn
43,,,,,,,,would
46,,,,,,,,iodometric
47,,,,,,,,compound
48,,,,,,,,conc
49,,,,,,,,mix
50,,,,,,,,room
51,,,,,,,,normality
52,,,,,,,,electronsnone
53,,,,,,,,moist
54,,,,,,,,measured
55,,,,,,,,generally
56,,,,,,,,doubled
57,,,,,,,,solution
58,,,,,,,,carbon
59,,,,,,,,bond
60,,,,,,,,molenexplanationnmolecular
61,,,,,,,,mnexplanationnm
62,,,,,,,,react
64,,,,,,,,agnoa
65,,,,,,,,weight
66,,,,,,,,weighs
67,,,,,,,,amount
68,,,,,,,,metal
69,,,,,,,,moleculesnso
70,,,,,,,,methanenexplanationng
71,,,,,,,,liberate
72,,,,,,,,happens
73,,,,,,,,cation
74,,,,,,,,something
75,,,,,,,,new
76,,,,,,,,mole
77,,,,,,,,negative
78,,,,,,,,nanonbut
79,,,,,,,,torr
80,,,,,,,,together
81,,,,,,,,smallest
82,,,,,,,,another
83,,,,,,,,oxygen
84,,,,,,,,hso
85,,,,,,,,solidnfinal
86,,,,,,,,anion
87,,,,,,,,nnexplanationnhpo
88,,,,,,,,derived
89,,,,,,,,everyday
90,,,,,,,,electronnthe
91,,,,,,,,volumetrically
92,,,,,,,,pbnexplanationnatom
93,,,,,,,,mixed
94,,,,,,,,avogadro
95,,,,,,,,equivalent
96,,,,,,,,measure
97,,,,,,,,scale
100,,,,,,,,called
101,,,,,,,,nitrogen
102,,,,,,,,temperature
103,,,,,,,,ethane
104,,,,,,,,know
105,,,,,,,,gmol
106,,,,,,,,radical
107,,,,,,,,ofnc
108,,,,,,,,along
109,,,,,,,,kgm
110,,,,,,,,msohom
111,,,,,,,,iodide
112,,,,,,,,nvalency
113,,,,,,,,mnexplanationn
114,,,,,,,,empirical
115,,,,,,,,organic
116,,,,,,,,znsoho
117,,,,,,,,oxidation
118,,,,,,,,ionic
119,,,,,,,,start
120,,,,,,,,given
121,,,,,,,,slightly
122,,,,,,,,ionsn
123,,,,,,,,nang
124,,,,,,,,considered
125,,,,,,,,kelvin
127,,,,,,,,figure
128,,,,,,,,final
129,,,,,,,,non
130,,,,,,,,mol
131,,,,,,,,electron
132,,,,,,,,atom
133,,,,,,,,molar
135,,,,,,,,gnthus
136,,,,,,,,cannot
137,,,,,,,,exact
138,,,,,,,,hyponi
139,,,,,,,,magno
140,,,,,,,,isomorphous
141,,,,,,,,msohon
142,,,,,,,,give
143,,,,,,,,using
144,,,,,,,,significant
145,,,,,,,,present
147,,,,,,,,nexplanationnthe
148,,,,,,,,nexplanationnas
149,,,,,,,,sodium
150,,,,,,,,celsius
151,,,,,,,,hcl
152,,,,,,,,calcium
153,,,,,,,,mlnexplanationnnh
154,,,,,,,,symbol
155,,,,,,,,bar
156,,,,,,,,methane
157,,,,,,,,although
158,,,,,,,,making
159,,,,,,,,equal
160,,,,,,,,two
161,,,,,,,,one
162,,,,,,,,formula
163,,,,,,,,chargenthis
164,,,,,,,,atomic
165,,,,,,,,valencyn
166,,,,,,,,similar
167,,,,,,,,force
168,,,,,,,,kelvinnexplanationnthe
169,,,,,,,,volume
170,,,,,,,,nanoanbut
171,,,,,,,,tribasicnso
172,,,,,,,,oxidize
173,,,,,,,,nonzero
174,,,,,,,,gngiven
175,,,,,,,,becomes
177,,,,,,,,cacl
178,,,,,,,,lowest
179,,,,,,,,take
180,,,,,,,,particle
181,,,,,,,,gmolnna
182,,,,,,,,formsntwo
183,,,,,,,,numberng
184,,,,,,,,kgmnexplanationnpressure
185,,,,,,,,greater
186,,,,,,,,number
188,,,,,,,,attracted
189,,,,,,,,hydrogen
190,,,,,,,,positive
191,,,,,,,,contains
192,,,,,,,,carbonnmoles
193,,,,,,,,molnnumber
194,,,,,,,,inpb
196,,,,,,,,agno
197,,,,,,,,pressure
198,,,,,,,,nacl
199,,,,,,,,name
200,,,,,,,,atomicity
201,,,,,,,,three
202,,,,,,,,reacting
204,,,,,,,,avogadros
205,,,,,,,,form
206,,,,,,,,cho
207,,,,,,,,molecule
208,,,,,,,,highest
209,,,,,,,,gas
210,,,,,,,,unit
211,,,,,,,,total
214,,,,,,,,analysis
215,,,,,,,,givennorn
216,,,,,,,,condition
217,,,,,,,,fahrenheit
219,,,,,,,,state
220,,,,,,,,ion
221,,,,,,,,gave
222,,,,,,,,whenever
223,,,,,,,,cacln
224,,,,,,,,hpo
225,,,,,,,,elemental
226,,,,,,,,concentration
228,,,,,,,,following
