,index,0,1,2,3,4,Answer,Words
31,,,,,,,,vulcanised
32,,,,,,,,amide
33,,,,,,,,ethylene
34,,,,,,,,like
35,,,,,,,,prepared
36,,,,,,,,galvanisation
37,,,,,,,,der
38,,,,,,,,acid
39,,,,,,,,zieglernatta
40,,,,,,,,unsaturated
41,,,,,,,,neoprene
42,,,,,,,,trisaccharide
43,,,,,,,,terephthalate
44,,,,,,,,polybutadiene
45,,,,,,,,salicylic
46,,,,,,,,bond
47,,,,,,,,etalticl
48,,,,,,,,increasing
49,,,,,,,,bunas
50,,,,,,,,act
51,,,,,,,,solvent
52,,,,,,,,polypropene
53,,,,,,,,polystyrene
54,,,,,,,,bunan
55,,,,,,,,set
56,,,,,,,,addition
57,,,,,,,,rbutadiene
58,,,,,,,,soluble
59,,,,,,,,sulphonation
60,,,,,,,,property
61,,,,,,,,short
62,,,,,,,,crosslinkages
63,,,,,,,,occuring
64,,,,,,,,linkage
65,,,,,,,,together
66,,,,,,,,etalptcl
67,,,,,,,,free
68,,,,,,,,rubber
69,,,,,,,,pure
70,,,,,,,,order
71,,,,,,,,polymer
72,,,,,,,,dimethyl
73,,,,,,,,elastomer
74,,,,,,,,vinylic
75,,,,,,,,inhibitor
76,,,,,,,,presence
77,,,,,,,,coiled
78,,,,,,,,soft
79,,,,,,,,hexamethylenediamine
80,,,,,,,,radical
81,,,,,,,,porous
83,,,,,,,,polymerisation
84,,,,,,,,benzoic
85,,,,,,,,pvc
86,,,,,,,,product
87,,,,,,,,polyvinyls
88,,,,,,,,diene
89,,,,,,,,polypropylene
90,,,,,,,,acrilan
91,,,,,,,,chain
92,,,,,,,,monosaccharide
93,,,,,,,,catalyst
94,,,,,,,,terylene
95,,,,,,,,anaturally
96,,,,,,,,caprolactam
97,,,,,,,,polyethylene
98,,,,,,,,ureaformaldehyde
99,,,,,,,,bakelite
100,,,,,,,,crosslinked
101,,,,,,,,homopolymer
102,,,,,,,,waals
103,,,,,,,,glycol
104,,,,,,,,stored
105,,,,,,,,involve
106,,,,,,,,example
107,,,,,,,,using
108,,,,,,,,polysaccharide
109,,,,,,,,vulcanisation
110,,,,,,,,polyester
111,,,,,,,,weak
112,,,,,,,,sodium
113,,,,,,,,structure
114,,,,,,,,site
115,,,,,,,,adipic
116,,,,,,,,condensation
117,,,,,,,,animal
118,,,,,,,,dimethylbufadiene
119,,,,,,,,polyacrylnitrfle
120,,,,,,,,phenol
121,,,,,,,,van
122,,,,,,,,force
123,,,,,,,,copolymer
124,,,,,,,,impurity
125,,,,,,,,double
126,,,,,,,,butadienestyrene
127,,,,,,,,known
128,,,,,,,,contains
129,,,,,,,,chlorobutene
130,,,,,,,,formation
131,,,,,,,,teflon
132,,,,,,,,chlorobuta
133,,,,,,,,polythene
134,,,,,,,,methyl
135,,,,,,,,function
136,,,,,,,,unit
137,,,,,,,,polyesters
138,,,,,,,,intenqolecular
139,,,,,,,,homopolymers
140,,,,,,,,monomer
141,,,,,,,,mealticl
142,,,,,,,,fibrous
143,,,,,,,,sulphur
144,,,,,,,,impure
145,,,,,,,,fibre
146,,,,,,,,terephthalic
147,,,,,,,,following
148,,,,,,,,result
