,index,0,1,2,3,4,Answer,Words
16,16.0,Which of the following crystals does not exhibit Frenkel defect?,(a) AgBr,(b) AgCl,(c) KBr,(d) ZnS,(c) KBr,salt
17,17.0,What type of stoichiometric defect is shown by ZnS?,(a) Schottky defect,(b) Frenkel defect,(c) Both Frenkel and Schottky defects,(d) Non-stoichiometric defect,(b) Frenkel defect,show
18,18.0,Silver halides generally show,(a) Schottky defect,(b) Frenkel defect,(c) Both Frenkel and Schottky defects,(d) cation excess defect,(c) Both Frenkel and Schottky defects,bacl
19,19.0,Which of the following will have metal deficiency defect?,(a) NaCl,(b) FeO,(c) KCl,(d) ZnO,(b) FeO,arrangement
20,20.0,In which pair most efficient packing is present?,(a) hep and bcc,(b) hep and ccp,(c) bcc and ccp,(d) bcc and simple cubic cell,(b) hep and ccp,cscl
21,21.0,What is the effect of Frenkel defect on the density of ionic solids?,(a) The density of the crystal increases,(b) The density of the crystal decreases,(c) The density of the crystal remains unchanged,(d) There is no relationship between density of a crystal and defect present in it,(c) The density of the crystal remains unchanged,eight
22,22.0,In a Schottky defect,(a) an ion moves to interstitial position between the lattice points,(b) electrons are trapped in a lattice site,(c) some lattice sites are vacant,(d) some extra cations are present in interstitial space,(c) some lattice sites are vacant,gallium
23,23.0,"To get n-type of semiconductor, germanium should be doped with",(a) gallium,(b) arsenic,(c) aluminium,(d) boron,(b) arsenic,made
24,24.0,p-type semiconductors are formed When Si or Ge are doped with,(a) group 14 elements,(b) group 15 elements,(c) group 13 elements,(d)group 18 elements,(c) group 13 elements,applying
25,25.0,Which of the following conditions favours the existence of a substance in the solid state?,(a) High temperature,(b) Low temperature,(c) High thermal energy,(d) Weak cohesive forces,(b) Low temperature,high
27,,,,,,,,edge
28,,,,,,,,semiconductor
29,,,,,,,,chloride
30,,,,,,,,coordination
31,,,,,,,,crystal
32,,,,,,,,tetrahedral
33,,,,,,,,sulphide
35,,,,,,,,boron
36,,,,,,,,half
37,,,,,,,,element
38,,,,,,,,fluoride
39,,,,,,,,accommodated
40,,,,,,,,length
42,,,,,,,,magnetite
43,,,,,,,,formed
44,,,,,,,,simple
45,,,,,,,,hep
46,,,,,,,,common
47,,,,,,,,decrease
48,,,,,,,,zinc
49,,,,,,,,generally
50,,,,,,,,octahedral
51,,,,,,,,bcc
52,,,,,,,,position
53,,,,,,,,fee
54,,,,,,,,fraction
55,,,,,,,,metal
56,,,,,,,,void
57,,,,,,,,kbr
58,,,,,,,,excess
59,,,,,,,,lithium
60,,,,,,,,defect
61,,,,,,,,existence
62,,,,,,,,difference
63,,,,,,,,neither
64,,,,,,,,cation
65,,,,,,,,exhibit
66,,,,,,,,vacant
67,,,,,,,,germanium
68,,,,,,,,surrounding
69,,,,,,,,anti
70,,,,,,,,trapped
71,,,,,,,,order
73,,,,,,,,anion
74,,,,,,,,large
75,,,,,,,,zns
76,,,,,,,,aluminium
77,,,,,,,,converted
78,,,,,,,,radius
79,,,,,,,,temperature
81,,,,,,,,solid
83,,,,,,,,occupied
84,,,,,,,,effect
85,,,,,,,,typecrystal
86,,,,,,,,schottky
87,,,,,,,,density
88,,,,,,,,feo
89,,,,,,,,relationship
90,,,,,,,,crystallises
91,,,,,,,,ionic
92,,,,,,,,doped
93,,,,,,,,noncrystalline
94,,,,,,,,diamond
95,,,,,,,,deficiency
96,,,,,,,,agbr
97,,,,,,,,graphite
98,,,,,,,,frenkel
99,,,,,,,,mol
100,,,,,,,,electron
101,,,,,,,,atom
102,,,,,,,,cohesive
103,,,,,,,,type
104,,,,,,,,molar
105,,,,,,,,cannot
106,,,,,,,,example
107,,,,,,,,extra
108,,,,,,,,blende
110,,,,,,,,halide
111,,,,,,,,present
112,,,,,,,,packing
113,,,,,,,,weak
114,,,,,,,,sodium
115,,,,,,,,structure
116,,,,,,,,shown
117,,,,,,,,site
118,,,,,,,,efficient
119,,,,,,,,pair
120,,,,,,,,fluorite
121,,,,,,,,equal
122,,,,,,,,one
123,,,,,,,,atomic
124,,,,,,,,nonstoichiometric
125,,,,,,,,force
126,,,,,,,,volume
127,,,,,,,,spinel
128,,,,,,,,cubic
129,,,,,,,,ntype
130,,,,,,,,space
131,,,,,,,,get
132,,,,,,,,interstitial
133,,,,,,,,glass
134,,,,,,,,chromium
135,,,,,,,,halids
136,,,,,,,,number
137,,,,,,,,zno
139,,,,,,,,almost
140,,,,,,,,normal
141,,,,,,,,amorphous
142,,,,,,,,favour
143,,,,,,,,pressure
144,,,,,,,,nacl
145,,,,,,,,stoichiometric
146,,,,,,,,agcl
147,,,,,,,,surrounded
148,,,,,,,,unit
149,,,,,,,,total
150,,,,,,,,cell
151,,,,,,,,cube
152,,,,,,,,condition
153,,,,,,,,state
154,,,,,,,,occupy
155,,,,,,,,ion
156,,,,,,,,kcl
157,,,,,,,,increase
158,,,,,,,,six
159,,,,,,,,distance
160,,,,,,,,point
161,,,,,,,,move
162,,,,,,,,following
163,,,,,,,,inverse
164,,,,,,,,low
