,index,0,1,2,3,4,Answer,Words
14,14.0,Which of the following isomers will give white precipitate with BaCl2 solution?,(a) [CO(NH3)5SO4]Br,(b) [CO(NH3)5Br]SO4,(c) [CO(NH3)4(SO4)2]Br,(d) [CO(NH3)4(SO4)],(c) [CO(NH3)4(SO4)2]Br,undergoes
15,15.0,|Pt(NH3)4| |CuCl4| and |Cu(NH3)4||PtCl4| are known as,(a) ionisation isomers.,(b) coordination isomers,(c) linkage isomers,(d) polymerisation isomers,(b) coordination isomers,coencl
16,16.0,The name of the linkage isomer of |C0(NH3)5NO2|Cl2 will be,(a) pentaammonotrocobalt (II) chloride,(b) pentaaminenitrochloridecobaltate (III),(c) pentaamminenitritocobalt (III) chloride,(d) pentanitrosoamminechlorocobaltate(III),(c) pentaamminenitritocobalt (III) chloride,valency
17,17.0,Which of the following complex species is not expected to exhibit optical isomerism?,(a) [Co(en) (NH3)2Cl2]+,(b) [Co(en)3]3+,(c)[Co(en)2Cl2],(d) [Co(NH3)3Cl3],(d) [Co(NH3)3Cl3],neutral
18,18.0,Which of the following compounds exhibits linkage isomerism?,(a) [Co(en)3]Cl3,(b) [Co(NH3)6] [Cr(en)3],(c) [Co(en)2(NO2)CI]Br,(d) [Co(NH3)5CI]Br2,(c) [Co(en)2(NO2)CI]Br,lonisable
19,19.0,Which of the following will not show geometrical isomerism?,(a) [Cr(NH3)4Cl2]Cl,(b) [Co(en)2Cl2]Cl,(c) [(Co(NH3)5NO2]Cl2,(d) [Pt(NH3)2Cl2],(c) (Co(NH3)5NO2]Cl2,chelate
20,20.0,Which of the following shows maximum number of isomers?,(a) [Cr(NH3)4Cl2],(b) [Ni(en)NH3]2+,(c) [Ni(C2O4] (en)2]2+,(d) [Cr(SCN)2(NH3)4]+,(d) [Cr(SCN)2(NH3)4]+,ligand
21,21.0,"For the square planar complex |Mabcd| where M is the central atom and a, b. c, d are monodentate ligands, the number of possible geometrical isomers are",(a) 1,(b) 2,(c) 3,(d) 4,(c) 3,chloride
22,22.0,The hybridisation involved in [Co(C2O4)3]3- is,(a) sp3d2,(b) sp3d3,(c) dsp3,(d) d2sp3,(d) d2sp3,coordination
23,,,,,,,,tetrahedral
24,,,,,,,,pentanitrosoamminechlorocobaltateiii
25,,,,,,,,dsp
26,,,,,,,,precipitate
27,,,,,,,,tetradentate
28,,,,,,,,iii
29,,,,,,,,nhcl
30,,,,,,,,cnhnocl
31,,,,,,,,compound
32,,,,,,,,monodentate
33,,,,,,,,zinc
34,,,,,,,,acid
35,,,,,,,,solution
36,,,,,,,,tetraaminechloronitroplatinum
37,,,,,,,,ionisation
38,,,,,,,,act
39,,,,,,,,chelation
40,,,,,,,,base
41,,,,,,,,square
42,,,,,,,,geometry
43,,,,,,,,metal
44,,,,,,,,pentacyanonitrosylferrate
45,,,,,,,,unpaired
46,,,,,,,,maximum
47,,,,,,,,neither
48,,,,,,,,hybridisatiort
49,,,,,,,,amine
50,,,,,,,,exhibit
51,,,,,,,,scn
52,,,,,,,,primary
53,,,,,,,,iupac
55,,,,,,,,isothicocyanatezinc
56,,,,,,,,linkage
57,,,,,,,,nico
58,,,,,,,,diamine
59,,,,,,,,correct
60,,,,,,,,pentaamminenitritocobalt
61,,,,,,,,clso
62,,,,,,,,isothicoyanato
63,,,,,,,,werners
64,,,,,,,,pentaaminenitrochloridecobaltate
65,,,,,,,,coo
66,,,,,,,,nitritopentacyanoferrate
67,,,,,,,,cunhptcl
68,,,,,,,,ethene
70,,,,,,,,ono
71,,,,,,,,dien
72,,,,,,,,polymerisation
73,,,,,,,,secondary
74,,,,,,,,conhnocl
75,,,,,,,,oxidation
76,,,,,,,,isothiocyanatopenta
77,,,,,,,,aan
78,,,,,,,,complex
79,,,,,,,,acetate
80,,,,,,,,electron
81,,,,,,,,nchchnh
82,,,,,,,,atom
84,,,,,,,,possible
85,,,,,,,,specie
86,,,,,,,,give
87,,,,,,,,hybridisation
88,,,,,,,,isa
89,,,,,,,,pentadentate
90,,,,,,,,isomerism
91,,,,,,,,ammonium
92,,,,,,,,lone
93,,,,,,,,tridentate
94,,,,,,,,crnhncszncl
95,,,,,,,,pair
96,,,,,,,,spd
97,,,,,,,,one
98,,,,,,,,two
99,,,,,,,,cyanide
100,,,,,,,,potassium
101,,,,,,,,formula
102,,,,,,,,geometrical
103,,,,,,,,chloridechromate
105,,,,,,,,involved
106,,,,,,,,planar
107,,,,,,,,oxalate
108,,,,,,,,double
109,,,,,,,,isothiocyanato
110,,,,,,,,delectrons
111,,,,,,,,liquid
112,,,,,,,,hybndisation
113,,,,,,,,chromium
114,,,,,,,,known
115,,,,,,,,dmg
116,,,,,,,,cucl
117,,,,,,,,number
118,,,,,,,,chromate
119,,,,,,,,kfecnno
120,,,,,,,,name
121,,,,,,,,pentaammonotrocobalt
122,,,,,,,,form
123,,,,,,,,nickel
124,,,,,,,,gas
126,,,,,,,,mabcd
127,,,,,,,,isable
128,,,,,,,,state
130,,,,,,,,ion
131,,,,,,,,theory
132,,,,,,,,expected
133,,,,,,,,pentacyanonitroferrate
134,,,,,,,,ionisable
136,,,,,,,,tetrachlorozincate
137,,,,,,,,isomer
138,,,,,,,,nitritepentacynanoiron
139,,,,,,,,following
140,,,,,,,,good
