,index,0,1,2,3,4,Answer,Words
12,12.0,The enthalpies of combustion of carbon and carbon monoxide are -393.5 and -283.0 kJ mol-1 respectively. The enthalpy of formation of carbon monoxide is:,(a) -676 kJ,(b) 110.5 kJ,(c) -110.5 kJ,(d) 676.5 kJ,"(c) -110.5 kJ
Explanation:
C(s) + O2 à CO2 ∆H1 = -393.5
CO + (\(\frac {1}{2}\)) O2 à CO2 ∆H2 = -283.0
C(s) + (\(\frac {1}{2}\)) O2 à CO ∆H = ∆H1 – ∆H2
= -393.5 + 283 = -110.5 KJ",caon
13,13.0,The amount of the heat released when 20 ml 0.5 M NaOH is mixed with 100 ml 0.1 M HCl is x kJ. The heat of neutralization is,(a) -100 × kJ/mol,(b) -50 × kJ/mol,(c) 100 × KJ/mol,(d) 50 × kJ/mol,"(a) -100 × kJ/mol
Explanation:
Normality of NaOH = Molarity × acidity
= 0.5 × 1 = 0.5 N
Total heat q produced = x kJ
Heat of neutralisation
= [(q)/ (Volume of acid or base)] ×1000× (1/normality of acid or base)
= (\(\frac {x}{20}\)) × 1000 × (\(\frac {1}{0.5}\))
= 100 x kJmol-1
Since heat is liberated, heat of neutralisation = −100 x kJmol-1",naoh
14,14.0,"Based on the first law of thermodynamics, which one of the following is correct?","(a) For an isothermal process, q = +w","(b) For an isochoric process, ΔU = -q","(c) For an adiabatic process, ΔU = -w","(d) For a cyclic process, q = -w","(d) For a cyclic process, q = -w
Explanation:
(1) ΔU = q + w. For an isochoric process, w = −PΔV = 0. Hence, ΔU = qv
(2) For an adiabatic process, q = 0. Hence, ΔU = w
(3 ) For an isothermal process, ΔU = 0 Hence, q = −w
(4) For a cyclic process , ΔU = 0. Hence, q = −w",vapour
15,15.0,A system absorb 10 kJ of heat at constant volume and its temperature rises from 270°C to 370°C. The value of ∆ U is,(a) 100 kJ,(b) 10 kJ,(c) 0 kJ,(d) 1 kJ,"(b) 10 kJ
Explanation:
At constant volume w = 0
Therefore, ∆ U = q = 10 kJ",kjn
16,16.0,The temperature of the system decreases in an ______.,(a) Adiabatic Compression,(b) Isothermal Expansion,(c) Isothermal Compression,(d) Adiabatic Expansion,"(d) Adiabatic Expansion
Explanation:
In adiabatic process heat is neither added nor removed from system. So the work done by the system (expansion) in adiabatic process will result in decrease of internal energy of that system (from first law).
As internal energy is directly proportional to the change in temperature there will be temperature drop in an adiabatic process.",method
17,17.0,Which of the following salts will have maximum cooling effect when 0.5 mole of the salt is dissolved in same amount of water. Integral heat of solution at 298 K is given for each salt?,(a) KNO3 (∆H = 35.4 kJ mol-1),(b) NaCl (∆H = 5.35 kJ mol-1),(c) HBr (∆H = -83.3 kJ mol-1),(d) KOH ( ∆H = -55.6 kJ mol-1),"(a) KNO3 (∆H = 35.4 kJ mol-1)
Explanation:
More the heat absorbed, more will be the cooling effect. Hence, more the positive value of ∆ H, more the cooling effect.",energy
18,18.0,Standard enthalpy of vapourisation ΔHvap for water at 100oC is 40.66 kJmol-1. The internal energy of vapourisation of water at 100°C (in kJmol-1) is (Assume water vapour to behave like an ideal gas),(a) 43.76,(b) 40.66,(c) 37.56,(d) -43.76,"(c) 37.56
Explanation:
For gaseous reactants and products, we have a relation between standard enthalpy of vaporization (ΔHvap) and standard internal energy (ΔE) as-
ΔHvap = ΔE+ Δng​ RT whereas,
Δng = n2​ − n1, i.e., difference between no. of moles of reactant and product.
For vaporization of water,
H2O (l) → H2O(g)
​Therefore, Δng = 1 − 0 = 1
Therefore, ΔHvap = ΔE+ Δng RT
⇒ ΔE = ΔHvap − Δng
​RT = 40.63 − (1×8.314×10-3 × 373) = 37.53 KJ/mol
Hence the value ΔE for this process will be 37.53KJ/mol.",behavior
19,,,,,,,,show
20,,,,,,,,snor
21,,,,,,,,molecular
23,,,,,,,,dissolution
24,,,,,,,,salt
25,,,,,,,,proportional
26,,,,,,,,naphthalene
27,,,,,,,,expanded
28,,,,,,,,occurs
29,,,,,,,,frac
30,,,,,,,,area
31,,,,,,,,qvn
32,,,,,,,,wnexplanationn
33,,,,,,,,minus
34,,,,,,,,kjmolnsince
37,,,,,,,,requires
38,,,,,,,,melting
39,,,,,,,,water
40,,,,,,,,lawnas
41,,,,,,,,limiting
42,,,,,,,,also
44,,,,,,,,value
45,,,,,,,,combustion
47,,,,,,,,liberated
48,,,,,,,,combine
49,,,,,,,,element
51,,,,,,,,absolute
52,,,,,,,,nexplanationnequilibriumntherefore
53,,,,,,,,kjntherefore
54,,,,,,,,graph
57,,,,,,,,cyclic
59,,,,,,,,absorbs
60,,,,,,,,use
61,,,,,,,,however
62,,,,,,,,like
63,,,,,,,,mercury
64,,,,,,,,definition
65,,,,,,,,decrease
66,,,,,,,,normality
67,,,,,,,,expansionnexplanationnin
68,,,,,,,,hvap
69,,,,,,,,acid
70,,,,,,,,phase
71,,,,,,,,solution
72,,,,,,,,provides
73,,,,,,,,automatically
74,,,,,,,,carbon
75,,,,,,,,hence
77,,,,,,,,bond
78,,,,,,,,kcalnfor
79,,,,,,,,kcalnexplanationnn
80,,,,,,,,rtn
81,,,,,,,,vapourisation
83,,,,,,,,atm
84,,,,,,,,base
86,,,,,,,,amount
87,,,,,,,,entropy
88,,,,,,,,property
89,,,,,,,,difference
90,,,,,,,,maximum
91,,,,,,,,whereasnng
92,,,,,,,,neither
94,,,,,,,,dissolved
95,,,,,,,,mole
96,,,,,,,,tsng
97,,,,,,,,negative
100,,,,,,,,free
101,,,,,,,,reaction
102,,,,,,,,account
103,,,,,,,,correct
104,,,,,,,,ngnubrt
105,,,,,,,,observed
106,,,,,,,,concerned
107,,,,,,,,gibbs
108,,,,,,,,isothermal
110,,,,,,,,important
111,,,,,,,,produced
114,,,,,,,,work
115,,,,,,,,pext
116,,,,,,,,mixed
117,,,,,,,,approxn
118,,,,,,,,measure
119,,,,,,,,scale
120,,,,,,,,entropynexplanationnthe
121,,,,,,,,gaseous
122,,,,,,,,vaporization
124,,,,,,,,approach
125,,,,,,,,constant
126,,,,,,,,removed
127,,,,,,,,thermodynamics
128,,,,,,,,temperature
129,,,,,,,,describes
130,,,,,,,,nitrogen
131,,,,,,,,called
132,,,,,,,,surroundings
133,,,,,,,,effect
134,,,,,,,,reversible
135,,,,,,,,cacn
136,,,,,,,,product
137,,,,,,,,rise
138,,,,,,,,external
139,,,,,,,,nub
140,,,,,,,,heat
141,,,,,,,,ideal
142,,,,,,,,approximately
143,,,,,,,,compression
144,,,,,,,,isochoric
145,,,,,,,,nfor
146,,,,,,,,respectively
147,,,,,,,,hbr
149,,,,,,,,given
150,,,,,,,,directly
151,,,,,,,,giving
152,,,,,,,,diamond
153,,,,,,,,koh
154,,,,,,,,thermodynamic
156,,,,,,,,molarity
157,,,,,,,,mol
158,,,,,,,,sublimation
159,,,,,,,,expansion
160,,,,,,,,behave
161,,,,,,,,molar
163,,,,,,,,possible
164,,,,,,,,calculation
165,,,,,,,,specie
166,,,,,,,,without
168,,,,,,,,kno
169,,,,,,,,kjnheat
170,,,,,,,,completeness
171,,,,,,,,spontaneous
172,,,,,,,,pvnexplanationnwork
173,,,,,,,,often
174,,,,,,,,productnfor
175,,,,,,,,helmholtz
176,,,,,,,,qrev
178,,,,,,,,required
179,,,,,,,,hcl
180,,,,,,,,kjnexplanationne
181,,,,,,,,molknexplanationns
182,,,,,,,,due
183,,,,,,,,condensation
184,,,,,,,,relation
185,,,,,,,,adiabatic
186,,,,,,,,law
187,,,,,,,,nco
188,,,,,,,,zero
189,,,,,,,,equal
190,,,,,,,,change
191,,,,,,,,two
192,,,,,,,,weightn
193,,,,,,,,one
194,,,,,,,,absorbed
195,,,,,,,,direction
196,,,,,,,,ngub
197,,,,,,,,clnexplanationnthis
198,,,,,,,,assume
199,,,,,,,,released
200,,,,,,,,piston
201,,,,,,,,volume
202,,,,,,,,randomnessdisorderliness
203,,,,,,,,ice
204,,,,,,,,kcalmol
205,,,,,,,,kca
206,,,,,,,,randomness
207,,,,,,,,kjmol
208,,,,,,,,integral
209,,,,,,,,molk
210,,,,,,,,chlorine
211,,,,,,,,tell
212,,,,,,,,vaporisation
213,,,,,,,,nntotal
214,,,,,,,,bromine
216,,,,,,,,ntherefore
218,,,,,,,,liquid
219,,,,,,,,kjnexplanationnat
220,,,,,,,,done
221,,,,,,,,kcal
222,,,,,,,,greater
223,,,,,,,,hydrogen
225,,,,,,,,make
226,,,,,,,,positive
228,,,,,,,,drop
229,,,,,,,,asnhvap
230,,,,,,,,honubtherefore
231,,,,,,,,evaluate
233,,,,,,,,pressure
234,,,,,,,,formation
235,,,,,,,,energynexplanationngibbs
236,,,,,,,,nacl
237,,,,,,,,boiling
238,,,,,,,,performs
239,,,,,,,,neutralisation
240,,,,,,,,cac
241,,,,,,,,sum
242,,,,,,,,input
243,,,,,,,,basen
244,,,,,,,,molecule
245,,,,,,,,highest
246,,,,,,,,function
247,,,,,,,,gas
250,,,,,,,,standard
251,,,,,,,,chemical
253,,,,,,,,neutralisationn
254,,,,,,,,enthalpy
255,,,,,,,,condition
256,,,,,,,,gasnexplanationnthe
257,,,,,,,,single
258,,,,,,,,absorb
259,,,,,,,,cao
260,,,,,,,,increase
261,,,,,,,,kjnexplanationnc
262,,,,,,,,system
264,,,,,,,,true
265,,,,,,,,kjnexplanationnw
266,,,,,,,,point
267,,,,,,,,process
268,,,,,,,,neutralization
269,,,,,,,,pressurenif
270,,,,,,,,acidityn
271,,,,,,,,result
272,,,,,,,,waternho
273,,,,,,,,nexplanationnfor
274,,,,,,,,molnexplanationnmore
275,,,,,,,,nexplanationncc
276,,,,,,,,cooling
277,,,,,,,,following
279,,,,,,,,kjmolnexplanationnnormality
280,,,,,,,,first
281,,,,,,,,occur
