,index,0,1,2,3,4,Answer,Words
46,,,,,,,,powdered
47,,,,,,,,mercury
48,,,,,,,,reduces
49,,,,,,,,zinc
50,,,,,,,,siderite
51,,,,,,,,casio
52,,,,,,,,carbon
53,,,,,,,,act
54,,,,,,,,undergoing
55,,,,,,,,reduction
56,,,,,,,,palmitic
57,,,,,,,,solvent
58,,,,,,,,malachite
59,,,,,,,,fecro
60,,,,,,,,remove
61,,,,,,,,adding
62,,,,,,,,stabiliser
63,,,,,,,,metal
64,,,,,,,,cinnabar
65,,,,,,,,soluble
66,,,,,,,,excess
68,,,,,,,,none
69,,,,,,,,unwanted
70,,,,,,,,material
71,,,,,,,,correct
72,,,,,,,,cufes
73,,,,,,,,forming
74,,,,,,,,gibbs
75,,,,,,,,proportion
76,,,,,,,,removing
77,,,,,,,,produced
78,,,,,,,,silicon
79,,,,,,,,cast
80,,,,,,,,acidic
81,,,,,,,,zns
82,,,,,,,,aluminium
83,,,,,,,,convert
84,,,,,,,,removed
85,,,,,,,,called
86,,,,,,,,sio
87,,,,,,,,temperature
88,,,,,,,,slag
89,,,,,,,,iron
90,,,,,,,,smelting
91,,,,,,,,leaching
92,,,,,,,,argentite
93,,,,,,,,haematite
95,,,,,,,,oxidising
96,,,,,,,,feo
97,,,,,,,,ore
98,,,,,,,,fes
99,,,,,,,,ellingham
100,,,,,,,,oxide
101,,,,,,,,washing
102,,,,,,,,camallite
103,,,,,,,,running
104,,,,,,,,extracted
105,,,,,,,,help
106,,,,,,,,oil
107,,,,,,,,pas
108,,,,,,,,coconut
109,,,,,,,,depressant
110,,,,,,,,metallurgical
111,,,,,,,,separated
112,,,,,,,,refining
113,,,,,,,,copper
115,,,,,,,,without
116,,,,,,,,cannot
117,,,,,,,,reducing
118,,,,,,,,froth
119,,,,,,,,dolomite
120,,,,,,,,calcination
121,,,,,,,,give
122,,,,,,,,blende
123,,,,,,,,using
124,,,,,,,,reduced
125,,,,,,,,present
126,,,,,,,,lined
127,,,,,,,,silver
129,,,,,,,,air
130,,,,,,,,furnace
131,,,,,,,,floatation
133,,,,,,,,gold
134,,,,,,,,dissolve
135,,,,,,,,better
136,,,,,,,,agent
137,,,,,,,,change
138,,,,,,,,gravity
139,,,,,,,,two
140,,,,,,,,one
141,,,,,,,,sand
142,,,,,,,,limestone
143,,,,,,,,xanthate
144,,,,,,,,hgs
145,,,,,,,,extraction
146,,,,,,,,electrolysis
147,,,,,,,,clay
148,,,,,,,,impurity
149,,,,,,,,mgsio
150,,,,,,,,separate
152,,,,,,,,particle
153,,,,,,,,sliver
154,,,,,,,,frothing
155,,,,,,,,pyrite
156,,,,,,,,collector
157,,,,,,,,done
158,,,,,,,,magnetic
159,,,,,,,,known
160,,,,,,,,zno
161,,,,,,,,dressing
163,,,,,,,,hydrogen
164,,,,,,,,castor
165,,,,,,,,stream
166,,,,,,,,silica
167,,,,,,,,pressure
168,,,,,,,,reacts
169,,,,,,,,tin
170,,,,,,,,basic
171,,,,,,,,metallurgy
173,,,,,,,,chemical
174,,,,,,,,etc
176,,,,,,,,lime
177,,,,,,,,lighter
178,,,,,,,,sulphur
179,,,,,,,,impure
180,,,,,,,,strongly
181,,,,,,,,cao
182,,,,,,,,significance
183,,,,,,,,distillation
184,,,,,,,,process
185,,,,,,,,point
186,,,,,,,,cupric
187,,,,,,,,bessermerisation
188,,,,,,,,galena
189,,,,,,,,hematite
190,,,,,,,,concentration
191,,,,,,,,flux
192,,,,,,,,purification
193,,,,,,,,znsio
194,,,,,,,,following
195,,,,,,,,blast
196,,,,,,,,containing
