,index,0,1,2,3,4,Answer,Words
14,14.0,What is gram equivalent weight of hydrogen peroxide as reductant?,(a) 100,(b) 125,(c) 152,(d) None of the Above,"(c) 152
Explanation:
As reductant hydrogen peroxide oxidises to oxygen. H2O2 → O2
​The change in oxidation number is 2
The molar mass = 34 g
Gram equivalent weight of H2O2 = (\(\frac{34}{2}\))
​= 17 g
Equivalent weight = 152",pbso
15,15.0,Hydrogen is the most abundant element on earth after______.,(a) Oxygen,(b) Carbon,(c) Sulphur,(d) None of the Above,"(a) Oxygen
Explanation:
The mass-abundance of the nine most abundant elements in the Earths crust is approximately: oxygen 46%, silicon 28%, aluminium 8.2%, iron 5.6%, calcium 4.2%, sodium 2.5%, magnesium 2.4%, potassium, 2.0%, and titanium 0 .61%.
Hydrogen is 0.14% on earths crust and other elements occur at less than 0.15%.",lattice
16,16.0,Atomic hydrogen is called,(a) Protium,(b) Deutrium,(c) Nascent Hydrogen,(d) Tritium,"(c) Nascent Hydrogen
Explanation:
A hydrogen atom is an atom of the chemical element hydrogen. The electrically neutral atom contains a single positively charged proton and a single negatively charged electron bound to the nucleus by the Coulomb force. Atomic hydrogen constitutes about 75% of the baryonic mass of the universe.",mass
17,17.0,Hydrogen is a good __________ agent.,(a) Oxidizing,(b) Reducing,(c) Acidic,(d) Basic,"(b) Reducing
Explanation:
Hydrogen acts as a good reducing agent means, when hydrogen gas is passed over hot metallic oxides of copper, lead, iron, etc. it removes oxygen from them and thus reduces them to their corresponding metal. Let us consider the following example, in each of which metallic oxide react with hydrogen. Metallic oxide act as oxidizing agents and hydrogen acts as a reducing agent.
",
18,18.0,The volume of 10 volume H2O2 required to liberate 500 ml of O2 at S.T.P. is :,(a) 25 ml,(b) 50 ml,(c) 100 ml,(d) 125 ml,"(b) 50 ml
Explanation:
As 10 ml of oxygen is obtained at STP from H2O2 = 1 ml
Therefore, 500 ml of O2 is obtained at STP = 50 ml",regarding
19,19.0,Hydrogen is most __________ element in the universe.,(a) Abundant,(b) None,(c) Both,(d) Consumer,"(a) Abundant
Explanation:
Hydrogen is considered as the most common and abundant element. The element Hydrogen has only one proton and one electron and is the only element which has no neutrons. Therefore it is considered as the simplest element in the universe and gives a valid reason for it to be the most abundant and common element in the universe. As per estimation from the Jefferson Lab, approximately 90 percent of the visible universe is framed by Hydrogen proving that being in the simplest form, this element is the most common and abundant element in the universe.",aqueous
20,,,,,,,,fracnub
21,,,,,,,,group
22,,,,,,,,oxidises
23,,,,,,,,behavior
24,,,,,,,,show
25,,,,,,,,white
26,,,,,,,,glnho
27,,,,,,,,molecular
28,,,,,,,,corresponding
29,,,,,,,,glnhence
30,,,,,,,,unstable
31,,,,,,,,made
32,,,,,,,,halflife
33,,,,,,,,propellant
34,,,,,,,,hydridesnexplanationninterstitial
35,,,,,,,,mlntherefore
36,,,,,,,,earth
37,,,,,,,,neutral
38,,,,,,,,gho
39,,,,,,,,nexplanationnho
40,,,,,,,,disinfectant
41,,,,,,,,water
42,,,,,,,,also
43,,,,,,,,good
44,,,,,,,,hydrocarbon
45,,,,,,,,mean
46,,,,,,,,negatively
47,,,,,,,,combustion
48,,,,,,,,sulphide
49,,,,,,,,charged
50,,,,,,,,element
51,,,,,,,,yield
52,,,,,,,,massabundance
55,,,,,,,,concentrated
56,,,,,,,,consumer
57,,,,,,,,exist
58,,,,,,,,hydrogennexplanationna
59,,,,,,,,like
60,,,,,,,,anomaly
61,,,,,,,,reductant
62,,,,,,,,common
63,,,,,,,,heavy
64,,,,,,,,reduces
65,,,,,,,,normality
66,,,,,,,,generally
67,,,,,,,,bound
68,,,,,,,,bleaching
69,,,,,,,,solution
70,,,,,,,,created
71,,,,,,,,thus
72,,,,,,,,carbon
73,,,,,,,,deuterium
74,,,,,,,,aerating
75,,,,,,,,bond
76,,,,,,,,act
78,,,,,,,,crust
79,,,,,,,,react
80,,,,,,,,weight
81,,,,,,,,interstice
82,,,,,,,,strength
83,,,,,,,,containing
84,,,,,,,,gnequivalent
85,,,,,,,,remove
86,,,,,,,,rocket
87,,,,,,,,hon
88,,,,,,,,metal
89,,,,,,,,radioactive
90,,,,,,,,addition
91,,,,,,,,stp
92,,,,,,,,gram
93,,,,,,,,fuel
94,,,,,,,,estimation
95,,,,,,,,deutrium
96,,,,,,,,property
97,,,,,,,,nucleus
98,,,,,,,,liberate
99,,,,,,,,unique
100,,,,,,,,none
101,,,,,,,,onubthe
102,,,,,,,,relevant
104,,,,,,,,lead
105,,,,,,,,painting
106,,,,,,,,reaction
107,,,,,,,,onhence
108,,,,,,,,oxygenoxygen
109,,,,,,,,oxygen
110,,,,,,,,rubber
111,,,,,,,,proving
112,,,,,,,,statement
113,,,,,,,,safety
114,,,,,,,,compared
115,,,,,,,,talkedabout
116,,,,,,,,therefore
118,,,,,,,,silicon
119,,,,,,,,equivalent
120,,,,,,,,passing
121,,,,,,,,acidic
122,,,,,,,,reason
124,,,,,,,,aluminium
125,,,,,,,,called
126,,,,,,,,temperature
127,,,,,,,,solid
128,,,,,,,,iron
129,,,,,,,,protium
130,,,,,,,,product
131,,,,,,,,density
132,,,,,,,,conexplanationnwater
133,,,,,,,,abundantnexplanationnhydrogen
134,,,,,,,,range
135,,,,,,,,oxidant
136,,,,,,,,nonstochiometric
137,,,,,,,,nature
138,,,,,,,,oxide
139,,,,,,,,approximately
140,,,,,,,,oxidation
141,,,,,,,,ionic
142,,,,,,,,proton
143,,,,,,,,main
144,,,,,,,,hydride
145,,,,,,,,simplest
146,,,,,,,,wide
147,,,,,,,,considered
148,,,,,,,,constitutes
149,,,,,,,,steam
150,,,,,,,,non
151,,,,,,,,electron
152,,,,,,,,tritium
153,,,,,,,,atom
154,,,,,,,,nexplanationnhydrogen
155,,,,,,,,hocl
156,,,,,,,,molar
157,,,,,,,,colour
159,,,,,,,,naturallynthe
160,,,,,,,,specie
161,,,,,,,,reducing
162,,,,,,,,copper
163,,,,,,,,example
164,,,,,,,,jefferson
165,,,,,,,,give
166,,,,,,,,mlat
167,,,,,,,,stable
168,,,,,,,,present
169,,,,,,,,visible
170,,,,,,,,metallic
171,,,,,,,,earths
172,,,,,,,,abovenexplanationnho
173,,,,,,,,rocketry
174,,,,,,,,inner
175,,,,,,,,production
176,,,,,,,,restoring
177,,,,,,,,scientists
178,,,,,,,,nexplanationnas
179,,,,,,,,sodium
180,,,,,,,,magnesium
181,,,,,,,,nhydrogen
182,,,,,,,,percent
183,,,,,,,,naturally
184,,,,,,,,hcl
185,,,,,,,,calcium
186,,,,,,,,required
187,,,,,,,,nine
188,,,,,,,,sulphidepbs
189,,,,,,,,colourless
190,,,,,,,,oxidizing
191,,,,,,,,anomalous
192,,,,,,,,sulphidepbsnexplanationnlead
193,,,,,,,,agent
194,,,,,,,,freezing
195,,,,,,,,usually
196,,,,,,,,formula
197,,,,,,,,one
198,,,,,,,,change
199,,,,,,,,baryonic
200,,,,,,,,atomic
201,,,,,,,,potassium
202,,,,,,,,titanium
203,,,,,,,,sponge
204,,,,,,,,similar
205,,,,,,,,sulphite
206,,,,,,,,let
207,,,,,,,,agentn
208,,,,,,,,valid
209,,,,,,,,stpng
210,,,,,,,,neutron
211,,,,,,,,force
212,,,,,,,,black
213,,,,,,,,volume
214,,,,,,,,abundant
215,,,,,,,,mlnexplanationnas
216,,,,,,,,ice
217,,,,,,,,peroxidenpbs
218,,,,,,,,deficit
219,,,,,,,,nexplanationnstrength
220,,,,,,,,coulomb
221,,,,,,,,nascent
222,,,,,,,,positively
223,,,,,,,,liquid
224,,,,,,,,interstitial
225,,,,,,,,lab
226,,,,,,,,consider
227,,,,,,,,solutionn
228,,,,,,,,blackened
229,,,,,,,,year
230,,,,,,,,number
231,,,,,,,,hydrogen
233,,,,,,,,contains
234,,,,,,,,nho
235,,,,,,,,framed
236,,,,,,,,isotope
237,,,,,,,,hot
238,,,,,,,,formation
239,,,,,,,,name
240,,,,,,,,passed
241,,,,,,,,cool
242,,,,,,,,three
243,,,,,,,,stoichiometric
244,,,,,,,,kmno
245,,,,,,,,form
246,,,,,,,,basic
247,,,,,,,,nthe
248,,,,,,,,gas
250,,,,,,,,chemical
251,,,,,,,,gngram
252,,,,,,,,well
253,,,,,,,,etc
254,,,,,,,,single
255,,,,,,,,sulphur
256,,,,,,,,absorb
257,,,,,,,,ong
258,,,,,,,,peroxide
259,,,,,,,,mixture
260,,,,,,,,incorrect
261,,,,,,,,liquidnexplanationnhydrogen
262,,,,,,,,antichlor
264,,,,,,,,point
265,,,,,,,,onexplanationnho
266,,,,,,,,semi
267,,,,,,,,stpn
268,,,,,,,,suspension
269,,,,,,,,oxygennexplanationnthe
270,,,,,,,,reducingnexplanationnhydrogen
272,,,,,,,,concentration
273,,,,,,,,hydrides
274,,,,,,,,following
276,,,,,,,,cnexplanationnwater
277,,,,,,,,decolourises
278,,,,,,,,occur
