,index,0,1,2,3,4,Answer,Words
10,10.0,The electrons of the same orbitals can be distinguished by,(a) Principal quantum number,(b) Azimuthal quantum number,(c) Spin quantum number,(d) Magnetic quantum number,"(c) Spin quantum number
Explanation:
Electrons occupying the same orbital are distinguished by Spin quantum number.
For spin Quantum number it has two values +1/2 or -1/2,
Hence the value of n, l , m are same for the two electrons occupying in the same orbitals, but only the is different, which is
Therefore, Spin quantum number explains the direction through which the electron spins in an orbital. so obviously there are only 2 possible directions. Which is either clockwise or anticlockwise.
So the electron which are available in the same orbitals, must have opposite spins. Hence spin quantum number distinguished b/w the two electrons.",size
11,11.0,"Consider the ground state of Cr atom (Z = 24). The numbers of electrons with the azimuthal quantum numbers, l = 1 and 2 are, respectively:",(a) 12 and 4,(b) 12 and 5,(c) 16 and 4,(d) 16 and 5,"(b) 12 and 5
Explanation:
24Cr → 1s2 2s22p6 3s2 3p6 3d5 4s1
As we know for p, l = 1 and d, l = 2
For l = 1, total number of electrons = 12 [2p6 and 3p6]
For l = 2, total number of electrons = 5 [3d5]",opposite
12,12.0,A body of mass 10 mg is moving with a velocity of 100 ms-1. The wavelength of de-Broglie wave associated with it would be (Note: h = 6.63 × 10-34 Js),(a) 6.63 × 10-37 m,(b) 6.63 × 10-31 m,(c) 6.63 × 10-34 m,(d) 6.63 × 10-35 m,"(b) 6.63 × 10-31 m
Explanation:
m = 10 mg
= 10 × 10-6 kg
v = 100 ms-1
λ = \(\frac {(h)}{(mv)}\)
= (6.63×10-34)/ (10 × 10-6 × 100)
= 6.63 × 10-31 m",
13,13.0,The ionization enthalpy of hydrogen atom is 1.312 × 106 J mol-1. The energy required to excite the electron in the atom from n = 1 to n = 2 is,(a) 8.51 × 105 J mol-1,(b) 6.56 × 105 J mol-1,(c) 7.56 × 105 J mol-1,(d) 9.84 × 105 J mol-1,"(d) 9.84 × 105 J mol-1
Explanation:
Energy required when an electron makes transition from n = 1 to n = 2
E2 = −(1.312 × 106 × (1)²)/(2²)
= −3.28 × 105 J mol-1
E1 = −1.312 × 106 J mol-1
ΔE = E2 − E1
= −3.28 × 105−(−13.2 × 106)
ΔE = 9.84 × 105 J mol-1",
14,14.0,"In Hydrogen atom, energy of first excited state is – 3.4 eV. Then find out KE of same orbit of Hydrogen atom",(a) 3.4 eV,(b) 6.8 eV,(c) -13.6 eV,(d) +13.6 eV,"(a) 3.4 eV
Explanation:
For hydrogen atom,
The kinetic energy is equal to the negative of the total energy.
And the potential energy is equal to the twice of the total energy.
The first excited state energy of orbital = -3.4 eV
and The kinetic energy of same orbital = -(-3.4 eV) = 3.4 eV
Therefore, the kinetic energy of same orbit of hydrogen atom is 3.4 eV.",orbitals
15,15.0,Which of the following sets of quantum numbers represents the highest energy of an atom?,"(a) n = 3, l = 0, m = 0, s = + \(\frac {1}{2}\)","(b) n = 3, l = 1, m = 1, s = + \(\frac {1}{2}\)","(c) n = 3, l = 2, m = 1, s = + \(\frac {1}{2}\)","(d) n = 4, l = 0, m = 0, s = + \(\frac {1}{2}\)","(c) n = 3, l = 2, m = 1, s = + \(\frac {1}{2}\)
Explanation:
n = 3, l = 0 represents 3s orbital n = 3, l = 1 represents 3p orbital n = 3, l = 2 represents 3d orbital n = 4, l = 0 represents 4s orbital The order of increasing energy of the orbitals is 3s < 3p < 4s < 3d.",energy
16,16.0,"In the Bohrs model of the hydrogen atom, the ratio of the kinetic energy to the total energy of the electron in a quantum state n is:",(a) 1,(b) 2,(c) -1,(d) -2,"(c) -1
Explanation:
As we know, in Bohr model KE of an electron in an orbit = + (\(\frac {1}{2}\)) (\(\frac {e^2}{r_n}\))
Total energy of electron in an orbit = -(\(\frac {e^2}{2r_n}\))
Therefore, \(\frac {(KE)}{(TE)}\) = -1",either
17,17.0,Which of the following statements does not form a part of Bohrs model of hydrogen atom?,(a) Energy of the electrons in the orbit is quantised,(b) The electron in the orbit nearest the nucleus has the lowest energy,(c) Electrons revolve in different orbits around the nucleus,(d) The position and velocity of the electrons in the orbit cannot be determined simultaneously,"(d) The position and velocity of the electrons in the orbit cannot be determined simultaneously
Explanation:
The position and velocity of electrons cannot be determined simultaneously does not fit in with the Bohrs model of H atom. It is a part of Heisenbergs uncertainty principle",getnhct
18,18.0,Which of the following statements in relation to the hydrogen atom is correct?,(a) 3s orbital is lower in energy than 3p orbital,(b) 3p orbital is lower in energy than 3d orbital,(c) 3s and 3p orbitals are of lower energy than 3d orbital,"(d) 3s, 3p and 3d orbitals all have the same energy","(d) 3s, 3p and 3d orbitals all have the same energy
Explanation:
A hydrogen atom has 1s1 configuration and these its, 3p and 3d orbitals will have same energy wrt 1s orbital.",excite
19,19.0,"A sub-shell with n = 6 , l = 2 can accommodate a maximum of",(a) 12 electrons,(b) 36 electrons,(c) 10 electrons,(d) 72 electrons,"(c) 10 electrons
Explanation:
n = 6, ℓ = 2 means 6d → will have 5 orbitals.
Therefore max 10 electrons can be accommodated as each orbital can have maximum of 2 electrons.",orbit
20,,,,,,,,frac
21,,,,,,,,least
23,,,,,,,,different
25,,,,,,,,electronsnexplanationnn
26,,,,,,,,principle
27,,,,,,,,isntherefore
28,,,,,,,,occupying
29,,,,,,,,nhence
30,,,,,,,,second
32,,,,,,,,find
33,,,,,,,,mean
34,,,,,,,,value
37,,,,,,,,represents
38,,,,,,,,element
39,,,,,,,,level
40,,,,,,,,max
41,,,,,,,,accommodated
42,,,,,,,,part
43,,,,,,,,would
45,,,,,,,,stability
46,,,,,,,,conservation
47,,,,,,,,nmnexplanationnfrom
48,,,,,,,,ground
49,,,,,,,,spin
50,,,,,,,,absorbs
51,,,,,,,,anticlockwisenso
53,,,,,,,,determined
54,,,,,,,,lightnsubstituting
55,,,,,,,,model
56,,,,,,,,fnexplanationnorder
57,,,,,,,,position
58,,,,,,,,hence
59,,,,,,,,mshell
60,,,,,,,,increasing
61,,,,,,,,quantum
62,,,,,,,,wave
64,,,,,,,,mnexplanationnm
65,,,,,,,,mvn
66,,,,,,,,electronsnk
68,,,,,,,,photonsnet
69,,,,,,,,set
70,,,,,,,,body
71,,,,,,,,potential
72,,,,,,,,evntherefore
74,,,,,,,,nucleus
75,,,,,,,,maximum
76,,,,,,,,specifies
78,,,,,,,,moving
79,,,,,,,,negative
80,,,,,,,,kete
81,,,,,,,,chromiumnexplanationnm
82,,,,,,,,atomnthe
83,,,,,,,,uncertainty
84,,,,,,,,correct
86,,,,,,,,statement
87,,,,,,,,order
88,,,,,,,,debroglie
89,,,,,,,,shell
90,,,,,,,,ernntotal
91,,,,,,,,shape
93,,,,,,,,orbitalsntherefore
94,,,,,,,,nexplanationnn
96,,,,,,,,azimuthal
97,,,,,,,,constant
99,,,,,,,,know
100,,,,,,,,enexplanationn
101,,,,,,,,getnfrac
102,,,,,,,,iron
104,,,,,,,,plancks
105,,,,,,,,energynexplanationna
106,,,,,,,,fracnor
108,,,,,,,,emitted
109,,,,,,,,must
110,,,,,,,,revolve
111,,,,,,,,evnexplanationnfor
112,,,,,,,,combined
113,,,,,,,,note
114,,,,,,,,respectively
115,,,,,,,,nfor
116,,,,,,,,proton
117,,,,,,,,given
118,,,,,,,,explains
119,,,,,,,,niv
120,,,,,,,,ernntherefore
121,,,,,,,,principal
122,,,,,,,,accommodate
123,,,,,,,,molnexplanationnenergy
125,,,,,,,,mol
126,,,,,,,,electron
127,,,,,,,,atom
128,,,,,,,,bohr
129,,,,,,,,copper
130,,,,,,,,possible
131,,,,,,,,specie
132,,,,,,,,cannot
133,,,,,,,,evnand
134,,,,,,,,molne
135,,,,,,,,velocity
136,,,,,,,,nii
138,,,,,,,,silver
139,,,,,,,,bohrs
140,,,,,,,,nexplanationnas
141,,,,,,,,mshelln
142,,,,,,,,snas
143,,,,,,,,heisenbergs
144,,,,,,,,related
145,,,,,,,,required
147,,,,,,,,relation
148,,,,,,,,knexplanationnk
149,,,,,,,,around
150,,,,,,,,law
151,,,,,,,,electronic
152,,,,,,,,isoelectronic
154,,,,,,,,equal
155,,,,,,,,two
156,,,,,,,,niii
157,,,,,,,,one
158,,,,,,,,absorbed
159,,,,,,,,fract
160,,,,,,,,sspspsnsp
161,,,,,,,,atomic
162,,,,,,,,direction
163,,,,,,,,nexplanationncr
164,,,,,,,,ratio
165,,,,,,,,nearest
166,,,,,,,,fit
168,,,,,,,,neutron
169,,,,,,,,quantised
170,,,,,,,,chargemass
171,,,,,,,,eis
172,,,,,,,,configuration
173,,,,,,,,orbitalsnexplanationnthe
174,,,,,,,,electrons
175,,,,,,,,simultaneouslynexplanationnthe
176,,,,,,,,twice
177,,,,,,,,lowest
178,,,,,,,,energynthe
179,,,,,,,,kgnv
181,,,,,,,,ionization
182,,,,,,,,particle
183,,,,,,,,spdnthe
184,,,,,,,,chromium
185,,,,,,,,magnetic
186,,,,,,,,subshells
187,,,,,,,,photon
188,,,,,,,,numbernexplanationnelectrons
189,,,,,,,,number
190,,,,,,,,hydrogen
191,,,,,,,,make
193,,,,,,,,nnumber
195,,,,,,,,numbernfor
197,,,,,,,,orbital
198,,,,,,,,nuclear
199,,,,,,,,form
200,,,,,,,,nickel
201,,,,,,,,highest
202,,,,,,,,gas
203,,,,,,,,total
206,,,,,,,,lower
207,,,,,,,,enthalpy
209,,,,,,,,emits
210,,,,,,,,state
211,,,,,,,,wavelength
212,,,,,,,,isn
213,,,,,,,,ion
214,,,,,,,,clockwise
215,,,,,,,,pnfor
216,,,,,,,,excited
217,,,,,,,,collection
218,,,,,,,,clnexplanationnisoelectronic
219,,,,,,,,kinetic
220,,,,,,,,energynand
221,,,,,,,,wrt
223,,,,,,,,equationne
224,,,,,,,,snthe
225,,,,,,,,nthus
226,,,,,,,,distinguished
227,,,,,,,,msn
228,,,,,,,,fracn
229,,,,,,,,following
230,,,,,,,,associated
232,,,,,,,,emission
233,,,,,,,,first
234,,,,,,,,subshell
