,index,0,1,2,3,4,Answer,Words
60,,,,,,,,solution
61,,,,,,,,clch
62,,,,,,,,carbon
63,,,,,,,,bond
64,,,,,,,,chlorination
65,,,,,,,,chc
66,,,,,,,,predominantly
67,,,,,,,,chcl
68,,,,,,,,react
69,,,,,,,,butane
70,,,,,,,,containing
71,,,,,,,,addition
72,,,,,,,,propene
73,,,,,,,,chchch
74,,,,,,,,ether
75,,,,,,,,swarts
76,,,,,,,,rule
77,,,,,,,,vant
78,,,,,,,,wurtz
79,,,,,,,,maximum
80,,,,,,,,finkelstein
81,,,,,,,,boiled
82,,,,,,,,place
83,,,,,,,,none
84,,,,,,,,negative
85,,,,,,,,amixture
86,,,,,,,,iupac
87,,,,,,,,upon
88,,,,,,,,reaction
89,,,,,,,,free
90,,,,,,,,polar
91,,,,,,,,oxygen
92,,,,,,,,correct
93,,,,,,,,order
94,,,,,,,,fastest
95,,,,,,,,bromo
96,,,,,,,,presence
97,,,,,,,,electrophilic
98,,,,,,,,coke
99,,,,,,,,carboncarbon
100,,,,,,,,alkane
101,,,,,,,,ethane
102,,,,,,,,nitrogen
103,,,,,,,,ethyl
104,,,,,,,,called
105,,,,,,,,converted
106,,,,,,,,solid
107,,,,,,,,radical
108,,,,,,,,matched
110,,,,,,,,randomly
111,,,,,,,,product
113,,,,,,,,must
114,,,,,,,,alkyne
115,,,,,,,,heat
116,,,,,,,,organic
117,,,,,,,,mchlorotuluene
118,,,,,,,,percentage
119,,,,,,,,hbr
120,,,,,,,,given
121,,,,,,,,chfcbrclf
122,,,,,,,,coconut
123,,,,,,,,diamond
124,,,,,,,,sunlight
125,,,,,,,,pclchchbrch
126,,,,,,,,koh
127,,,,,,,,graphite
128,,,,,,,,clchch
129,,,,,,,,atom
130,,,,,,,,chlorophenyl
131,,,,,,,,cannot
133,,,,,,,,cclccl
134,,,,,,,,moment
135,,,,,,,,give
136,,,,,,,,stable
137,,,,,,,,halide
138,,,,,,,,silver
139,,,,,,,,allotrope
140,,,,,,,,hybridisation
141,,,,,,,,ethyne
142,,,,,,,,saytzeffs
143,,,,,,,,easily
144,,,,,,,,chlorobenzene
145,,,,,,,,pdichlorobenzene
146,,,,,,,,fittig
147,,,,,,,,mgcl
148,,,,,,,,heating
149,,,,,,,,methane
151,,,,,,,,spd
152,,,,,,,,alcoholic
153,,,,,,,,alkene
154,,,,,,,,chchchcl
155,,,,,,,,chloropropane
156,,,,,,,,gravity
157,,,,,,,,formula
158,,,,,,,,bromochioro
159,,,,,,,,one
160,,,,,,,,pchlorotoluene
161,,,,,,,,benzoyl
162,,,,,,,,alkyl
163,,,,,,,,mdichlorobenzene
164,,,,,,,,followed
165,,,,,,,,trichloromethyl
166,,,,,,,,obrchch
167,,,,,,,,nucleophilic
168,,,,,,,,chlorine
169,,,,,,,,take
170,,,,,,,,cnhn
171,,,,,,,,double
172,,,,,,,,dry
173,,,,,,,,breaking
174,,,,,,,,known
175,,,,,,,,number
176,,,,,,,,nitrile
177,,,,,,,,hydrogen
179,,,,,,,,anthracite
180,,,,,,,,oand
181,,,,,,,,conductor
182,,,,,,,,heptachloropropane
184,,,,,,,,propyl
185,,,,,,,,mgco
186,,,,,,,,formation
187,,,,,,,,contain
188,,,,,,,,name
189,,,,,,,,boiling
190,,,,,,,,wood
191,,,,,,,,kmno
192,,,,,,,,odichlorobenzene
193,,,,,,,,form
194,,,,,,,,reacts
195,,,,,,,,methyl
196,,,,,,,,molecule
197,,,,,,,,highest
198,,,,,,,,minor
201,,,,,,,,alkylaryl
202,,,,,,,,chch
203,,,,,,,,propanol
204,,,,,,,,agf
205,,,,,,,,benzyl
207,,,,,,,,purity
208,,,,,,,,immiscible
209,,,,,,,,broken
210,,,,,,,,bromide
211,,,,,,,,chchcl
212,,,,,,,,peroxide
213,,,,,,,,fecl
214,,,,,,,,mixture
215,,,,,,,,sequence
216,,,,,,,,point
217,,,,,,,,ene
219,,,,,,,,trifluoroethane
220,,,,,,,,following
221,,,,,,,,dipole
222,,,,,,,,substitution
223,,,,,,,,electricity
