,index,0,1,2,3,4,Answer,Words
10,10.0,Which of the following reactions does not involve either oxidation or reduction?,(a) VO2+ → V2O3,(b) Na → Na+,(c) CrO2-4 → Cr2O2-7,(d) Zn2+ →Zn,"(c) CrO2-4 → Cr2O2-7
Explanation:
In VO2+ →V2​O3, V is reduced from +4 to +3 oxidation state.
In Na → Na2+, Na is oxidised from to +1 oxidation state.
In CrO4-2​ → Cr2O7-2, Cr remains in same oxidation state +6.
In Zn+2 → Zn, Zn is reduced from +2 to 0 oxidation state.",oxidised
11,11.0,KMnO4​ reacts with oxalic acid according to the equation 2MnO4–​ + 5C2​O4​2-​ + 16H+ → 2Mn2+​ +10CO2​ + 8H2​O Here 20 mL of 0.1 M KMnO4​ is equivalent to,(a) 50 mL of 0.5 M C2H2O4,(b) 20 mL of 0.1 M C2H2O4,(c) 20 mL of 0.5 M C2H2O4,(d) 50 mL of 0.1 M C2H2O4,"(d) 50 mL of 0.1 M C2H2O4
Explanation:
2MnO4– + 5C2O42- + 16H+ → 2Mn2+ + 10CO2 + 8H2O
Therefore, 2 moles of MNO4– equivalent to 5 moles of C2O42-
20 mL of 0.1 M KMnO4 = 2 moles of KMnO4
Also, 50 mL of 0.1 M C2H2O4 equivalent to 5 mol of C2O42-
Therefore, these are equivalent.",occurs
12,12.0,"One mole of N2H4 loses ten moles of electrons to form a new compound A. Assuming that all the nitrogen appears in the new compound, what is the oxidation state of nitrogen in A? (There is no change in the oxidation state of hydrogen.)",(a) -1,(b) -3,(c) +3,(d) +5,"(c) +3
Explanation:
First to find oxidation number of Nitrogen in N2H4
Oxidation number of H = +1
Let oxidation number of nitrogen be x
2x + 4(1) = 0
2x = -4
x = -2
Each nitrogen atom has -2 oxidation number. So taken both nitrogen atoms in account gives oxidation number -4.
Change in oxidation number of nitrogen on losing 10 mol of electrons (considering no change in oxidation number of hydrogen atoms)
-4 – (-10) = +6
Therefore, oxidation number of 2 nitrogen atoms in compound Y is +6. Hence, oxidation number of each nitrogen atom will be +3 in new compound Y.",also
13,13.0,What is n-factor?,(a) Equal to product of Number of moles of electrons when Lost or gained by one mole of reductant or oxidant,(b) When Number of moles of electrons Lost or gained by one mole of reductant or oxidant is not same.,(c) Equal to Number of moles of electrons Lost or gained by one mole of reductant or oxidant,(d) None of the above,"(c) Equal to Number of moles of electrons Lost or gained by one mole of reductant or oxidant.
Explanation:
For redox reaction it is considered as change in their oxidation number or change in their reduction number in both side of a chemical reaction.",derivative
14,14.0,The oxidation number of Mn is maximum in,(a) MnO2,(b) K2MnO4,(c) Mn3O4,(d) KMnO4.,"(d) KMnO4.
Explanation:
The electronic configuration of Mn is:
Mn(25) = [Ar]3d5 4s2, 4p0
In excited state, it can lose its all 7 electrons.
Hence, maximum oxidation sate exhibited by Mn is +7 which is in KMnO4.",zeronin
15,15.0,The oxidation process involves,(a) Increase in oxidation number,(b) Decrease in oxidation number,(c) No change in oxidation number,(d) none of the above,"(a) Increase in oxidation number
Explanation:
Oxidation process Involves:-
Addition of O2 or electronegative element
Removal of H/electropositive element
Loss of electrons
Increase in oxidation number",think
16,16.0,Metals generally react with dilute acids to produce hydrogen gas. Which one of the following metals does not react with dilute hydrochloric acid?,(a) Copper,(b) Magnesium,(c) Iron,(d) Silver,"(b) Magnesium
Explanation:
Most of the metals such as Al, Cu, Fe etc. reacts with dilute acids to produce hydrogen gas but magnesium is an exception. Magnesium being an active metal liberates dihydrogen gas as it is allowed to react with dilute HCl. Thus all the given metals react with dilute acids.
Mg + 2HCl → MgCl2 + H2",nin
17,17.0,The oxidation number of Xe in BaXeO6 is,(a) 8,(b) 6,(c) 4,(d) 10,"(d) 10
Explanation:
Oxidation state of Ba in general = +2 and of O = −2
Applying formula, Sum of total oxidation state of all atoms = Overall charge on the compound.
Let oxidation state of Xe in BaXeO6 be x.
2 + x + 6(−2) = 0,
x = 10
But oxidation state 10 is not possible for Xe. In this case the oxidation state of Xe is equal to maximum possible oxidation state for Xe = +8.",determined
18,18.0,The colourless solution of silver nitrate slowly turns blue on adding copper chips to it because of,(a) Dissolution of Copper,(b) Oxidation of Ag+ → Ag,(c) Reduction of Cu2+ ions,(d) Oxidation of Cu atoms.,"(d) Oxidation of Cu atoms.
Explanation:
When copper turnings are added to silver nitrate solution, the solution becomes brown in color after sometime because copper is more reactive than silver so it displaces silver from silver nitrate solution and form copper nitrate solution.",
19,19.0,"A standard reduction electrode potentials of four metals are A = -0.250 V, B = -0.140 V, C = -0.126 V, D = -0.402 V The metal that displaces A from its aqueous solution is:",(a) A,(b) B,(c) C,(d) D,"(d) D
Explanation:
Reduction potential of D is minimum i.e. −0.402 V. Thus oxidation potential of D is maximum i.e. to +0.402 V. D can oxidise itself and reduce other.
The aqueous solution A will be present in its ionic form and can be reduced by D as its reduction potential is higher than D.
Thus D can replace A from its Aqueous solution.",millilitre
20,,,,,,,,reactionncao
21,,,,,,,,normality
22,,,,,,,,liberation
23,,,,,,,,turn
24,,,,,,,,reduction
25,,,,,,,,react
26,,,,,,,,mlnso
27,,,,,,,,feco
29,,,,,,,,metal
30,,,,,,,,amount
31,,,,,,,,rancidification
32,,,,,,,,petrochemical
33,,,,,,,,color
34,,,,,,,,none
35,,,,,,,,redox
36,,,,,,,,new
37,,,,,,,,displaces
38,,,,,,,,source
39,,,,,,,,account
40,,,,,,,,twonexplanationnin
41,,,,,,,,according
42,,,,,,,,answer
43,,,,,,,,overall
44,,,,,,,,coub
45,,,,,,,,describe
47,,,,,,,,temperature
48,,,,,,,,autoxidation
49,,,,,,,,produce
50,,,,,,,,oxidant
51,,,,,,,,nvnn
52,,,,,,,,including
53,,,,,,,,medium
54,,,,,,,,ionic
55,,,,,,,,side
57,,,,,,,,mol
58,,,,,,,,atom
59,,,,,,,,copper
60,,,,,,,,specie
61,,,,,,,,autooxidation
62,,,,,,,,silver
63,,,,,,,,nexplanationnthe
64,,,,,,,,production
65,,,,,,,,due
66,,,,,,,,active
67,,,,,,,,electronic
68,,,,,,,,electrode
69,,,,,,,,oxidize
70,,,,,,,,nexplanationnfirst
71,,,,,,,,approx
72,,,,,,,,greater
73,,,,,,,,known
74,,,,,,,,carbonate
75,,,,,,,,losing
76,,,,,,,,dnexplanationnreduction
77,,,,,,,,etc
78,,,,,,,,rusting
80,,,,,,,,lime
81,,,,,,,,state
82,,,,,,,,five
83,,,,,,,,doesnt
84,,,,,,,,slowly
85,,,,,,,,mass
86,,,,,,,,nexplanationncl
87,,,,,,,,mnonki
88,,,,,,,,aqueous
89,,,,,,,,lost
90,,,,,,,,napplying
91,,,,,,,,cun
92,,,,,,,,applying
93,,,,,,,,converting
94,,,,,,,,high
95,,,,,,,,different
96,,,,,,,,nbut
98,,,,,,,,find
99,,,,,,,,numbernexplanationnoxidation
100,,,,,,,,tire
101,,,,,,,,limenexplanationnhere
102,,,,,,,,mnoub
103,,,,,,,,cyclic
104,,,,,,,,compound
105,,,,,,,,zinc
106,,,,,,,,brown
107,,,,,,,,isnmn
108,,,,,,,,pnin
109,,,,,,,,nexplanationnoxidation
110,,,,,,,,feoxhonncusoaq
111,,,,,,,,decolourisation
112,,,,,,,,hydrochloric
113,,,,,,,,mole
114,,,,,,,,relevant
115,,,,,,,,strong
116,,,,,,,,reaction
117,,,,,,,,stronger
118,,,,,,,,calculated
119,,,,,,,,electronsnm
120,,,,,,,,equivalent
121,,,,,,,,undergo
122,,,,,,,,slaked
123,,,,,,,,reason
124,,,,,,,,kcro
125,,,,,,,,relative
126,,,,,,,,hubo
127,,,,,,,,hold
128,,,,,,,,nitrogen
129,,,,,,,,iron
130,,,,,,,,manganese
131,,,,,,,,product
132,,,,,,,,oxidation
133,,,,,,,,given
134,,,,,,,,lose
135,,,,,,,,considered
136,,,,,,,,steam
137,,,,,,,,automobile
138,,,,,,,,involve
139,,,,,,,,term
140,,,,,,,,magnesium
141,,,,,,,,potentialnmn
142,,,,,,,,heating
143,,,,,,,,cro
144,,,,,,,,honexplanationnautoxidation
145,,,,,,,,oxalic
146,,,,,,,,liberates
147,,,,,,,,becomes
148,,,,,,,,take
149,,,,,,,,equation
150,,,,,,,,dilute
151,,,,,,,,allowed
152,,,,,,,,case
153,,,,,,,,hydrogen
154,,,,,,,,oxygenated
155,,,,,,,,sometime
156,,,,,,,,kmno
157,,,,,,,,form
159,,,,,,,,neach
160,,,,,,,,small
161,,,,,,,,excited
162,,,,,,,,dnthus
163,,,,,,,,peroxide
164,,,,,,,,increase
165,,,,,,,,electronsnincrease
166,,,,,,,,mln
167,,,,,,,,asn
168,,,,,,,,added
169,,,,,,,,mnub
170,,,,,,,,carbonyl
171,,,,,,,,helectropositive
172,,,,,,,,nchange
173,,,,,,,,many
174,,,,,,,,oxidise
175,,,,,,,,size
176,,,,,,,,turning
177,,,,,,,,show
178,,,,,,,,dissolution
180,,,,,,,,neutral
181,,,,,,,,nlet
182,,,,,,,,chloride
183,,,,,,,,blue
184,,,,,,,,general
185,,,,,,,,cronexplanationnin
186,,,,,,,,chip
187,,,,,,,,decrease
188,,,,,,,,charge
189,,,,,,,,con
190,,,,,,,,ten
191,,,,,,,,mno
192,,,,,,,,thus
193,,,,,,,,kcronexplanationnthe
194,,,,,,,,aging
195,,,,,,,,potential
196,,,,,,,,ability
198,,,,,,,,vacant
199,,,,,,,,gain
200,,,,,,,,rubber
201,,,,,,,,food
202,,,,,,,,important
203,,,,,,,,loses
204,,,,,,,,emf
205,,,,,,,,presence
206,,,,,,,,compoundnlet
208,,,,,,,,xnx
209,,,,,,,,nexplanationnco
210,,,,,,,,vubo
211,,,,,,,,nhnoxidation
212,,,,,,,,oxidising
213,,,,,,,,organic
214,,,,,,,,isnki
215,,,,,,,,koh
216,,,,,,,,industrial
217,,,,,,,,potentialnexplanationnthe
218,,,,,,,,electron
219,,,,,,,,needed
220,,,,,,,,possible
221,,,,,,,,cannot
222,,,,,,,,statenin
223,,,,,,,,reduced
224,,,,,,,,give
225,,,,,,,,magnesiumnexplanationnmost
226,,,,,,,,magnitude
227,,,,,,,,present
228,,,,,,,,croub
229,,,,,,,,statesnhere
231,,,,,,,,situation
232,,,,,,,,mgcl
233,,,,,,,,colourless
234,,,,,,,,dissolve
235,,,,,,,,zero
236,,,,,,,,agent
237,,,,,,,,usually
238,,,,,,,,one
239,,,,,,,,two
240,,,,,,,,exhibited
241,,,,,,,,volume
243,,,,,,,,configuration
244,,,,,,,,assuming
246,,,,,,,,spoilage
247,,,,,,,,quick
249,,,,,,,,hydroperoxides
250,,,,,,,,number
252,,,,,,,,formulan
254,,,,,,,,copperiicarbonate
255,,,,,,,,elementnloss
256,,,,,,,,cho
257,,,,,,,,sum
258,,,,,,,,total
261,,,,,,,,chemical
263,,,,,,,,exception
264,,,,,,,,ion
265,,,,,,,,hnteamnrustingnfe
266,,,,,,,,true
267,,,,,,,,fenexplanationnoxidation
268,,,,,,,,hsonmolar
269,,,,,,,,phenomenon
270,,,,,,,,involves
271,,,,,,,,contherefore
272,,,,,,,,nitrate
273,,,,,,,,used
274,,,,,,,,atomsn
275,,,,,,,,kio
276,,,,,,,,cracking
277,,,,,,,,elementnremoval
278,,,,,,,,dihydrogen
280,,,,,,,,oxidantnexplanationnfor
281,,,,,,,,either
282,,,,,,,,minimum
283,,,,,,,,othernthe
284,,,,,,,,cuso
285,,,,,,,,mnonso
286,,,,,,,,ligand
287,,,,,,,,gnn
288,,,,,,,,nhence
289,,,,,,,,destructive
290,,,,,,,,electronegative
292,,,,,,,,caohnoxidation
293,,,,,,,,alkaline
294,,,,,,,,reductant
295,,,,,,,,desired
296,,,,,,,,generally
297,,,,,,,,acid
298,,,,,,,,solution
299,,,,,,,,hence
300,,,,,,,,hontherefore
301,,,,,,,,zeronfe
302,,,,,,,,adding
303,,,,,,,,maximum
305,,,,,,,,place
306,,,,,,,,taken
308,,,,,,,,oxygen
309,,,,,,,,electronsnhence
310,,,,,,,,hso
311,,,,,,,,sate
312,,,,,,,,measure
313,,,,,,,,acidic
314,,,,,,,,oxidized
315,,,,,,,,chonexplanationnmno
316,,,,,,,,nnv
318,,,,,,,,sheet
319,,,,,,,,feo
320,,,,,,,,oxide
321,,,,,,,,tendency
322,,,,,,,,higher
324,,,,,,,,blende
326,,,,,,,,air
327,,,,,,,,hcl
328,,,,,,,,kmnoub
329,,,,,,,,equal
330,,,,,,,,change
331,,,,,,,,formula
332,,,,,,,,appears
333,,,,,,,,useful
334,,,,,,,,atomsnexplanationnwhen
335,,,,,,,,degradation
336,,,,,,,,get
337,,,,,,,,clo
338,,,,,,,,ntherefore
339,,,,,,,,kmnonexplanationnthe
341,,,,,,,,baxeo
342,,,,,,,,formation
343,,,,,,,,considering
344,,,,,,,,orbital
345,,,,,,,,nfactor
346,,,,,,,,acidsnmg
347,,,,,,,,factor
348,,,,,,,,reacts
349,,,,,,,,reduce
350,,,,,,,,gas
351,,,,,,,,involvesnaddition
352,,,,,,,,standard
353,,,,,,,,fesoaq
354,,,,,,,,gained
355,,,,,,,,kionhence
356,,,,,,,,process
357,,,,,,,,replace
358,,,,,,,,copperii
359,,,,,,,,following
361,,,,,,,,fifth
