,index,0,1,2,3,4,Answer,Words
10,10.0,Which of the following statements regarding ozone is not correct?,(a) The oxygen-oxygen bond length in ozone is identical with that of molecular oxygen,(b) The ozone is response hybrid of two structures,(c) The ozone molecule is angular in shape,(d) Ozone is used as a germicide and disinfectant for the purification of air.,"(a) The oxygen-oxygen bond length in ozone is identical with that of molecular oxygen
Explanation:
The oxygen–oxygen bond length in ozone is identical with that of molecular oxygen",ccl
11,11.0,K2[Hgl4] detect the ion/group :,(a) NH2,(b) NO,(c) NH2+,(d) Cl–,"(c) NH2+
Explanation:
K2[Hgl4], Nesslers reagent detects NH+4 ion.",upto
12,12.0,Which of the following has least covalent P−H bond?,(a) PH+4,(b) P2H+5,(c) P2H2+6,(d) PH3,"(c) P2H2+6
Explanation:
The covalent charter of P−H bond depends on the formal charge distributed on each P−H bond
In PH+4 it is +1/4 = +0.25, in P2H+5 it is +1/5 = +0.2 and in P2H62+ it is +2/6 = +0.33.
The higher the formal charge the lesser the covalent character due to more polarisation. Thus the least covalent P−H bond is present in P2H2+64",bondsn
13,13.0,If Cl2 gas is passed in to aqueous solution of Kl containing some CCl4 and the mixture is shaken then:,(a) Upper layer becomes violet,(b) Lower layer becomes violet,(c) Homogenous violet layer is formed,(d) None of these,"(a) Upper layer becomes violet
Explanation:
2KI + Cl2 → 2KCl l2
I2 CCl4 → Violet Colour
But the excess of Cl2 should be avoided.
The layer may become colourless due to conversion of I2 to HIO3
I2 + 5Cl2 + 6H2O → 2HIO3 + 10HCl
In case of Br2
Br2 + 2H2O + Cl2 → 2HBrO + HCl",boron
14,14.0,Ammonia gas can be dried by,(a) conc H2SO4,(b) P2O5,(c) CaCl2,(d) Quick lime,"(c) Z and Y are F2 and B2H6 respectively
Explanation:
F2(Z) LiH
B(s) → BF3 → B2H6 + LiBF4
(X) (Y)",length
15,15.0,Inert gases such as helium behave like ideal gases over a wide range of temperature .However; they condense into the solid state at very low temperatures. It indicates that at very low temperature there is a,(a) Weak attractive force between the atoms,(b) Weak repulsive force between the atoms,(c) Strong attractive force between the atoms,(d) Strong repulsive attractive between the atoms,"(c) Strong attractive force between the atoms
Explanation:
Inert gases condense into the solid state at very low temperature as there is strong attractive force between the atoms.
In solid state, Van der Waals attractive forces are predominant between the atoms. The attractive force increases with the size of the atom as a result of the increase in polarizability and the decrease in ionization potential.",prepared
16,16.0,"In general, the Boron Trihaides act as",(a) Strong reducing agent,(b) Lewis Acids,(c) Lewis Bases,(d) Dehydrating Agents,"(b) Lewis Acids
Explanation:
The boron atom in trihaldies has only six electrons in the valence shell and hence can accept a pair of electrons in the vacant p-orbital to complete its octet. As a result, boron trihaldies act as a Lewis acids.",der
17,17.0,"On heating ozone, its volume.",(a) Increase to 1.5 times,(b) Decreases to half,(c) Remain uncharged,(d) Becomes double,"(a) Increase to 1.5 times
Explanation:
O3 → O2 + [O]
1 mole of O3 on heating produces 1 mole of O2 and 1 mole of [O], hence its volume increases to 1.5 times.",porbital
18,18.0,"In the compound of type ECl3, where E = B, P, As, or Bi, the angle Cl – E – Cl for different E are ion the order:",(a) B > = P = As = Bi,(b) B > P > As > Bi,(c) B < P = As = Bi,(d) B < P < As < Bi,"(b) B > P > As > Bi
Explanation:
BCl3 is trigonal planar in structure and bond angles are 120° each. PCl3, AsCl3, and BiCl3 are pyramidal in shape with sp³ hybridization.",act
19,,,,,,,,trihaides
21,,,,,,,,nucleus
22,,,,,,,,redox
23,,,,,,,,none
24,,,,,,,,order
25,,,,,,,,constituent
26,,,,,,,,covalent
28,,,,,,,,acids
31,,,,,,,,lihnb
32,,,,,,,,temperature
33,,,,,,,,effect
34,,,,,,,,phnexplanationnthe
35,,,,,,,,produce
36,,,,,,,,character
37,,,,,,,,rise
38,,,,,,,,diborane
39,,,,,,,,ideal
40,,,,,,,,discharge
41,,,,,,,,wide
42,,,,,,,,infrared
44,,,,,,,,atom
45,,,,,,,,behave
46,,,,,,,,type
47,,,,,,,,copper
49,,,,,,,,violetnexplanationnki
50,,,,,,,,empty
51,,,,,,,,due
52,,,,,,,,avoidednthe
53,,,,,,,,angle
54,,,,,,,,pcl
55,,,,,,,,trihaldies
56,,,,,,,,force
57,,,,,,,,readily
58,,,,,,,,structurenexplanationnred
59,,,,,,,,characteristic
60,,,,,,,,liquid
61,,,,,,,,solidnexplanationnoxygen
62,,,,,,,,known
63,,,,,,,,contain
64,,,,,,,,three
65,,,,,,,,tin
66,,,,,,,,lower
67,,,,,,,,hydrolysed
68,,,,,,,,lime
69,,,,,,,,state
70,,,,,,,,six
71,,,,,,,,hybridization
72,,,,,,,,oxygennexplanationnthe
73,,,,,,,,elemental
74,,,,,,,,hydrolysednthe
75,,,,,,,,result
76,,,,,,,,dehydrating
77,,,,,,,,naoh
78,,,,,,,,aqueous
79,,,,,,,,energy
80,,,,,,,,identical
81,,,,,,,,isnccl
82,,,,,,,,different
83,,,,,,,,violet
84,,,,,,,,liberated
85,,,,,,,,half
86,,,,,,,,compound
87,,,,,,,,covering
88,,,,,,,,bondsnexplanationnaccording
90,,,,,,,,bondnin
91,,,,,,,,nelsons
92,,,,,,,,exhibit
93,,,,,,,,mole
94,,,,,,,,strong
95,,,,,,,,reaction
96,,,,,,,,centre
97,,,,,,,,decreases
98,,,,,,,,another
99,,,,,,,,oxygenoxygen
100,,,,,,,,waternki
101,,,,,,,,uncharged
102,,,,,,,,chloridesnexplanationnboron
103,,,,,,,,attractive
104,,,,,,,,allnexplanationnit
105,,,,,,,,detect
106,,,,,,,,timesnexplanationno
108,,,,,,,,repulsive
109,,,,,,,,angular
110,,,,,,,,atomsneach
111,,,,,,,,range
112,,,,,,,,nexplanationndue
113,,,,,,,,oxidation
114,,,,,,,,respectively
116,,,,,,,,lewis
117,,,,,,,,colour
119,,,,,,,,reducing
120,,,,,,,,catch
121,,,,,,,,structure
122,,,,,,,,heating
123,,,,,,,,atmosphere
124,,,,,,,,nhnexplanationnkhgl
125,,,,,,,,germicide
126,,,,,,,,potassium
127,,,,,,,,may
128,,,,,,,,participate
129,,,,,,,,layer
130,,,,,,,,kmnoncnkmno
131,,,,,,,,becomes
132,,,,,,,,shaken
133,,,,,,,,double
134,,,,,,,,colournbut
135,,,,,,,,case
136,,,,,,,,hydrogen
137,,,,,,,,overlap
138,,,,,,,,normal
139,,,,,,,,moleculenexplanationnin
140,,,,,,,,passed
141,,,,,,,,kmno
142,,,,,,,,form
143,,,,,,,,delocalised
144,,,,,,,,molecule
145,,,,,,,,iodine
147,,,,,,,,agents
148,,,,,,,,lni
149,,,,,,,,split
150,,,,,,,,increase
152,,,,,,,,purification
153,,,,,,,,spontaneously
154,,,,,,,,lesser
155,,,,,,,,added
158,,,,,,,,accept
159,,,,,,,,fume
160,,,,,,,,upper
161,,,,,,,,size
162,,,,,,,,electric
163,,,,,,,,valence
164,,,,,,,,orbitals
165,,,,,,,,ultraviolet
166,,,,,,,,ascl
167,,,,,,,,predominant
168,,,,,,,,trigonal
170,,,,,,,,indicates
171,,,,,,,,time
172,,,,,,,,water
173,,,,,,,,bridge
174,,,,,,,,blue
175,,,,,,,,chloride
176,,,,,,,,tetrahedral
177,,,,,,,,hbro
178,,,,,,,,gaint
179,,,,,,,,general
180,,,,,,,,cinexplanationnamong
181,,,,,,,,remain
182,,,,,,,,exposure
183,,,,,,,,like
184,,,,,,,,conc
185,,,,,,,,decrease
186,,,,,,,,detects
187,,,,,,,,charge
188,,,,,,,,bicl
189,,,,,,,,mno
190,,,,,,,,thus
191,,,,,,,,bond
192,,,,,,,,treating
193,,,,,,,,fire
194,,,,,,,,potential
195,,,,,,,,excess
197,,,,,,,,ksoaq
198,,,,,,,,volatile
199,,,,,,,,vacant
200,,,,,,,,shell
201,,,,,,,,fourth
202,,,,,,,,charter
203,,,,,,,,metaborate
204,,,,,,,,binexplanationnbcl
205,,,,,,,,even
206,,,,,,,,solid
207,,,,,,,,sulphuric
208,,,,,,,,conversion
209,,,,,,,,atomsnexplanationninert
210,,,,,,,,chemically
211,,,,,,,,inert
212,,,,,,,,octet
213,,,,,,,,electron
214,,,,,,,,waals
215,,,,,,,,acidsnexplanationnthe
217,,,,,,,,give
218,,,,,,,,cbr
219,,,,,,,,present
220,,,,,,,,easily
221,,,,,,,,ecl
222,,,,,,,,weak
223,,,,,,,,decreasing
224,,,,,,,,colourless
225,,,,,,,,agent
226,,,,,,,,two
227,,,,,,,,one
228,,,,,,,,bases
229,,,,,,,,van
231,,,,,,,,volume
233,,,,,,,,ray
234,,,,,,,,quick
236,,,,,,,,contains
237,,,,,,,,drop
238,,,,,,,,pressure
239,,,,,,,,atomsnin
240,,,,,,,,iongroup
241,,,,,,,,nthe
244,,,,,,,,cell
245,,,,,,,,nesslers
247,,,,,,,,ion
248,,,,,,,,mixture
249,,,,,,,,light
250,,,,,,,,ozone
251,,,,,,,,depends
252,,,,,,,,containing
253,,,,,,,,filled
254,,,,,,,,used
255,,,,,,,,hclnin
256,,,,,,,,regarding
257,,,,,,,,become
258,,,,,,,,either
259,,,,,,,,least
260,,,,,,,,formal
262,,,,,,,,cuso
263,,,,,,,,disinfectant
264,,,,,,,,remaining
265,,,,,,,,response
266,,,,,,,,dried
267,,,,,,,,bluish
269,,,,,,,,combine
270,,,,,,,,dil
271,,,,,,,,respectivelynexplanationnf
273,,,,,,,,phosphorus
274,,,,,,,,libfn
275,,,,,,,,formed
276,,,,,,,,however
277,,,,,,,,bonding
278,,,,,,,,acid
279,,,,,,,,solution
280,,,,,,,,insoluble
281,,,,,,,,hence
282,,,,,,,,hioni
283,,,,,,,,terminal
284,,,,,,,,crystalline
285,,,,,,,,action
286,,,,,,,,allotropynit
288,,,,,,,,brnbr
289,,,,,,,,lead
290,,,,,,,,hsonexplanationnconcentrated
291,,,,,,,,oxygen
292,,,,,,,,correct
293,,,,,,,,statement
294,,,,,,,,forming
295,,,,,,,,hso
296,,,,,,,,shape
297,,,,,,,,hybrid
298,,,,,,,,oxidized
300,,,,,,,,iodide
301,,,,,,,,dissolving
302,,,,,,,,hydride
303,,,,,,,,higher
304,,,,,,,,distributed
305,,,,,,,,hio
307,,,,,,,,air
308,,,,,,,,complete
309,,,,,,,,hcl
310,,,,,,,,pair
311,,,,,,,,pyramidal
312,,,,,,,,polarizability
313,,,,,,,,electrolysis
314,,,,,,,,planar
315,,,,,,,,cacl
316,,,,,,,,ionization
317,,,,,,,,condense
318,,,,,,,,helium
319,,,,,,,,sudden
320,,,,,,,,amorphous
321,,,,,,,,nacl
322,,,,,,,,orbital
323,,,,,,,,polymeric
324,,,,,,,,polarisation
325,,,,,,,,reacts
326,,,,,,,,reduce
327,,,,,,,,numerous
328,,,,,,,,gas
329,,,,,,,,strongly
330,,,,,,,,kcl
331,,,,,,,,theory
333,,,,,,,,cul
335,,,,,,,,homogenous
336,,,,,,,,following
337,,,,,,,,green
338,,,,,,,,allotropy
340,,,,,,,,low
