,index,0,1,2,3,4,Answer,Words
133,,,,,,,,metadirecting
135,,,,,,,,called
136,,,,,,,,ethene
137,,,,,,,,oxidized
138,,,,,,,,deactivation
139,,,,,,,,effect
140,,,,,,,,methanenchcoona
142,,,,,,,,dimethylbutane
143,,,,,,,,propanolnexplanationnacidic
145,,,,,,,,difficult
146,,,,,,,,crafts
147,,,,,,,,product
148,,,,,,,,density
149,,,,,,,,dibromo
150,,,,,,,,alkyne
151,,,,,,,,alcl
152,,,,,,,,heat
153,,,,,,,,tar
154,,,,,,,,organic
155,,,,,,,,catalyst
156,,,,,,,,oil
157,,,,,,,,naco
158,,,,,,,,sphybridization
159,,,,,,,,siver
160,,,,,,,,given
161,,,,,,,,directly
162,,,,,,,,stable
163,,,,,,,,catalystbased
164,,,,,,,,cad
165,,,,,,,,alkanesnexplanationnalkyl
166,,,,,,,,diesel
167,,,,,,,,lewis
168,,,,,,,,electron
169,,,,,,,,withdraws
170,,,,,,,,type
171,,,,,,,,copper
172,,,,,,,,possible
173,,,,,,,,cannot
174,,,,,,,,cagnpropyne
176,,,,,,,,deviation
177,,,,,,,,example
178,,,,,,,,follow
180,,,,,,,,give
181,,,,,,,,dryether
182,,,,,,,,dibromopropane
183,,,,,,,,dibromobutanenexplanationnthe
184,,,,,,,,soh
185,,,,,,,,nonexplanationnthe
186,,,,,,,,cnexplanationnc
187,,,,,,,,silver
188,,,,,,,,easily
189,,,,,,,,fehling
190,,,,,,,,chlorobenzene
191,,,,,,,,mechanism
192,,,,,,,,carbocation
193,,,,,,,,decreasing
194,,,,,,,,sodium
196,,,,,,,,structure
197,,,,,,,,triple
198,,,,,,,,isomerism
199,,,,,,,,heating
200,,,,,,,,due
201,,,,,,,,methane
202,,,,,,,,deactivating
203,,,,,,,,angle
204,,,,,,,,oilnexplanationnthe
205,,,,,,,,substituted
206,,,,,,,,alkene
207,,,,,,,,kerosene
208,,,,,,,,hydrogenation
209,,,,,,,,one
210,,,,,,,,two
211,,,,,,,,carry
212,,,,,,,,acetic
213,,,,,,,,phenol
214,,,,,,,,geometrical
215,,,,,,,,olic
216,,,,,,,,nabr
217,,,,,,,,hexane
218,,,,,,,,middleoil
219,,,,,,,,diphenyl
220,,,,,,,,choh
221,,,,,,,,activates
222,,,,,,,,enenexplanationnthe
223,,,,,,,,nucleophilic
224,,,,,,,,lowest
225,,,,,,,,chlorine
226,,,,,,,,aromatic
227,,,,,,,,gasesnexplanationnduring
228,,,,,,,,double
230,,,,,,,,readily
231,,,,,,,,bromine
232,,,,,,,,decarboxylationnexplanationnmethane
233,,,,,,,,bayers
234,,,,,,,,cis
235,,,,,,,,deactivates
236,,,,,,,,gases
237,,,,,,,,hydrogen
238,,,,,,,,kolbes
239,,,,,,,,normal
240,,,,,,,,contains
242,,,,,,,,carbon
243,,,,,,,,substituents
244,,,,,,,,agno
245,,,,,,,,friedel
246,,,,,,,,electrolytic
247,,,,,,,,gasoline
248,,,,,,,,three
249,,,,,,,,cooh
250,,,,,,,,form
251,,,,,,,,reacts
252,,,,,,,,ozonolysis
253,,,,,,,,basic
254,,,,,,,,deactivate
255,,,,,,,,gas
257,,,,,,,,trinitrobenzene
258,,,,,,,,chch
259,,,,,,,,etc
260,,,,,,,,propanol
261,,,,,,,,lime
262,,,,,,,,single
263,,,,,,,,reactivity
264,,,,,,,,nitratenexplanationnchc
265,,,,,,,,bromide
266,,,,,,,,degree
267,,,,,,,,petroleum
268,,,,,,,,theory
269,,,,,,,,fecl
270,,,,,,,,theoretical
271,,,,,,,,distillation
272,,,,,,,,true
273,,,,,,,,light
274,,,,,,,,cleavage
275,,,,,,,,facilitates
276,,,,,,,,ene
277,,,,,,,,ozone
278,,,,,,,,depends
279,,,,,,,,phenyl
280,,,,,,,,phenomenon
281,,,,,,,,isomer
282,,,,,,,,phenylpropanoln
283,,,,,,,,following
284,,,,,,,,green
285,,,,,,,,substitution
286,,,,,,,,first
