,index,0,1,2,3,4,Answer,Words
12,12.0,The a-and p-forms of glucose are,(a) isomers of D (+) glucose and L (-) glucose respectively,(b) diastereomers of glucose,(c) anomers of glucose,(d) isomers which differ in the configuration of C-2,(c) anomers of glucose,laevorotatory
13,13.0,What are the hydrolysis products of sucrose?,(a) Fructose + Fructose,(b) Glucose + Glucose,(c) Glucose + Galactose,(d) D-Glucose + D-Fructose,(d) D-Glucose + D-Fructose,loss
14,14.0,Carbohydrates are stored in human body as the polysaccharide,(a) starch,(b) glycogen,(c) cellulose,(d) amylose,(b) glycogen,naoh
15,15.0,The glycosidic linkage involved in linking the glucose units in amylose part of starch is,(a) C1-C4 β-linkage,(b) C4-C6 β-linkage,(c) C1-C6 α-linkage,(d) C1-C4 α-linkage,(d) C1-C4 α-linkage,pforms
16,16.0,The conversion of maltose into glucose is possible by the enzyme,(a) zymase,(b) lactase,(c) maltase,(d) diastase,(c) maltase,amylose
17,17.0,Which of the following is a non-reducing sugar?,(a) Glucose,(b) Sucrose,(c) Maltose,(d) Lactose,(b) Sucrose,held
18,18.0,Which one of the following is not correct?,(a) D(-) Fructose exist sin furanose structure,(b) D (+) Glucose exists in pyranose structure,(c) In sucrose the two monosaccharides are held together by peptide linkage,(d) Maltose is a reducing sugar,(c) In sucrose the two monosaccharides are held together by peptide linkage,always
19,19.0,"In cellulose, D-glucose units are joined by","(a) α-1, 4 glycosidic linkage","(b) β-1, 6 glycosidic linkage","(c) β-1, 4 glycosidic linkage",(d) peptide linkage,"(c) β-1, 4 glycosidic linkage",aand
20,20.0,The anomeric carbon in D (+) glucose is,(a) C-1 carbon,(b) C-2 carbon,(c) C-5 carbon,(d) C-6 carbon,(a) C-1 carbon,human
21,21.0,Glucose  Product is,(a) hexanoic acid,(b) gluconic acid,(c) saccharic acid,(d) bromohexane,(b) gluconic acid,group
22,22.0,How many C-atoms are there is a pyranose ring?,(a) 3,(b) 5,(c) 6,(d) 7,(c) 6,synthesised
23,23.0,Cellulose is a,(a) hexapolysaccharide,(b) pentapolysaccharide,(c) tripolysaccharide,(d) None of these,(d) None of these,person
24,24.0,The letter ‘D’ in carbohydrates signifies,(a) dextrorotatory,(b) configuration,(c) diamagnetic nature,(d) mode of synthesis,(b) configuration,histidine
25,25.0,"A diabetic person carries a packet of glucose with him always, because",(a) glucose increases the blood sugar level slowly,(b) glucose reduces the blood sugar level,(c) glucose increases the blood sugar level almost instantaneously,(d) glucose reduces the blood sugar level slowly,(c) glucose increases the blood sugar level almost instantaneously,biological
26,26.0,"Among the naturally occurring carbohydrates, furanose ring is found in the",(a) Glucose unit of cane sugar,(b) Glucose unit of cellulose,(c) Fructose unit of cane sugar,(d) Galactose unit of lactose,(c) Fructose unit of cane sugar,letter
27,27.0,Amino acids generally exist in the form of Z witter ions. This means they contain,(a) Basic – NH2 group and acidic – COOH group,(b) The basic – NH3 group and acidic – COO– group,(c) Basic -NH2 and acidic – H+ group,(d) Basic – COO– group and acidic – NH3 group,(d) D is dextrorotatory while L is laevorotatory enatiomer,corresponding
28,28.0,Globular proteins are present in,(a) blood,(b) eggs,(c) milk,(d) all of these,(d) all of these,molecular
29,29.0,Which one of the amino acids can be synthesised in the body?,(a) Alanine,(b) Lysine,(c) Valine,(d) Histidine,(a) Alanine,salt
30,30.0,Which of the following is not true about amino acids?,(a) They are constituents of all proteins,(b) Alanine having one amino and one carboxylic group,(c) Most naturally occurring amino acids have D-configuration,(d) Glycine is the only naturally occuring amino acid which is optically inactive.,(c) Most naturally occurring amino acids have D-configuration,keratin
31,31.0,A compound which contains both ………… and ………… is called amino acid. The amino acids is polypeptide chain are joined by ………/ bonds.,"(a) amino, carboxylic group, ester","(b) amino, carboxylic group, peptide","(c) nitrogen, carbon, glycosidic","(d) hydroxy, carboxylic group, peptide","(b) amino, carboxylic group, peptide",made
32,32.0,Denaturation of protein leads to loss of its biological activity by,(a) formation of amino acids,(b) loss of primary structure,(c) loss of both primary and secondary structure,(d) loss of both secondary and tertiary structures,(d) loss of both secondary and tertiary structures,insulin
33,33.0,Proteins are condensation polymers of,(a) α-amino acids,(b) β-amino acids,(c) α-hydroxy acids,(d) β-hydroxy acids,(a) α-amino acids,hand
34,34.0,Mark the wrong statement about denaturation of proteins,(a) The primary structure of the protein does not change,(b) Globular proteins are converted into fibrous proteins,(c) Fibrous proteins are converted into globular proteins,(d) The biological activity of the protein is destroyed,(c) Fibrous proteins are converted into globular proteins,milk
35,35.0,"In fibrous proteins, polypeptide chains are held together",(a) van der waals forces,(b) electrostatic forces of attraction,(c) hydrogen bonds,(d) covalent bonds,(c) hydrogen bonds,sin
36,36.0,Which type of interactions are responsible for making the a-helix structure stable?,(a) Peptide bonds between -NH2 and -CO groups of adjacent carbon chain,(b) Hydrogen bonds between -NH of amino acid in the one turn with -CO of amino acid to adjacent turn,(c) -OH group of one amino acid with -CO group of other amino acid on the turn,(d) Hydrogen bonds between adjacent amino acids,(b) Hydrogen bonds between -NH of amino acid in the one turn with -CO of amino acid to adjacent turn,fermentation
37,37.0,Secondary structure of protein refers to,(a) sequence of amino acids in polypeptide chain,(b) bonds between alternate polypeptide chains,(c) folding patterns of polypeptide chain,(d) bonding between NH\(_{3}^{+}\) and COO– of two peptides,(c) folding patterns of polypeptide chain,catoms
38,38.0,Which compound can exist in a dipolar (zwitter ion) structure?,(a) C6H5CH2CH (N = CH2) COOH,(b) (CH3)2CHCH (NH2) COOH,(c) C6H5CONHCH2COOH,(d) HOOCCH2CH2COCOOH,(b) (CH3)2CHCH (NH2) COOH,peptide
39,39.0,Which of the following is an acidic amino acid?,(a) Glycine,(b) Valine,(c) Leucine,(d) Glutamic acid,(d) Glutamic acid,melting
40,40.0,The melting points of amino acids are higher than the corresponding hal-acids because,(a) amino acids exist as zwitter ions resulting in strong dipole-dipole attraction,(b) amino acids are optically active,(c) due to higher molecular mass of-NH2 group molecular mass of amino acids is higher,(d) they interact with water more than halo-acids and have salt like structure,(a) amino acids exist as zwitter ions resulting in strong dipole-dipole attraction,water
41,41.0,Most common types of secondary structures of proteins are,(a) a-helix and P-helix structures,(b) a-helix and P-pleated sheet structures,(c) right and left hand twisted structures,(d) globular and fibrous structures,(b) a-helix and P-pleated sheet structures,
42,42.0,Mark the incorrect example,(a) Keratin and myosin-fibrous proteins,(b) Insulin and albumines-Globular proteins,(c) Glycylalanine-Djpeptide,(d) Enzymes and haemoglobin-Derived proteins,(d) Enzymes and haemoglobin-Derived proteins,protein
43,,,,,,,,mean
44,,,,,,,,joined
45,,,,,,,,value
46,,,,,,,,hydroxy
47,,,,,,,,enzymes
48,,,,,,,,mild
49,,,,,,,,instantaneously
50,,,,,,,,level
51,,,,,,,,arc
52,,,,,,,,resulting
53,,,,,,,,need
54,,,,,,,,would
55,,,,,,,,general
56,,,,,,,,part
57,,,,,,,,acetylation
59,,,,,,,,alanine
60,,,,,,,,refers
61,,,,,,,,exist
62,,,,,,,,diabetic
63,,,,,,,,ahelix
64,,,,,,,,alkaline
65,,,,,,,,amide
66,,,,,,,,compound
67,,,,,,,,like
68,,,,,,,,alternate
69,,,,,,,,bonding
70,,,,,,,,glutamic
71,,,,,,,,common
72,,,,,,,,hexapolysaccharide
73,,,,,,,,reduces
74,,,,,,,,generally
75,,,,,,,,der
76,,,,,,,,acid
77,,,,,,,,solution
78,,,,,,,,cellulose
79,,,,,,,,haemoglobinderived
80,,,,,,,,equimolar
81,,,,,,,,carbon
82,,,,,,,,anhydride
83,,,,,,,,dfructose
84,,,,,,,,bond
85,,,,,,,,turn
86,,,,,,,,ring
87,,,,,,,,differ
88,,,,,,,,enatiomer
89,,,,,,,,gluconic
90,,,,,,,,heptanoic
91,,,,,,,,attraction
93,,,,,,,,body
94,,,,,,,,chchch
95,,,,,,,,saccharic
96,,,,,,,,glycylalaninedjpeptide
97,,,,,,,,denaturation
98,,,,,,,,cnhno
99,,,,,,,,globular
100,,,,,,,,packet
101,,,,,,,,none
102,,,,,,,,mole
103,,,,,,,,primary
104,,,,,,,,strong
105,,,,,,,,fructose
106,,,,,,,,diastase
107,,,,,,,,polypeptide
108,,,,,,,,lead
109,,,,,,,,linkage
110,,,,,,,,together
111,,,,,,,,bromohexane
112,,,,,,,,occuring
113,,,,,,,,quantity
114,,,,,,,,correct
115,,,,,,,,abundatly
116,,,,,,,,diamagnetic
117,,,,,,,,statement
118,,,,,,,,hso
119,,,,,,,,halacids
120,,,,,,,,constituent
121,,,,,,,,occurring
122,,,,,,,,hexanoic
123,,,,,,,,covalent
124,,,,,,,,phelix
125,,,,,,,,polymer
126,,,,,,,,amylopectin
127,,,,,,,,pyranose
128,,,,,,,,found
129,,,,,,,,acidic
130,,,,,,,,coo
132,,,,,,,,ppleated
133,,,,,,,,convert
134,,,,,,,,converted
135,,,,,,,,called
136,,,,,,,,maltose
137,,,,,,,,galactose
138,,,,,,,,nitrogen
139,,,,,,,,oxidized
140,,,,,,,,maltase
142,,,,,,,,acetyl
143,,,,,,,,gtycogen
144,,,,,,,,dipoledipole
145,,,,,,,,sucrose
146,,,,,,,,sheet
147,,,,,,,,conversion
148,,,,,,,,product
149,,,,,,,,mass
150,,,,,,,,hydroxide
151,,,,,,,,oxidising
152,,,,,,,,chain
153,,,,,,,,nature
154,,,,,,,,monosaccharide
155,,,,,,,,secondary
156,,,,,,,,chon
157,,,,,,,,oxidation
158,,,,,,,,respectively
159,,,,,,,,interaction
160,,,,,,,,glycosidic
161,,,,,,,,directly
162,,,,,,,,zymase
163,,,,,,,,glycine
164,,,,,,,,electrostatic
165,,,,,,,,responsible
166,,,,,,,,glucaric
167,,,,,,,,lactase
168,,,,,,,,diastereomers
169,,,,,,,,higher
170,,,,,,,,destroyed
171,,,,,,,,waals
172,,,,,,,,tertiary
173,,,,,,,,type
174,,,,,,,,stored
175,,,,,,,,possible
176,,,,,,,,optically
177,,,,,,,,reducing
178,,,,,,,,wrong
180,,,,,,,,example
181,,,,,,,,cxho
182,,,,,,,,stable
183,,,,,,,,dglucose
184,,,,,,,,polysaccharide
185,,,,,,,,present
186,,,,,,,,dribose
187,,,,,,,,hoocchchcocooh
188,,,,,,,,leucine
189,,,,,,,,carboxylic
190,,,,,,,,albuminesglobular
191,,,,,,,,structure
192,,,,,,,,naturally
193,,,,,,,,heating
194,,,,,,,,ammonium
195,,,,,,,,linking
196,,,,,,,,blood
197,,,,,,,,glycogen
198,,,,,,,,condensation
199,,,,,,,,chconhchcooh
200,,,,,,,,due
201,,,,,,,,left
202,,,,,,,,tripolysaccharide
203,,,,,,,,active
204,,,,,,,,making
205,,,,,,,,anomeric
206,,,,,,,,agent
207,,,,,,,,anomers
208,,,,,,,,two
209,,,,,,,,formula
210,,,,,,,,one
211,,,,,,,,carry
212,,,,,,,,change
213,,,,,,,,mode
214,,,,,,,,dipolar
215,,,,,,,,folding
216,,,,,,,,witter
217,,,,,,,,van
218,,,,,,,,force
219,,,,,,,,glucose
220,,,,,,,,configuration
221,,,,,,,,enzyme
222,,,,,,,,involved
223,,,,,,,,composed
224,,,,,,,,nitric
225,,,,,,,,cane
226,,,,,,,,brho
227,,,,,,,,ofacetic
228,,,,,,,,erythrose
231,,,,,,,,dilute
232,,,,,,,,ether
233,,,,,,,,hydrogen
234,,,,,,,,almost
235,,,,,,,,valeric
236,,,,,,,,normal
237,,,,,,,,contains
239,,,,,,,,valine
240,,,,,,,,egg
241,,,,,,,,right
242,,,,,,,,ofnh
243,,,,,,,,formation
244,,,,,,,,contain
245,,,,,,,,zwitter
246,,,,,,,,adjacent
247,,,,,,,,glyceraldehyde
248,,,,,,,,signifies
249,,,,,,,,sugar
250,,,,,,,,cooh
251,,,,,,,,form
252,,,,,,,,basic
253,,,,,,,,cnhon
254,,,,,,,,lysine
255,,,,,,,,starch
258,,,,,,,,iodine
259,,,,,,,,unit
260,,,,,,,,myosinfibrous
261,,,,,,,,lactose
262,,,,,,,,interact
264,,,,,,,,dconfiguration
265,,,,,,,,fibrous
266,,,,,,,,brh
267,,,,,,,,ion
268,,,,,,,,mixture
269,,,,,,,,aldopentose
270,,,,,,,,haloacids
271,,,,,,,,increase
272,,,,,,,,sequence
273,,,,,,,,true
274,,,,,,,,incorrect
275,,,,,,,,point
276,,,,,,,,treatment
277,,,,,,,,ester
278,,,,,,,,twisted
279,,,,,,,,isomer
280,,,,,,,,nonreducing
281,,,,,,,,following
282,,,,,,,,slowly
283,,,,,,,,inactive
284,,,,,,,,synthesis
